PurchaseOrderLineID,PurchaseOrderID,VariantID,ProductID,QuantityOrdered,QuantityReceived,POUnitCost,POLineCost
PO001752-7,PO001752,V00305,P0013,3,3,77.03,231.09
PO001752-8,PO001752,V00307,P0013,1,1,77.03,77.03
PO001752-9,PO001752,V00309,P0013,1,1,77.03,77.03
PO001752-10,PO001752,V00311,P0013,1,1,77.03,77.03
PO001752-11,PO001752,V00442,P0020,1,1,217.91,217.91
PO001752-12,PO001752,V00568,P0027,1,1,42.30,42.30
PO001752-13,PO001752,V00571,P0027,1,1,42.30,42.30
PO001752-14,PO001752,V00694,P0034,4,4,30.69,122.76
PO001752-15,PO001752,V00698,P0034,1,1,30.69,30.69
PO001752-16,PO001752,V00704,P0034,1,1,30.69,30.69
PO001752-17,PO001752,V00705,P0034,1,1,30.69,30.69
PO001752-18,PO001752,V00706,P0034,1,1,30.69,30.69
PO001752-19,PO001752,V00708,P0034,2,2,30.69,61.38
PO001752-20,PO001752,V00721,P0041,1,1,104.23,104.23
PO001752-21,PO001752,V00722,P0041,4,4,104.23,416.92
PO001753-1,PO001753,V00076,P0004,1,1,113.76,113.76
PO001753-2,PO001753,V00078,P0004,3,3,113.76,341.28
PO001753-3,PO001753,V00080,P0004,1,1,113.76,113.76
PO001753-4,PO001753,V00081,P0004,2,2,113.76,227.52
PO001753-5,PO001753,V00082,P0004,1,1,113.76,113.76
PO001753-6,PO001753,V00251,P0011,1,1,64.70,64.70
PO001753-7,PO001753,V00258,P0011,1,1,64.70,64.70
PO001753-8,PO001753,V00264,P0011,1,1,64.70,64.70
PO001753-9,PO001753,V00406,P0018,1,1,76.28,76.28
PO001753-10,PO001753,V00416,P0018,1,1,76.28,76.28
PO001753-11,PO001753,V00671,P0032,1,1,19.58,19.58
PO001753-12,PO001753,V00731,P0046,6,6,48.96,293.76
PO001753-13,PO001753,V00732,P0046,2,2,48.96,97.92
PO001754-1,PO001754,V00052,P0003,1,1,82.88,82.88
PO001754-2,PO001754,V00222,P0010,1,1,50.77,50.77
PO001754-3,PO001754,V00226,P0010,1,1,50.77,50.77
PO001754-4,PO001754,V00397,P0017,1,1,75.63,75.63
PO001754-5,PO001754,V00518,P0024,1,1,56.39,56.39
PO001754-6,PO001754,V00519,P0024,1,1,56.39,56.39
PO001754-7,PO001754,V00525,P0024,1,1,56.39,56.39
PO001754-8,PO001754,V00645,P0031,1,1,36.58,36.58
PO001754-9,PO001754,V00651,P0031,1,1,36.58,36.58
PO001754-10,PO001754,V00716,P0038,4,4,247.30,989.20
PO001755-1,PO001755,V00137,P0006,1,1,72.02,72.02
PO001755-2,PO001755,V00139,P0006,1,1,72.02,72.02
PO001755-3,PO001755,V00143,P0006,2,2,72.02,144.04
PO001755-4,PO001755,V00290,P0013,2,2,77.03,154.06
PO001755-5,PO001755,V00303,P0013,1,1,77.03,77.03
PO001755-6,PO001755,V00306,P0013,1,1,77.03,77.03
PO001755-7,PO001755,V00311,P0013,1,1,77.03,77.03
PO001755-8,PO001755,V00448,P0020,1,1,217.91,217.91
PO001755-9,PO001755,V00449,P0020,1,1,217.91,217.91
PO001755-10,PO001755,V00565,P0027,1,1,42.30,42.30
PO001755-11,PO001755,V00570,P0027,2,2,42.30,84.60
PO001755-12,PO001755,V00572,P0027,1,1,42.30,42.30
PO001755-13,PO001755,V00574,P0027,1,1,42.30,42.30
PO001755-14,PO001755,V00581,P0027,3,3,42.30,126.90
PO001755-15,PO001755,V00702,P0034,1,1,30.69,30.69
PO001755-16,PO001755,V00704,P0034,1,1,30.69,30.69
PO001755-17,PO001755,V00706,P0034,1,1,30.69,30.69
PO001755-18,PO001755,V00721,P0041,3,2,104.23,312.69
PO001755-19,PO001755,V00722,P0041,2,2,104.23,208.46
PO001755-20,PO001755,V00736,P0048,2,2,40.99,81.98
PO001756-1,PO001756,V00273,P0012,1,1,49.13,49.13
PO001756-2,PO001756,V00426,P0019,1,1,113.30,113.30
PO001756-3,PO001756,V00435,P0019,1,1,113.30,113.30
PO001756-4,PO001756,V00560,P0026,1,1,23.28,23.28
PO001756-5,PO001756,V00675,P0033,1,1,19.62,19.62
PO001756-6,PO001756,V00677,P0033,1,1,19.62,19.62
PO001756-7,PO001756,V00719,P0040,2,2,175.80,351.60
PO001757-1,PO001757,V00150,P0007,1,1,50.66,50.66
PO001757-2,PO001757,V00153,P0007,2,2,50.66,101.32
PO001757-3,PO001757,V00168,P0007,1,1,50.66,50.66
PO001757-4,PO001757,V00331,P0014,1,1,76.85,76.85
PO001757-5,PO001757,V00332,P0014,1,1,76.85,76.85
PO001757-6,PO001757,V00460,P0021,1,1,129.34,129.34
PO001757-7,PO001757,V00461,P0021,1,1,129.34,129.34
PO001757-8,PO001757,V00710,P0035,2,2,82.32,164.64
PO001757-9,PO001757,V00738,P0049,1,1,24.49,24.49
PO001758-1,PO001758,V00039,P0002,1,1,78.05,78.05
PO001758-2,PO001758,V00040,P0002,1,1,78.05,78.05
PO001758-3,PO001758,V00196,P0009,2,2,50.35,100.70
PO001758-4,PO001758,V00199,P0009,1,1,50.35,50.35
PO001758-5,PO001758,V00207,P0009,1,1,50.35,50.35
PO001758-6,PO001758,V00367,P0016,1,1,84.90,84.90
PO001758-7,PO001758,V00368,P0016,1,1,84.90,84.90
PO001758-8,PO001758,V00378,P0016,1,1,84.90,84.90
PO001758-9,PO001758,V00380,P0016,1,1,84.90,84.90
PO001758-10,PO001758,V00496,P0023,1,1,63.21,63.21
PO001758-11,PO001758,V00503,P0023,1,1,63.21,63.21
PO001758-12,PO001758,V00510,P0023,1,1,63.21,63.21
PO001758-13,PO001758,V00621,P0030,1,1,54.14,54.14
PO001758-14,PO001758,V00633,P0030,2,2,54.14,108.28
PO001758-15,PO001758,V00714,P0037,2,2,116.94,233.88
PO001758-16,PO001758,V00741,P0051,3,3,32.91,98.73
PO001759-1,PO001759,V00084,P0004,1,1,113.76,113.76
PO001759-2,PO001759,V00085,P0004,1,1,113.76,113.76
PO001759-3,PO001759,V00088,P0004,1,1,113.76,113.76
PO001759-4,PO001759,V00095,P0004,1,1,113.76,113.76
PO001759-5,PO001759,V00246,P0011,1,1,64.70,64.70
PO001759-6,PO001759,V00260,P0011,2,2,64.70,129.40
PO001759-7,PO001759,V00417,P0018,2,2,76.28,152.56
PO001759-8,PO001759,V00531,P0025,1,0,37.91,37.91
PO001759-9,PO001759,V00532,P0025,2,1,37.91,75.82
PO001759-10,PO001759,V00538,P0025,1,1,37.91,37.91
PO001759-11,PO001759,V00661,P0032,1,1,19.58,19.58
PO001759-12,PO001759,V00663,P0032,3,2,19.58,58.74
PO001759-13,PO001759,V00670,P0032,2,2,19.58,39.16
PO001759-14,PO001759,V00717,P0039,2,2,88.32,176.64
PO001759-15,PO001759,V00718,P0039,2,1,88.32,176.64
PO001759-16,PO001759,V00731,P0046,1,1,48.96,48.96
PO001759-17,PO001759,V00732,P0046,3,2,48.96,146.88
PO001760-1,PO001760,V00059,P0003,1,1,82.88,82.88
PO001760-2,PO001760,V00233,P0010,1,1,50.77,50.77
PO001760-3,PO001760,V00397,P0017,1,1,75.63,75.63
PO001760-4,PO001760,V00512,P0024,1,1,56.39,56.39
PO001760-5,PO001760,V00522,P0024,2,2,56.39,112.78
PO001760-6,PO001760,V00644,P0031,1,1,36.58,36.58
PO001760-7,PO001760,V00652,P0031,1,1,36.58,36.58
PO001760-8,PO001760,V00729,P0045,2,2,37.23,74.46
PO001760-9,PO001760,V00743,P0052,1,1,50.46,50.46
PO001760-10,PO001760,V00744,P0052,3,3,50.46,151.38
PO001761-1,PO001761,V00050,P0003,1,1,82.88,82.88
PO001761-2,PO001761,V00054,P0003,2,2,82.88,165.76
PO001761-3,PO001761,V00056,P0003,1,1,82.88,82.88
PO001761-4,PO001761,V00065,P0003,1,1,82.88,82.88
PO001761-5,PO001761,V00067,P0003,1,1,82.88,82.88
PO001761-6,PO001761,V00232,P0010,1,1,50.77,50.77
PO001761-7,PO001761,V00234,P0010,1,1,50.77,50.77
PO001761-8,PO001761,V00235,P0010,1,1,50.77,50.77
PO001761-9,PO001761,V00238,P0010,1,1,50.77,50.77
PO001761-10,PO001761,V00240,P0010,1,1,50.77,50.77
PO001761-11,PO001761,V00391,P0017,1,1,75.63,75.63
PO001761-12,PO001761,V00395,P0017,2,2,75.63,151.26
PO001761-13,PO001761,V00526,P0024,2,2,56.39,112.78
PO001761-14,PO001761,V00641,P0031,2,2,36.58,73.16
PO001761-15,PO001761,V00645,P0031,1,1,36.58,36.58
PO001761-16,PO001761,V00653,P0031,1,1,36.58,36.58
PO001761-17,PO001761,V00715,P0038,2,2,247.30,494.60
PO001761-18,PO001761,V00730,P0045,2,2,37.23,74.46
PO001761-19,PO001761,V00743,P0052,3,3,50.46,151.38
PO001761-20,PO001761,V00744,P0052,2,2,50.46,100.92
PO001762-1,PO001762,V00028,P0002,1,1,78.05,78.05
PO001762-2,PO001762,V00029,P0002,1,0,78.05,78.05
PO001762-3,PO001762,V00034,P0002,1,1,78.05,78.05
PO001762-4,PO001762,V00047,P0002,1,1,78.05,78.05
PO001762-5,PO001762,V00367,P0016,1,1,84.90,84.90
PO001762-6,PO001762,V00377,P0016,1,1,84.90,84.90
PO001762-7,PO001762,V00378,P0016,2,2,84.90,169.80
PO001762-8,PO001762,V00619,P0030,1,1,54.14,54.14
PO001762-9,PO001762,V00713,P0037,1,1,116.94,116.94
PO001762-10,PO001762,V00714,P0037,3,3,116.94,350.82
PO001762-11,PO001762,V00727,P0044,5,5,59.10,295.50
PO001762-12,PO001762,V00728,P0044,4,4,59.10,236.40
PO001762-13,PO001762,V00741,P0051,1,1,32.91,32.91
PO001762-14,PO001762,V00742,P0051,4,4,32.91,131.64
PO001763-1,PO001763,V00100,P0005,1,1,57.40,57.40
PO001763-2,PO001763,V00103,P0005,2,2,57.40,114.80
PO001763-3,PO001763,V00104,P0005,1,1,57.40,57.40
PO001763-4,PO001763,V00109,P0005,1,1,57.40,57.40
PO001763-5,PO001763,V00112,P0005,1,1,57.40,57.40
PO001763-6,PO001763,V00113,P0005,1,1,57.40,57.40
PO001763-7,PO001763,V00274,P0012,1,1,49.13,49.13
PO001763-8,PO001763,V00283,P0012,1,1,49.13,49.13
PO001763-9,PO001763,V00285,P0012,1,1,49.13,49.13
PO001763-10,PO001763,V00433,P0019,1,1,113.30,113.30
PO001763-11,PO001763,V00438,P0019,1,1,113.30,113.30
PO001763-12,PO001763,V00551,P0026,1,1,23.28,23.28
PO001763-13,PO001763,V00560,P0026,2,2,23.28,46.56
PO001763-14,PO001763,V00564,P0026,1,1,23.28,23.28
PO001763-15,PO001763,V00677,P0033,1,1,19.62,19.62
PO001763-16,PO001763,V00682,P0033,1,1,19.62,19.62
PO001763-17,PO001763,V00720,P0040,6,6,175.80,1054.80
PO001763-18,PO001763,V00734,P0047,6,6,39.76,238.56
PO001764-1,PO001764,V00164,P0007,1,1,50.66,50.66
PO001764-2,PO001764,V00316,P0014,2,2,76.85,153.70
PO001764-3,PO001764,V00317,P0014,1,1,76.85,76.85
PO001764-4,PO001764,V00318,P0014,1,1,76.85,76.85
PO001764-5,PO001764,V00327,P0014,2,2,76.85,153.70
PO001764-6,PO001764,V00328,P0014,2,2,76.85,153.70
PO001764-7,PO001764,V00464,P0021,1,1,129.34,129.34
PO001764-8,PO001764,V00466,P0021,1,1,129.34,129.34
PO001764-9,PO001764,V00472,P0021,1,1,129.34,129.34
PO001764-10,PO001764,V00584,P0028,2,2,43.73,87.46
PO001764-11,PO001764,V00596,P0028,3,2,43.73,131.19
PO001764-12,PO001764,V00724,P0042,2,2,142.14,284.28
PO001764-13,PO001764,V00737,P0049,2,2,24.49,48.98
PO001765-1,PO001765,V00029,P0002,1,1,78.05,78.05
PO001765-2,PO001765,V00037,P0002,1,1,78.05,78.05
PO001765-3,PO001765,V00196,P0009,1,1,50.35,50.35
PO001765-4,PO001765,V00197,P0009,1,1,50.35,50.35
PO001765-5,PO001765,V00201,P0009,1,1,50.35,50.35
PO001765-6,PO001765,V00372,P0016,1,1,84.90,84.90
PO001765-7,PO001765,V00374,P0016,1,1,84.90,84.90
PO001765-8,PO001765,V00379,P0016,1,1,84.90,84.90
PO001765-9,PO001765,V00500,P0023,2,2,63.21,126.42
PO001765-10,PO001765,V00501,P0023,1,1,63.21,63.21
PO001765-11,PO001765,V00502,P0023,1,1,63.21,63.21
PO001765-12,PO001765,V00507,P0023,1,1,63.21,63.21
PO001765-13,PO001765,V00627,P0030,2,2,54.14,108.28
PO001765-14,PO001765,V00713,P0037,2,2,116.94,233.88
PO001765-15,PO001765,V00714,P0037,2,2,116.94,233.88
PO001765-16,PO001765,V00742,P0051,2,2,32.91,65.82
PO001766-1,PO001766,V00035,P0002,1,1,78.05,78.05
PO001766-2,PO001766,V00037,P0002,1,1,78.05,78.05
PO001766-3,PO001766,V00196,P0009,1,1,50.35,50.35
PO001766-4,PO001766,V00200,P0009,1,1,50.35,50.35
PO001766-5,PO001766,V00207,P0009,1,1,50.35,50.35
PO001766-6,PO001766,V00213,P0009,1,1,50.35,50.35
PO001766-7,PO001766,V00363,P0016,1,1,84.90,84.90
PO001766-8,PO001766,V00365,P0016,1,1,84.90,84.90
PO001766-9,PO001766,V00366,P0016,1,0,84.90,84.90
PO001766-10,PO001766,V00379,P0016,1,1,84.90,84.90
PO001766-11,PO001766,V00496,P0023,1,1,63.21,63.21
PO001766-12,PO001766,V00507,P0023,2,2,63.21,126.42
PO001766-13,PO001766,V00714,P0037,2,2,116.94,233.88
PO001766-14,PO001766,V00727,P0044,2,2,59.10,118.20
PO001766-15,PO001766,V00728,P0044,3,3,59.10,177.30
PO001766-16,PO001766,V00741,P0051,1,1,32.91,32.91
PO001766-17,PO001766,V00742,P0051,2,2,32.91,65.82
PO001767-1,PO001767,V00078,P0004,1,1,113.76,113.76
PO001767-2,PO001767,V00258,P0011,1,1,64.70,64.70
PO001767-3,PO001767,V00404,P0018,2,2,76.28,152.56
PO001767-4,PO001767,V00658,P0032,1,1,19.58,19.58
PO001767-5,PO001767,V00659,P0032,1,1,19.58,19.58
PO001767-6,PO001767,V00663,P0032,1,1,19.58,19.58
PO001767-7,PO001767,V00667,P0032,1,1,19.58,19.58
PO001767-8,PO001767,V00718,P0039,2,2,88.32,176.64
PO001768-1,PO001768,V00056,P0003,1,1,82.88,82.88
PO001768-2,PO001768,V00059,P0003,1,1,82.88,82.88
PO001768-3,PO001768,V00227,P0010,1,1,50.77,50.77
PO001768-4,PO001768,V00229,P0010,1,1,50.77,50.77
PO001768-5,PO001768,V00230,P0010,2,2,50.77,101.54
PO001768-6,PO001768,V00234,P0010,1,1,50.77,50.77
PO001768-7,PO001768,V00645,P0031,1,1,36.58,36.58
PO001768-8,PO001768,V00650,P0031,1,1,36.58,36.58
PO001768-9,PO001768,V00653,P0031,1,1,36.58,36.58
PO001768-10,PO001768,V00654,P0031,1,1,36.58,36.58
PO001768-11,PO001768,V00729,P0045,1,1,37.23,37.23
PO001768-12,PO001768,V00730,P0045,2,2,37.23,74.46
PO001768-13,PO001768,V00743,P0052,3,3,50.46,151.38
PO001769-1,PO001769,V00127,P0006,1,1,72.02,72.02
PO001769-2,PO001769,V00134,P0006,1,1,72.02,72.02
PO001769-3,PO001769,V00136,P0006,1,1,72.02,72.02
PO001769-4,PO001769,V00139,P0006,2,2,72.02,144.04
PO001769-5,PO001769,V00140,P0006,1,1,72.02,72.02
PO001769-6,PO001769,V00142,P0006,2,2,72.02,144.04
PO001769-7,PO001769,V00293,P0013,1,1,77.03,77.03
PO001769-8,PO001769,V00294,P0013,2,2,77.03,154.06
PO001769-9,PO001769,V00304,P0013,1,1,77.03,77.03
PO001769-10,PO001769,V00305,P0013,1,1,77.03,77.03
PO001769-11,PO001769,V00306,P0013,2,2,77.03,154.06
PO001769-12,PO001769,V00310,P0013,2,2,77.03,154.06
PO001769-13,PO001769,V00449,P0020,1,1,217.91,217.91
PO001769-14,PO001769,V00568,P0027,1,1,42.30,42.30
PO001769-15,PO001769,V00573,P0027,1,1,42.30,42.30
PO001769-16,PO001769,V00575,P0027,2,2,42.30,84.60
PO001769-17,PO001769,V00706,P0034,5,5,30.69,153.45
PO001769-18,PO001769,V00721,P0041,5,5,104.23,521.15
PO001769-19,PO001769,V00722,P0041,1,1,104.23,104.23
PO001770-1,PO001770,V00122,P0006,1,1,72.02,72.02
PO001770-2,PO001770,V00128,P0006,2,2,72.02,144.04
PO001770-3,PO001770,V00129,P0006,1,1,72.02,72.02
PO001770-4,PO001770,V00135,P0006,1,1,72.02,72.02
PO001770-5,PO001770,V00136,P0006,1,1,72.02,72.02
PO001770-6,PO001770,V00144,P0006,2,2,72.02,144.04
PO001770-7,PO001770,V00293,P0013,1,1,77.03,77.03
PO001770-8,PO001770,V00304,P0013,1,1,77.03,77.03
PO001770-9,PO001770,V00441,P0020,1,1,217.91,217.91
PO001770-10,PO001770,V00456,P0020,1,1,217.91,217.91
PO001770-11,PO001770,V00574,P0027,1,1,42.30,42.30
PO001770-12,PO001770,V00578,P0027,1,1,42.30,42.30
PO001770-13,PO001770,V00693,P0034,1,1,30.69,30.69
PO001770-14,PO001770,V00694,P0034,1,1,30.69,30.69
PO001770-15,PO001770,V00698,P0034,1,1,30.69,30.69
PO001770-16,PO001770,V00699,P0034,1,1,30.69,30.69
PO001770-17,PO001770,V00736,P0048,2,2,40.99,81.98
PO001771-1,PO001771,V00030,P0002,2,2,78.05,156.10
PO001771-2,PO001771,V00042,P0002,1,1,78.05,78.05
PO001771-3,PO001771,V00207,P0009,1,1,50.35,50.35
PO001771-4,PO001771,V00209,P0009,1,1,50.35,50.35
PO001771-5,PO001771,V00363,P0016,1,1,84.90,84.90
PO001771-6,PO001771,V00367,P0016,1,1,84.90,84.90
PO001771-7,PO001771,V00380,P0016,2,2,84.90,169.80
PO001771-8,PO001771,V00498,P0023,1,1,63.21,63.21
PO001771-9,PO001771,V00500,P0023,1,1,63.21,63.21
PO001771-10,PO001771,V00501,P0023,2,2,63.21,126.42
PO001771-11,PO001771,V00507,P0023,1,1,63.21,63.21
PO001771-12,PO001771,V00509,P0023,1,1,63.21,63.21
PO001771-13,PO001771,V00713,P0037,2,2,116.94,233.88
PO001771-14,PO001771,V00727,P0044,2,2,59.10,118.20
PO001771-15,PO001771,V00728,P0044,3,3,59.10,177.30
PO001772-1,PO001772,V00031,P0002,3,3,78.05,234.15
PO001772-2,PO001772,V00035,P0002,1,1,78.05,78.05
PO001772-3,PO001772,V00038,P0002,1,1,78.05,78.05
PO001772-4,PO001772,V00040,P0002,1,1,78.05,78.05
PO001772-5,PO001772,V00046,P0002,1,1,78.05,78.05
PO001772-6,PO001772,V00047,P0002,1,1,78.05,78.05
PO001772-7,PO001772,V00193,P0009,1,1,50.35,50.35
PO001772-8,PO001772,V00194,P0009,1,1,50.35,50.35
PO001772-9,PO001772,V00196,P0009,3,3,50.35,151.05
PO001772-10,PO001772,V00197,P0009,1,1,50.35,50.35
PO001772-11,PO001772,V00203,P0009,1,1,50.35,50.35
PO001772-12,PO001772,V00205,P0009,1,1,50.35,50.35
PO001772-13,PO001772,V00209,P0009,2,2,50.35,100.70
PO001772-14,PO001772,V00210,P0009,2,2,50.35,100.70
PO001772-15,PO001772,V00216,P0009,1,1,50.35,50.35
PO001772-16,PO001772,V00365,P0016,4,4,84.90,339.60
PO001772-17,PO001772,V00366,P0016,1,1,84.90,84.90
PO001772-18,PO001772,V00367,P0016,1,1,84.90,84.90
PO001772-19,PO001772,V00368,P0016,2,2,84.90,169.80
PO001772-20,PO001772,V00371,P0016,1,0,84.90,84.90
PO001772-21,PO001772,V00374,P0016,1,1,84.90,84.90
PO001772-22,PO001772,V00377,P0016,3,3,84.90,254.70
PO001772-23,PO001772,V00380,P0016,2,2,84.90,169.80
PO001772-24,PO001772,V00381,P0016,1,1,84.90,84.90
PO001772-25,PO001772,V00495,P0023,1,1,63.21,63.21
PO001772-26,PO001772,V00502,P0023,1,1,63.21,63.21
PO001772-27,PO001772,V00507,P0023,1,1,63.21,63.21
PO001772-28,PO001772,V00509,P0023,1,1,63.21,63.21
PO001772-29,PO001772,V00625,P0030,1,1,54.14,54.14
PO001772-30,PO001772,V00628,P0030,2,2,54.14,108.28
PO001772-31,PO001772,V00629,P0030,1,1,54.14,54.14
PO001772-32,PO001772,V00713,P0037,7,7,116.94,818.58
PO001772-33,PO001772,V00714,P0037,7,7,116.94,818.58
PO001773-1,PO001773,V00075,P0004,1,1,113.76,113.76
PO001773-2,PO001773,V00095,P0004,2,2,113.76,227.52
PO001773-3,PO001773,V00242,P0011,2,2,64.70,129.40
PO001773-4,PO001773,V00246,P0011,2,2,64.70,129.40
PO001773-5,PO001773,V00248,P0011,1,1,64.70,64.70
PO001773-6,PO001773,V00250,P0011,2,2,64.70,129.40
PO001773-7,PO001773,V00254,P0011,1,1,64.70,64.70
PO001773-8,PO001773,V00255,P0011,2,2,64.70,129.40
PO001773-9,PO001773,V00256,P0011,1,1,64.70,64.70
PO001773-10,PO001773,V00258,P0011,1,1,64.70,64.70
PO001773-11,PO001773,V00259,P0011,2,2,64.70,129.40
PO001773-12,PO001773,V00404,P0018,1,1,76.28,76.28
PO001773-13,PO001773,V00412,P0018,2,1,76.28,152.56
PO001773-14,PO001773,V00417,P0018,1,1,76.28,76.28
PO001773-15,PO001773,V00532,P0025,2,2,37.91,75.82
PO001773-16,PO001773,V00534,P0025,1,1,37.91,37.91
PO001773-17,PO001773,V00538,P0025,2,2,37.91,75.82
PO001773-18,PO001773,V00543,P0025,3,2,37.91,113.73
PO001773-19,PO001773,V00546,P0025,1,1,37.91,37.91
PO001773-20,PO001773,V00657,P0032,2,2,19.58,39.16
PO001773-21,PO001773,V00658,P0032,2,2,19.58,39.16
PO001773-22,PO001773,V00667,P0032,2,2,19.58,39.16
PO001773-23,PO001773,V00671,P0032,1,1,19.58,19.58
PO001773-24,PO001773,V00731,P0046,9,9,48.96,440.64
PO001774-1,PO001774,V00081,P0004,2,2,113.76,227.52
PO001774-2,PO001774,V00090,P0004,1,1,113.76,113.76
PO001774-3,PO001774,V00091,P0004,4,4,113.76,455.04
PO001774-4,PO001774,V00092,P0004,1,1,113.76,113.76
PO001774-5,PO001774,V00095,P0004,1,1,113.76,113.76
PO001774-6,PO001774,V00247,P0011,1,0,64.70,64.70
PO001774-7,PO001774,V00261,P0011,1,1,64.70,64.70
PO001774-8,PO001774,V00404,P0018,1,1,76.28,76.28
PO001774-9,PO001774,V00410,P0018,1,1,76.28,76.28
PO001774-10,PO001774,V00414,P0018,1,1,76.28,76.28
PO001774-11,PO001774,V00416,P0018,1,0,76.28,76.28
PO001774-12,PO001774,V00539,P0025,1,1,37.91,37.91
PO001774-13,PO001774,V00543,P0025,1,1,37.91,37.91
PO001774-14,PO001774,V00655,P0032,1,1,19.58,19.58
PO001774-15,PO001774,V00663,P0032,1,1,19.58,19.58
PO001774-16,PO001774,V00668,P0032,1,1,19.58,19.58
PO001774-17,PO001774,V00717,P0039,3,3,88.32,264.96
PO001775-1,PO001775,V00127,P0006,1,1,72.02,72.02
PO001775-2,PO001775,V00142,P0006,1,1,72.02,72.02
PO001775-3,PO001775,V00292,P0013,1,1,77.03,77.03
PO001775-4,PO001775,V00310,P0013,2,2,77.03,154.06
PO001775-5,PO001775,V00312,P0013,2,2,77.03,154.06
PO001775-6,PO001775,V00441,P0020,2,2,217.91,435.82
PO001775-7,PO001775,V00443,P0020,1,1,217.91,217.91
PO001775-8,PO001775,V00455,P0020,1,1,217.91,217.91
PO001775-9,PO001775,V00566,P0027,2,2,42.30,84.60
PO001775-10,PO001775,V00572,P0027,1,1,42.30,42.30
PO001775-11,PO001775,V00573,P0027,2,2,42.30,84.60
PO001775-12,PO001775,V00574,P0027,1,1,42.30,42.30
PO001775-13,PO001775,V00580,P0027,1,1,42.30,42.30
PO001775-14,PO001775,V00581,P0027,2,2,42.30,84.60
PO001775-15,PO001775,V00692,P0034,1,1,30.69,30.69
PO001775-16,PO001775,V00693,P0034,1,1,30.69,30.69
PO001775-17,PO001775,V00695,P0034,1,1,30.69,30.69
PO001775-18,PO001775,V00696,P0034,1,1,30.69,30.69
PO001775-19,PO001775,V00706,P0034,1,1,30.69,30.69
PO001775-20,PO001775,V00736,P0048,2,2,40.99,81.98
PO001776-1,PO001776,V00049,P0003,2,2,82.88,165.76
PO001776-2,PO001776,V00067,P0003,2,2,82.88,165.76
PO001776-3,PO001776,V00229,P0010,1,1,50.77,50.77
PO001776-4,PO001776,V00232,P0010,1,1,50.77,50.77
PO001776-5,PO001776,V00237,P0010,2,2,50.77,101.54
PO001776-6,PO001776,V00385,P0017,2,2,75.63,151.26
PO001776-7,PO001776,V00387,P0017,1,1,75.63,75.63
PO001776-8,PO001776,V00399,P0017,1,1,75.63,75.63
PO001776-9,PO001776,V00512,P0024,1,1,56.39,56.39
PO001776-10,PO001776,V00523,P0024,2,2,56.39,112.78
PO001776-11,PO001776,V00526,P0024,1,1,56.39,56.39
PO001776-12,PO001776,V00528,P0024,2,2,56.39,112.78
PO001776-13,PO001776,V00638,P0031,1,1,36.58,36.58
PO001776-14,PO001776,V00716,P0038,3,3,247.30,741.90
PO001776-15,PO001776,V00729,P0045,2,2,37.23,74.46
PO001776-16,PO001776,V00743,P0052,1,1,50.46,50.46
PO001776-17,PO001776,V00744,P0052,2,2,50.46,100.92
PO001777-1,PO001777,V00003,P0001,1,1,128.94,128.94
PO001777-2,PO001777,V00006,P0001,2,2,128.94,257.88
PO001777-3,PO001777,V00010,P0001,1,1,128.94,128.94
PO001777-4,PO001777,V00018,P0001,1,0,128.94,128.94
PO001777-5,PO001777,V00019,P0001,2,1,128.94,257.88
PO001777-6,PO001777,V00020,P0001,1,1,128.94,128.94
PO001777-7,PO001777,V00022,P0001,1,1,128.94,128.94
PO001777-8,PO001777,V00024,P0001,1,0,128.94,128.94
PO001777-9,PO001777,V00172,P0008,1,1,66.10,66.10
PO001777-10,PO001777,V00176,P0008,2,2,66.10,132.20
PO001777-11,PO001777,V00186,P0008,1,1,66.10,66.10
PO001777-12,PO001777,V00337,P0015,1,1,96.98,96.98
PO001777-13,PO001777,V00339,P0015,1,1,96.98,96.98
PO001777-14,PO001777,V00348,P0015,2,2,96.98,193.96
PO001777-15,PO001777,V00360,P0015,1,1,96.98,96.98
PO001777-16,PO001777,V00479,P0022,1,1,183.11,183.11
PO001777-17,PO001777,V00483,P0022,2,2,183.11,366.22
PO001777-18,PO001777,V00601,P0029,1,1,68.37,68.37
PO001777-19,PO001777,V00603,P0029,1,1,68.37,68.37
PO001777-20,PO001777,V00605,P0029,1,0,68.37,68.37
PO001777-21,PO001777,V00612,P0029,1,1,68.37,68.37
PO001777-22,PO001777,V00617,P0029,2,2,68.37,136.74
PO001777-23,PO001777,V00725,P0043,5,3,69.41,347.05
PO001777-24,PO001777,V00739,P0050,4,4,106.64,426.56
PO001778-1,PO001778,V00136,P0006,1,1,72.02,72.02
PO001778-2,PO001778,V00140,P0006,1,1,72.02,72.02
PO001778-3,PO001778,V00141,P0006,1,1,72.02,72.02
PO001778-4,PO001778,V00305,P0013,2,2,77.03,154.06
PO001778-5,PO001778,V00306,P0013,1,1,77.03,77.03
PO001778-6,PO001778,V00307,P0013,1,1,77.03,77.03
PO001778-7,PO001778,V00312,P0013,2,2,77.03,154.06
PO001778-8,PO001778,V00443,P0020,1,0,217.91,217.91
PO001778-9,PO001778,V00447,P0020,1,1,217.91,217.91
PO001778-10,PO001778,V00567,P0027,1,1,42.30,42.30
PO001778-11,PO001778,V00570,P0027,1,1,42.30,42.30
PO001778-12,PO001778,V00572,P0027,1,1,42.30,42.30
PO001778-13,PO001778,V00578,P0027,1,1,42.30,42.30
