OrderID,OrderNumber,StoreID,CustomerID,Channel,OrderDate,OrderStatus,GrossAmount,DiscountAmount,SubTotal,TaxAmount,OrderTotal,PaymentMethod
SO001000,YK-2025-001000,ST013,C02841,Store,2025-01-31,Completed,340.90,88.77,252.13,20.80,272.93,Credit Card
SO001001,YK-2025-001001,ST013,C05789,Store,2025-01-31,Completed,52.95,10.59,42.36,3.49,45.85,Yuktikara Rewards Card
SO001002,YK-2025-001002,ST014,C05339,Store,2025-01-31,Completed,473.85,189.54,284.31,23.46,307.77,Credit Card
SO001003,YK-2025-001003,ST015,C00839,Store,2025-01-31,Completed,220.95,44.19,176.76,14.58,191.34,Credit Card
SO001004,YK-2025-001004,ST016,C01774,Store,2025-01-31,Completed,211.95,84.78,127.17,10.49,137.66,Debit Card
SO001005,YK-2025-001005,ST017,C02002,Store,2025-01-31,Completed,378.85,77.06,301.79,24.90,326.69,Credit Card
SO001006,YK-2025-001006,ST018,C00775,Store,2025-01-31,Completed,384.80,19.94,364.86,30.10,394.96,Yuktikara Rewards Card
SO001007,YK-2025-001007,ST900,C02883,Online,2025-01-31,Completed,325.90,0.00,325.90,26.89,352.79,Yuktikara Rewards Card
SO001008,YK-2025-001008,ST900,C04087,Online,2025-01-31,Completed,1889.65,246.14,1643.51,135.59,1779.10,Credit Card
SO001009,YK-2025-001009,ST900,C01539,Online,2025-01-31,Completed,289.90,50.78,239.12,19.73,258.85,Credit Card
SO001010,YK-2025-001010,ST900,C01057,Online,2025-01-31,Completed,132.95,0.00,132.95,10.97,143.92,Mobile Wallet
SO001011,YK-2025-001011,ST900,C05120,Online,2025-01-31,Completed,162.95,0.00,162.95,13.44,176.39,Debit Card
SO001012,YK-2025-001012,ST900,C03477,Online,2025-01-31,Completed,254.90,24.39,230.51,19.02,249.53,Credit Card
SO001013,YK-2025-001013,ST900,C01033,Online,2025-01-31,Completed,720.85,135.98,584.87,48.25,633.12,Debit Card
SO001014,YK-2025-001014,ST001,C04080,Store,2025-02-01,Completed,385.90,0.00,385.90,31.84,417.74,Credit Card
SO001015,YK-2025-001015,ST001,C03247,Store,2025-02-01,Completed,357.85,14.09,343.76,28.36,372.12,Credit Card
SO001016,YK-2025-001016,ST001,C04455,Store,2025-02-01,Completed,271.95,54.39,217.56,17.95,235.51,Gift Card
SO001017,YK-2025-001017,ST001,C06158,Store,2025-02-01,Completed,897.85,167.37,730.48,60.26,790.74,Mobile Wallet
SO001018,YK-2025-001018,ST001,C01452,Store,2025-02-01,Completed,206.85,19.58,187.27,15.45,202.72,Credit Card
SO001019,YK-2025-001019,ST002,C02874,Store,2025-02-01,Cancelled,481.85,176.76,305.09,25.17,330.26,Debit Card
SO001020,YK-2025-001020,ST002,C01764,Store,2025-02-01,Shipped,271.85,75.56,196.29,16.19,212.48,Mobile Wallet
SO001021,YK-2025-001021,ST003,C00953,Store,2025-02-01,Completed,282.90,44.19,238.71,19.69,258.40,Yuktikara Rewards Card
SO001022,YK-2025-001022,ST004,C05910,Store,2025-02-01,Completed,634.85,0.00,634.85,52.38,687.23,Credit Card
SO001023,YK-2025-001023,ST004,C01860,Store,2025-02-01,Completed,389.90,0.00,389.90,32.17,422.07,Credit Card
SO001024,YK-2025-001024,ST004,C04945,Store,2025-02-01,Completed,510.85,102.17,408.68,33.72,442.40,Debit Card
SO001025,YK-2025-001025,ST004,C05383,Store,2025-02-01,Completed,215.95,0.00,215.95,17.82,233.77,Gift Card
SO001026,YK-2025-001026,ST004,C00466,Store,2025-02-01,Completed,180.95,0.00,180.95,14.93,195.88,Credit Card
SO001027,YK-2025-001027,ST005,C01011,Store,2025-02-01,Completed,268.90,39.99,228.91,18.89,247.80,Mobile Wallet
SO001028,YK-2025-001028,ST005,C03849,Store,2025-02-01,Completed,878.75,239.45,639.30,52.74,692.04,Yuktikara Rewards Card
SO001029,YK-2025-001029,ST006,C02291,Store,2025-02-01,Completed,517.75,46.06,471.69,38.91,510.60,Credit Card
SO001030,YK-2025-001030,ST006,C02064,Store,2025-02-01,Completed,215.95,43.19,172.76,14.25,187.01,Gift Card
SO001031,YK-2025-001031,ST006,C03735,Store,2025-02-01,Completed,273.90,23.69,250.21,20.64,270.85,Credit Card
SO001032,YK-2025-001032,ST006,C02089,Store,2025-02-01,Completed,159.95,0.00,159.95,13.20,173.15,Yuktikara Rewards Card
SO001033,YK-2025-001033,ST007,C04566,Store,2025-02-01,Completed,82.95,8.30,74.65,6.16,80.81,Credit Card
SO001034,YK-2025-001034,ST007,C04859,Store,2025-02-01,Completed,635.75,105.98,529.77,43.71,573.48,Yuktikara Rewards Card
SO001035,YK-2025-001035,ST007,C04195,Store,2025-02-01,Completed,311.90,26.69,285.21,23.53,308.74,Credit Card
SO001036,YK-2025-001036,ST009,C04228,Store,2025-02-01,Completed,569.85,21.90,547.95,45.21,593.16,Credit Card
SO001037,YK-2025-001037,ST010,C01393,Store,2025-02-01,Completed,425.95,0.00,425.95,35.14,461.09,Credit Card
SO001038,YK-2025-001038,ST010,C03242,Store,2025-02-01,Completed,175.95,0.00,175.95,14.52,190.47,Credit Card
SO001039,YK-2025-001039,ST010,C03362,Store,2025-02-01,Completed,501.85,80.28,421.57,34.78,456.35,Credit Card
SO001040,YK-2025-001040,ST011,C02182,Store,2025-02-01,Completed,528.85,79.57,449.28,37.07,486.35,Credit Card
SO001041,YK-2025-001041,ST011,C05120,Store,2025-02-01,Completed,849.80,189.25,660.55,54.50,715.05,Credit Card
SO001042,YK-2025-001042,ST012,C03250,Store,2025-02-01,Completed,286.90,32.99,253.91,20.95,274.86,Mobile Wallet
SO001043,YK-2025-001043,ST012,C02165,Store,2025-02-01,Completed,138.95,0.00,138.95,11.46,150.41,Credit Card
SO001044,YK-2025-001044,ST013,C05314,Store,2025-02-01,Cancelled,498.90,111.58,387.32,31.95,419.27,Credit Card
SO001045,YK-2025-001045,ST013,C01350,Store,2025-02-01,Completed,473.90,0.00,473.90,39.10,513.00,Mobile Wallet
SO001046,YK-2025-001046,ST014,C02940,Store,2025-02-01,Completed,986.70,22.78,963.92,79.52,1043.44,Yuktikara Rewards Card
SO001047,YK-2025-001047,ST014,C02331,Store,2025-02-01,Completed,339.95,0.00,339.95,28.05,368.00,Yuktikara Rewards Card
SO001048,YK-2025-001048,ST015,C05148,Store,2025-02-01,Completed,239.85,10.39,229.46,18.93,248.39,Yuktikara Rewards Card
SO001049,YK-2025-001049,ST015,C03287,Store,2025-02-01,Completed,576.80,116.71,460.09,37.96,498.05,Debit Card
SO001050,YK-2025-001050,ST015,C02473,Store,2025-02-01,Completed,605.80,35.08,570.72,47.08,617.80,Credit Card
SO001051,YK-2025-001051,ST016,C00473,Store,2025-02-01,Completed,161.90,29.73,132.17,10.90,143.07,Debit Card
SO001052,YK-2025-001052,ST016,C01252,Store,2025-02-01,Completed,189.95,56.98,132.97,10.97,143.94,Credit Card
SO001053,YK-2025-001053,ST017,C03806,Store,2025-02-01,Completed,348.80,15.88,332.92,27.47,360.39,Credit Card
SO001054,YK-2025-001054,ST018,C05365,Store,2025-02-01,Completed,229.90,73.86,156.04,12.87,168.91,Mobile Wallet
SO001055,YK-2025-001055,ST018,C02598,Store,2025-02-01,Completed,83.95,20.99,62.96,5.19,68.15,Debit Card
SO001056,YK-2025-001056,ST018,C02047,Store,2025-02-01,Completed,493.80,20.78,473.02,39.02,512.04,Credit Card
SO001057,YK-2025-001057,ST900,C04381,Online,2025-02-01,Completed,138.95,0.00,138.95,11.46,150.41,Yuktikara Rewards Card
SO001058,YK-2025-001058,ST900,C01383,Online,2025-02-01,Completed,133.95,33.49,100.46,8.29,108.75,Credit Card
SO001059,YK-2025-001059,ST900,C02824,Online,2025-02-01,Completed,75.95,30.38,45.57,3.76,49.33,Gift Card
SO001060,YK-2025-001060,ST900,C00410,Online,2025-02-01,Completed,138.95,0.00,138.95,11.46,150.41,Yuktikara Rewards Card
SO001061,YK-2025-001061,ST900,C01094,Online,2025-02-01,Completed,189.95,56.98,132.97,10.97,143.94,Credit Card
SO001062,YK-2025-001062,ST900,C03747,Online,2025-02-01,Completed,610.85,168.95,441.90,36.46,478.36,Mobile Wallet
SO001063,YK-2025-001063,ST900,C02246,Online,2025-02-01,Completed,253.80,46.56,207.24,17.10,224.34,Credit Card
SO001064,YK-2025-001064,ST001,C05417,Store,2025-02-02,Completed,312.85,65.98,246.87,20.37,267.24,Yuktikara Rewards Card
SO001065,YK-2025-001065,ST001,C02784,Store,2025-02-02,Cancelled,211.95,0.00,211.95,17.49,229.44,Credit Card
SO001066,YK-2025-001066,ST001,C03217,Store,2025-02-02,Completed,525.75,99.15,426.60,35.19,461.79,Mobile Wallet
SO001067,YK-2025-001067,ST001,C05444,Store,2025-02-02,Completed,425.95,0.00,425.95,35.14,461.09,Mobile Wallet
SO001068,YK-2025-001068,ST002,C05768,Store,2025-02-02,Pending,121.95,0.00,121.95,10.06,132.01,Mobile Wallet
SO001069,YK-2025-001069,ST003,C04636,Store,2025-02-02,Cancelled,353.90,75.08,278.82,23.00,301.82,Mobile Wallet
SO001070,YK-2025-001070,ST003,C02071,Store,2025-02-02,Completed,108.95,16.34,92.61,7.64,100.25,Credit Card
SO001071,YK-2025-001071,ST003,C00725,Store,2025-02-02,Completed,337.85,0.00,337.85,27.87,365.72,Credit Card
SO001072,YK-2025-001072,ST003,C03927,Store,2025-02-02,Completed,679.90,203.97,475.93,39.26,515.19,Credit Card
SO001073,YK-2025-001073,ST004,C01698,Store,2025-02-02,Completed,116.95,17.54,99.41,8.20,107.61,Mobile Wallet
SO001074,YK-2025-001074,ST004,C01253,Store,2025-02-02,Completed,82.95,0.00,82.95,6.84,89.79,Debit Card
SO001075,YK-2025-001075,ST005,C03337,Store,2025-02-02,Completed,339.95,0.00,339.95,28.05,368.00,Credit Card
SO001076,YK-2025-001076,ST006,C05078,Store,2025-02-02,Completed,400.85,68.97,331.88,27.38,359.26,Mobile Wallet
SO001077,YK-2025-001077,ST006,C04188,Store,2025-02-02,Completed,480.80,96.05,384.75,31.74,416.49,Gift Card
SO001078,YK-2025-001078,ST007,C05352,Store,2025-02-02,Shipped,828.80,149.41,679.39,56.05,735.44,Mobile Wallet
SO001079,YK-2025-001079,ST007,C00139,Store,2025-02-02,Completed,405.90,101.67,304.23,25.10,329.33,Credit Card
SO001080,YK-2025-001080,ST007,C01224,Store,2025-02-02,Completed,75.95,15.19,60.76,5.01,65.77,Yuktikara Rewards Card
SO001081,YK-2025-001081,ST008,C05319,Store,2025-02-02,Completed,277.90,50.97,226.93,18.72,245.65,Mobile Wallet
SO001082,YK-2025-001082,ST008,C01841,Store,2025-02-02,Completed,538.80,37.93,500.87,41.32,542.19,Mobile Wallet
SO001083,YK-2025-001083,ST009,C01317,Store,2025-02-02,Completed,484.85,71.58,413.27,34.09,447.36,Credit Card
SO001084,YK-2025-001084,ST009,C04509,Store,2025-02-02,Completed,215.95,86.38,129.57,10.69,140.26,Credit Card
SO001085,YK-2025-001085,ST010,C00900,Store,2025-02-02,Completed,519.85,139.26,380.59,31.40,411.99,Credit Card
SO001086,YK-2025-001086,ST010,C04233,Store,2025-02-02,Shipped,421.90,48.24,373.66,30.83,404.49,Debit Card
SO001087,YK-2025-001087,ST011,C00184,Store,2025-02-02,Completed,333.85,104.05,229.80,18.96,248.76,Gift Card
SO001088,YK-2025-001088,ST011,C03602,Store,2025-02-02,Completed,978.80,138.66,840.14,69.31,909.45,Credit Card
SO001089,YK-2025-001089,ST011,C04272,Store,2025-02-02,Completed,427.85,47.98,379.87,31.34,411.21,Credit Card
SO001090,YK-2025-001090,ST011,C01755,Store,2025-02-02,Completed,548.90,127.78,421.12,34.74,455.86,Yuktikara Rewards Card
SO001091,YK-2025-001091,ST012,C05194,Store,2025-02-02,Completed,116.95,0.00,116.95,9.65,126.60,Credit Card
SO001092,YK-2025-001092,ST012,C03658,Store,2025-02-02,Completed,559.90,0.00,559.90,46.19,606.09,Debit Card
SO001093,YK-2025-001093,ST013,C05639,Store,2025-02-02,Completed,358.95,71.79,287.16,23.69,310.85,Yuktikara Rewards Card
SO001094,YK-2025-001094,ST013,C01519,Store,2025-02-02,Completed,374.80,18.44,356.36,29.40,385.76,Credit Card
SO001095,YK-2025-001095,ST013,C00236,Store,2025-02-02,Completed,443.90,55.79,388.11,32.02,420.13,Credit Card
SO001096,YK-2025-001096,ST014,C00497,Store,2025-02-02,Completed,75.95,15.19,60.76,5.01,65.77,Credit Card
SO001097,YK-2025-001097,ST014,C00822,Store,2025-02-02,Completed,439.95,0.00,439.95,36.30,476.25,Credit Card
SO001098,YK-2025-001098,ST015,C04749,Store,2025-02-02,Completed,93.95,0.00,93.95,7.75,101.70,Mobile Wallet
SO001099,YK-2025-001099,ST015,C03752,Store,2025-02-02,Cancelled,271.95,0.00,271.95,22.44,294.39,Yuktikara Rewards Card
SO001100,YK-2025-001100,ST016,C04629,Store,2025-02-02,Completed,640.80,12.39,628.41,51.84,680.25,Debit Card
SO001101,YK-2025-001101,ST017,C00490,Store,2025-02-02,Completed,650.80,0.00,650.80,53.69,704.49,Credit Card
SO001102,YK-2025-001102,ST017,C01976,Store,2025-02-02,Completed,132.95,26.59,106.36,8.77,115.13,Credit Card
SO001103,YK-2025-001103,ST017,C04453,Store,2025-02-02,Completed,443.85,9.29,434.56,35.85,470.41,Debit Card
SO001104,YK-2025-001104,ST017,C05330,Store,2025-02-02,Completed,180.95,0.00,180.95,14.93,195.88,Yuktikara Rewards Card
SO001105,YK-2025-001105,ST018,C01243,Store,2025-02-02,Completed,175.95,0.00,175.95,14.52,190.47,Mobile Wallet
SO001106,YK-2025-001106,ST900,C01325,Online,2025-02-02,Completed,301.90,0.00,301.90,24.91,326.81,Gift Card
SO001107,YK-2025-001107,ST900,C02983,Online,2025-02-02,Completed,245.90,20.74,225.16,18.58,243.74,Yuktikara Rewards Card
SO001108,YK-2025-001108,ST900,C04658,Online,2025-02-02,Completed,61.95,15.49,46.46,3.83,50.29,Debit Card
SO001109,YK-2025-001109,ST900,C02278,Online,2025-02-02,Shipped,339.95,84.99,254.96,21.03,275.99,Yuktikara Rewards Card
SO001110,YK-2025-001110,ST900,C00478,Online,2025-02-02,Completed,271.90,40.78,231.12,19.07,250.19,Debit Card
SO001111,YK-2025-001111,ST900,C00932,Online,2025-02-02,Completed,358.95,89.74,269.21,22.21,291.42,Debit Card
SO001112,YK-2025-001112,ST001,C01396,Store,2025-02-03,Completed,115.95,28.99,86.96,7.17,94.13,Gift Card
SO001113,YK-2025-001113,ST001,C00233,Store,2025-02-03,Completed,115.95,0.00,115.95,9.57,125.52,Yuktikara Rewards Card
SO001114,YK-2025-001114,ST002,C01372,Store,2025-02-03,Completed,131.95,0.00,131.95,10.89,142.84,Yuktikara Rewards Card
SO001115,YK-2025-001115,ST003,C05213,Store,2025-02-03,Completed,475.85,167.85,308.00,25.41,333.41,Mobile Wallet
SO001116,YK-2025-001116,ST004,C01467,Store,2025-02-03,Completed,887.70,40.79,846.91,69.87,916.78,Credit Card
SO001117,YK-2025-001117,ST004,C02875,Store,2025-02-03,Completed,838.75,48.88,789.87,65.16,855.03,Yuktikara Rewards Card
SO001118,YK-2025-001118,ST005,C04869,Store,2025-02-03,Completed,122.95,36.88,86.07,7.10,93.17,Mobile Wallet
SO001119,YK-2025-001119,ST006,C04084,Store,2025-02-03,Completed,318.85,28.78,290.07,23.93,314.00,Credit Card
SO001120,YK-2025-001120,ST007,C00976,Store,2025-02-03,Completed,693.80,120.07,573.73,47.33,621.06,Yuktikara Rewards Card
SO001121,YK-2025-001121,ST008,C01665,Store,2025-02-03,Completed,780.85,88.38,692.47,57.13,749.60,Credit Card
SO001122,YK-2025-001122,ST010,C05285,Store,2025-02-03,Completed,354.90,27.79,327.11,26.99,354.10,Mobile Wallet
SO001123,YK-2025-001123,ST011,C04322,Store,2025-02-03,Completed,133.95,0.00,133.95,11.05,145.00,Debit Card
SO001124,YK-2025-001124,ST011,C05473,Store,2025-02-03,Completed,225.90,0.00,225.90,18.64,244.54,Credit Card
SO001125,YK-2025-001125,ST011,C05349,Store,2025-02-03,Completed,1082.80,262.74,820.06,67.65,887.71,Mobile Wallet
SO001126,YK-2025-001126,ST011,C03403,Store,2025-02-03,Completed,371.90,111.56,260.34,21.48,281.82,Credit Card
SO001127,YK-2025-001127,ST013,C06003,Store,2025-02-03,Completed,122.95,0.00,122.95,10.14,133.09,Credit Card
SO001128,YK-2025-001128,ST014,C00722,Store,2025-02-03,Completed,231.90,61.67,170.23,14.04,184.27,Gift Card
SO001129,YK-2025-001129,ST014,C01380,Store,2025-02-03,Completed,220.95,55.24,165.71,13.67,179.38,Mobile Wallet
SO001130,YK-2025-001130,ST015,C03554,Store,2025-02-03,Completed,211.95,0.00,211.95,17.49,229.44,Credit Card
SO001131,YK-2025-001131,ST016,C01832,Store,2025-02-03,Cancelled,202.90,0.00,202.90,16.74,219.64,Yuktikara Rewards Card
SO001132,YK-2025-001132,ST018,C04321,Store,2025-02-03,Completed,238.90,0.00,238.90,19.71,258.61,Credit Card
SO001133,YK-2025-001133,ST900,C00877,Online,2025-02-03,Cancelled,1434.70,31.99,1402.71,115.72,1518.43,Credit Card
SO001134,YK-2025-001134,ST900,C03579,Online,2025-02-03,Completed,219.95,0.00,219.95,18.15,238.10,Yuktikara Rewards Card
SO001135,YK-2025-001135,ST900,C04034,Online,2025-02-03,Completed,189.95,0.00,189.95,15.67,205.62,Credit Card
SO001136,YK-2025-001136,ST001,C05642,Store,2025-02-04,Shipped,462.85,0.00,462.85,38.19,501.04,Credit Card
SO001137,YK-2025-001137,ST001,C05106,Store,2025-02-04,Completed,164.95,24.74,140.21,11.57,151.78,Credit Card
SO001138,YK-2025-001138,ST001,C01933,Store,2025-02-04,Cancelled,770.75,87.58,683.17,56.36,739.53,Debit Card
SO001139,YK-2025-001139,ST003,C00818,Store,2025-02-04,Completed,603.85,64.98,538.87,44.46,583.33,Credit Card
SO001140,YK-2025-001140,ST004,C01377,Store,2025-02-04,Completed,190.95,0.00,190.95,15.75,206.70,Mobile Wallet
SO001141,YK-2025-001141,ST004,C00222,Store,2025-02-04,Cancelled,164.95,0.00,164.95,13.61,178.56,Mobile Wallet
SO001142,YK-2025-001142,ST004,C02887,Store,2025-02-04,Completed,358.95,71.79,287.16,23.69,310.85,Yuktikara Rewards Card
SO001143,YK-2025-001143,ST006,C01896,Store,2025-02-04,Completed,209.90,0.00,209.90,17.32,227.22,Credit Card
SO001144,YK-2025-001144,ST006,C01238,Store,2025-02-04,Completed,1047.85,0.00,1047.85,86.45,1134.30,Credit Card
SO001145,YK-2025-001145,ST007,C01133,Store,2025-02-04,Completed,746.75,5.99,740.76,61.11,801.87,Debit Card
SO001146,YK-2025-001146,ST010,C03640,Store,2025-02-04,Completed,211.95,63.58,148.37,12.24,160.61,Credit Card
SO001147,YK-2025-001147,ST011,C03829,Store,2025-02-04,Shipped,250.95,50.19,200.76,16.56,217.32,Gift Card
SO001148,YK-2025-001148,ST011,C06074,Store,2025-02-04,Completed,194.90,33.24,161.66,13.34,175.00,Yuktikara Rewards Card
SO001149,YK-2025-001149,ST012,C05422,Store,2025-02-04,Cancelled,879.90,263.97,615.93,50.81,666.74,Credit Card
SO001150,YK-2025-001150,ST013,C02387,Store,2025-02-04,Completed,589.80,42.96,546.84,45.11,591.95,Mobile Wallet
SO001151,YK-2025-001151,ST015,C03213,Store,2025-02-04,Completed,1217.70,88.05,1129.65,93.20,1222.85,Mobile Wallet
SO001152,YK-2025-001152,ST015,C04121,Store,2025-02-04,Completed,464.85,100.38,364.47,30.07,394.54,Credit Card
SO001153,YK-2025-001153,ST016,C01649,Store,2025-02-04,Completed,376.85,28.18,348.67,28.77,377.44,Credit Card
SO001154,YK-2025-001154,ST017,C02137,Store,2025-02-04,Completed,253.90,0.00,253.90,20.95,274.85,Credit Card
SO001155,YK-2025-001155,ST018,C02091,Store,2025-02-04,Completed,374.90,69.74,305.16,25.18,330.34,Debit Card
SO001156,YK-2025-001156,ST900,C03810,Online,2025-02-04,Completed,315.85,0.00,315.85,26.06,341.91,Credit Card
SO001157,YK-2025-001157,ST900,C06195,Online,2025-02-04,Completed,565.85,72.93,492.92,40.67,533.59,Credit Card
SO001158,YK-2025-001158,ST900,C02332,Online,2025-02-04,Completed,339.95,0.00,339.95,28.05,368.00,Credit Card
SO001159,YK-2025-001159,ST001,C00587,Store,2025-02-05,Completed,359.90,0.00,359.90,29.69,389.59,Credit Card
SO001160,YK-2025-001160,ST001,C04452,Store,2025-02-05,Completed,387.85,110.26,277.59,22.90,300.49,Credit Card
SO001161,YK-2025-001161,ST001,C03016,Store,2025-02-05,Completed,61.95,24.78,37.17,3.07,40.24,Debit Card
SO001162,YK-2025-001162,ST002,C01665,Store,2025-02-05,Completed,240.95,0.00,240.95,19.88,260.83,Mobile Wallet
SO001163,YK-2025-001163,ST003,C04110,Store,2025-02-05,Completed,401.90,0.00,401.90,33.16,435.06,Yuktikara Rewards Card
SO001164,YK-2025-001164,ST004,C02668,Store,2025-02-05,Completed,437.90,109.48,328.42,27.09,355.51,Yuktikara Rewards Card
SO001165,YK-2025-001165,ST004,C05406,Store,2025-02-05,Completed,454.80,65.37,389.43,32.13,421.56,Yuktikara Rewards Card
SO001166,YK-2025-001166,ST004,C03293,Store,2025-02-05,Shipped,215.95,0.00,215.95,17.82,233.77,Yuktikara Rewards Card
SO001167,YK-2025-001167,ST006,C01195,Store,2025-02-05,Completed,122.95,24.59,98.36,8.11,106.47,Credit Card
SO001168,YK-2025-001168,ST007,C01469,Store,2025-02-05,Completed,126.95,0.00,126.95,10.47,137.42,Credit Card
SO001169,YK-2025-001169,ST008,C03783,Store,2025-02-05,Completed,187.90,9.79,178.11,14.69,192.80,Credit Card
SO001170,YK-2025-001170,ST010,C03299,Store,2025-02-05,Completed,211.95,84.78,127.17,10.49,137.66,Yuktikara Rewards Card
SO001171,YK-2025-001171,ST011,C05165,Store,2025-02-05,Completed,439.95,0.00,439.95,36.30,476.25,Credit Card
SO001172,YK-2025-001172,ST012,C00215,Store,2025-02-05,Completed,577.90,87.58,490.32,40.45,530.77,Credit Card
SO001173,YK-2025-001173,ST013,C06165,Store,2025-02-05,Completed,220.95,33.14,187.81,15.49,203.30,Mobile Wallet
SO001174,YK-2025-001174,ST013,C02311,Store,2025-02-05,Shipped,75.95,15.19,60.76,5.01,65.77,Credit Card
SO001175,YK-2025-001175,ST014,C05729,Store,2025-02-05,Completed,386.85,55.43,331.42,27.34,358.76,Debit Card
SO001176,YK-2025-001176,ST015,C05106,Store,2025-02-05,Completed,267.90,0.00,267.90,22.10,290.00,Debit Card
SO001177,YK-2025-001177,ST015,C01754,Store,2025-02-05,Completed,82.95,12.44,70.51,5.82,76.33,Credit Card
SO001178,YK-2025-001178,ST016,C01186,Store,2025-02-05,Completed,131.90,0.00,131.90,10.88,142.78,Credit Card
SO001179,YK-2025-001179,ST017,C04591,Store,2025-02-05,Completed,89.95,35.98,53.97,4.45,58.42,Debit Card
SO001180,YK-2025-001180,ST018,C00802,Store,2025-02-05,Cancelled,489.85,0.00,489.85,40.41,530.26,Debit Card
SO001181,YK-2025-001181,ST900,C05775,Online,2025-02-05,Completed,840.80,232.75,608.05,50.16,658.21,Mobile Wallet
SO001182,YK-2025-001182,ST900,C01073,Online,2025-02-05,Cancelled,292.80,0.00,292.80,24.16,316.96,Debit Card
SO001183,YK-2025-001183,ST900,C01548,Online,2025-02-05,Completed,319.90,0.00,319.90,26.39,346.29,Credit Card
SO001184,YK-2025-001184,ST001,C04894,Store,2025-02-06,Completed,439.95,131.98,307.97,25.41,333.38,Credit Card
SO001185,YK-2025-001185,ST001,C04023,Store,2025-02-06,Completed,93.95,14.09,79.86,6.59,86.45,Yuktikara Rewards Card
SO001186,YK-2025-001186,ST001,C02887,Store,2025-02-06,Completed,592.85,87.23,505.62,41.71,547.33,Credit Card
SO001187,YK-2025-001187,ST002,C04192,Store,2025-02-06,Completed,345.90,29.24,316.66,26.12,342.78,Credit Card
SO001188,YK-2025-001188,ST003,C05083,Store,2025-02-06,Cancelled,751.75,71.98,679.77,56.08,735.85,Yuktikara Rewards Card
SO001189,YK-2025-001189,ST003,C02828,Store,2025-02-06,Shipped,277.90,0.00,277.90,22.93,300.83,Gift Card
SO001190,YK-2025-001190,ST004,C04784,Store,2025-02-06,Completed,93.95,18.79,75.16,6.20,81.36,Credit Card
SO001191,YK-2025-001191,ST004,C02843,Store,2025-02-06,Cancelled,116.95,0.00,116.95,9.65,126.60,Credit Card
SO001192,YK-2025-001192,ST004,C04350,Store,2025-02-06,Completed,762.85,0.00,762.85,62.94,825.79,Credit Card
SO001193,YK-2025-001193,ST005,C01414,Store,2025-02-06,Completed,116.95,0.00,116.95,9.65,126.60,Gift Card
SO001194,YK-2025-001194,ST006,C04889,Store,2025-02-06,Completed,1391.80,408.49,983.31,81.12,1064.43,Debit Card
SO001195,YK-2025-001195,ST007,C02249,Store,2025-02-06,Completed,228.95,34.34,194.61,16.06,210.67,Credit Card
SO001196,YK-2025-001196,ST008,C02057,Store,2025-02-06,Completed,525.80,79.77,446.03,36.80,482.83,Debit Card
SO001197,YK-2025-001197,ST008,C04165,Store,2025-02-06,Completed,274.80,15.98,258.82,21.35,280.17,Mobile Wallet
SO001198,YK-2025-001198,ST011,C01391,Store,2025-02-06,Completed,361.90,0.00,361.90,29.86,391.76,Credit Card
SO001199,YK-2025-001199,ST011,C02159,Store,2025-02-06,Completed,175.95,0.00,175.95,14.52,190.47,Mobile Wallet
SO001200,YK-2025-001200,ST011,C03362,Store,2025-02-06,Completed,132.95,39.88,93.07,7.68,100.75,Debit Card
SO001201,YK-2025-001201,ST011,C01616,Store,2025-02-06,Completed,552.70,74.27,478.43,39.47,517.90,Credit Card
SO001202,YK-2025-001202,ST011,C02051,Store,2025-02-06,Completed,586.80,0.00,586.80,48.41,635.21,Mobile Wallet
SO001203,YK-2025-001203,ST012,C03423,Store,2025-02-06,Completed,339.95,0.00,339.95,28.05,368.00,Gift Card
SO001204,YK-2025-001204,ST013,C01819,Store,2025-02-06,Completed,217.90,0.00,217.90,17.98,235.88,Debit Card
SO001205,YK-2025-001205,ST015,C05446,Store,2025-02-06,Cancelled,707.75,74.47,633.28,52.25,685.53,Debit Card
SO001206,YK-2025-001206,ST016,C03253,Store,2025-02-06,Completed,231.90,14.39,217.51,17.94,235.45,Credit Card
SO001207,YK-2025-001207,ST017,C05969,Store,2025-02-06,Completed,434.90,0.00,434.90,35.88,470.78,Mobile Wallet
SO001208,YK-2025-001208,ST018,C05689,Store,2025-02-06,Completed,123.90,0.00,123.90,10.22,134.12,Gift Card
SO001209,YK-2025-001209,ST900,C01484,Online,2025-02-06,Completed,216.90,26.79,190.11,15.68,205.79,Credit Card
SO001210,YK-2025-001210,ST900,C00520,Online,2025-02-06,Completed,671.80,176.76,495.04,40.84,535.88,Debit Card
SO001211,YK-2025-001211,ST900,C00376,Online,2025-02-06,Completed,470.80,58.88,411.92,33.98,445.90,Mobile Wallet
SO001212,YK-2025-001212,ST900,C00557,Online,2025-02-06,Cancelled,427.90,0.00,427.90,35.30,463.20,Credit Card
SO001213,YK-2025-001213,ST900,C02885,Online,2025-02-06,Completed,507.85,0.00,507.85,41.90,549.75,Credit Card
SO001214,YK-2025-001214,ST001,C04676,Store,2025-02-07,Completed,577.85,0.00,577.85,47.67,625.52,Credit Card
SO001215,YK-2025-001215,ST002,C03034,Store,2025-02-07,Completed,374.90,40.74,334.16,27.57,361.73,Yuktikara Rewards Card
SO001216,YK-2025-001216,ST003,C05824,Store,2025-02-07,Completed,277.85,70.38,207.47,17.12,224.59,Mobile Wallet
