BalanceID,StoreID,VariantID,ProductID,BalanceMonth,OpeningQty,ReceivedQty,SoldQty,ReturnedQty,AdjustedQty,ClosingQty,DaysOutOfStock,DaysBelowShelfMin
ST006-V00552-202607,ST006,V00552,P0026,2026-07-01,4,0,0,0,-1,3,0,0
ST006-V00552-202608,ST006,V00552,P0026,2026-08-01,3,1,0,0,0,4,0,0
ST006-V00553-202501,ST006,V00553,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00553-202502,ST006,V00553,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00553-202503,ST006,V00553,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00553-202504,ST006,V00553,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00553-202505,ST006,V00553,P0026,2025-05-01,2,0,0,0,0,2,0,0
ST006-V00553-202506,ST006,V00553,P0026,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00553-202507,ST006,V00553,P0026,2025-07-01,2,1,1,0,0,2,0,0
ST006-V00553-202508,ST006,V00553,P0026,2025-08-01,2,1,0,0,0,3,0,0
ST006-V00553-202509,ST006,V00553,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00553-202510,ST006,V00553,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00553-202511,ST006,V00553,P0026,2025-11-01,3,0,0,0,-2,1,0,0
ST006-V00553-202512,ST006,V00553,P0026,2025-12-01,1,1,0,0,0,2,0,0
ST006-V00553-202601,ST006,V00553,P0026,2026-01-01,2,2,0,0,0,4,0,0
ST006-V00553-202602,ST006,V00553,P0026,2026-02-01,4,0,0,0,0,4,0,0
ST006-V00553-202603,ST006,V00553,P0026,2026-03-01,4,0,0,0,0,4,0,0
ST006-V00553-202604,ST006,V00553,P0026,2026-04-01,4,0,1,0,0,3,0,0
ST006-V00553-202605,ST006,V00553,P0026,2026-05-01,3,1,0,0,-1,3,0,0
ST006-V00553-202606,ST006,V00553,P0026,2026-06-01,3,0,0,0,0,3,0,0
ST006-V00553-202607,ST006,V00553,P0026,2026-07-01,3,1,0,0,0,4,0,0
ST006-V00553-202608,ST006,V00553,P0026,2026-08-01,4,0,0,0,0,4,0,0
ST006-V00554-202501,ST006,V00554,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00554-202502,ST006,V00554,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00554-202503,ST006,V00554,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00554-202504,ST006,V00554,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00554-202505,ST006,V00554,P0026,2025-05-01,2,0,0,0,0,2,0,0
ST006-V00554-202506,ST006,V00554,P0026,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00554-202507,ST006,V00554,P0026,2025-07-01,2,0,0,0,0,2,0,0
ST006-V00554-202508,ST006,V00554,P0026,2025-08-01,2,0,0,0,0,2,0,0
ST006-V00554-202509,ST006,V00554,P0026,2025-09-01,2,0,0,0,0,2,0,0
ST006-V00554-202510,ST006,V00554,P0026,2025-10-01,2,0,0,0,0,2,0,0
ST006-V00554-202511,ST006,V00554,P0026,2025-11-01,2,0,0,0,0,2,0,0
ST006-V00554-202512,ST006,V00554,P0026,2025-12-01,2,0,1,0,-1,0,1,1
ST006-V00554-202601,ST006,V00554,P0026,2026-01-01,0,2,0,0,0,2,4,4
ST006-V00554-202602,ST006,V00554,P0026,2026-02-01,2,2,1,0,0,3,0,0
ST006-V00554-202603,ST006,V00554,P0026,2026-03-01,3,1,0,0,0,4,0,0
ST006-V00554-202604,ST006,V00554,P0026,2026-04-01,4,0,0,0,0,4,0,0
ST006-V00554-202605,ST006,V00554,P0026,2026-05-01,4,0,0,0,0,4,0,0
ST006-V00554-202606,ST006,V00554,P0026,2026-06-01,4,0,0,0,-1,3,0,0
ST006-V00554-202607,ST006,V00554,P0026,2026-07-01,3,0,0,0,0,3,0,0
ST006-V00554-202608,ST006,V00554,P0026,2026-08-01,3,1,0,0,0,4,0,0
ST006-V00555-202501,ST006,V00555,P0026,2025-01-01,2,1,1,0,0,2,0,0
ST006-V00555-202502,ST006,V00555,P0026,2025-02-01,2,1,1,0,0,2,0,0
ST006-V00555-202503,ST006,V00555,P0026,2025-03-01,2,1,0,0,0,3,0,0
ST006-V00555-202504,ST006,V00555,P0026,2025-04-01,3,0,0,0,0,3,0,0
ST006-V00555-202505,ST006,V00555,P0026,2025-05-01,3,0,0,0,0,3,0,0
ST006-V00555-202506,ST006,V00555,P0026,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00555-202507,ST006,V00555,P0026,2025-07-01,3,0,0,0,0,3,0,0
ST006-V00555-202508,ST006,V00555,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00555-202509,ST006,V00555,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00555-202510,ST006,V00555,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00555-202511,ST006,V00555,P0026,2025-11-01,3,0,0,0,0,3,0,0
ST006-V00555-202512,ST006,V00555,P0026,2025-12-01,3,1,2,0,0,2,0,0
ST006-V00555-202601,ST006,V00555,P0026,2026-01-01,2,2,0,0,-1,3,0,0
ST006-V00555-202602,ST006,V00555,P0026,2026-02-01,3,0,0,0,0,3,0,0
ST006-V00555-202603,ST006,V00555,P0026,2026-03-01,3,1,0,0,0,4,0,0
ST006-V00555-202604,ST006,V00555,P0026,2026-04-01,4,0,0,0,0,4,0,0
ST006-V00555-202605,ST006,V00555,P0026,2026-05-01,4,0,1,0,0,3,0,0
ST006-V00555-202606,ST006,V00555,P0026,2026-06-01,3,0,0,0,-1,2,0,0
ST006-V00555-202607,ST006,V00555,P0026,2026-07-01,2,1,0,0,0,3,0,0
ST006-V00555-202608,ST006,V00555,P0026,2026-08-01,3,1,0,0,0,4,0,0
ST006-V00556-202501,ST006,V00556,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00556-202502,ST006,V00556,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00556-202503,ST006,V00556,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00556-202504,ST006,V00556,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00556-202505,ST006,V00556,P0026,2025-05-01,2,0,0,1,0,3,0,0
ST006-V00556-202506,ST006,V00556,P0026,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00556-202507,ST006,V00556,P0026,2025-07-01,3,0,0,0,0,3,0,0
ST006-V00556-202508,ST006,V00556,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00556-202509,ST006,V00556,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00556-202510,ST006,V00556,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00556-202511,ST006,V00556,P0026,2025-11-01,3,0,1,0,0,2,0,0
ST006-V00556-202512,ST006,V00556,P0026,2025-12-01,2,0,0,0,0,2,0,0
ST006-V00556-202601,ST006,V00556,P0026,2026-01-01,2,0,0,0,0,2,0,0
ST006-V00556-202602,ST006,V00556,P0026,2026-02-01,2,0,0,0,0,2,0,0
ST006-V00556-202603,ST006,V00556,P0026,2026-03-01,2,0,0,0,0,2,0,0
ST006-V00556-202604,ST006,V00556,P0026,2026-04-01,2,0,0,0,0,2,0,0
ST006-V00556-202605,ST006,V00556,P0026,2026-05-01,2,0,0,0,0,2,0,0
ST006-V00556-202606,ST006,V00556,P0026,2026-06-01,2,0,0,0,0,2,0,0
ST006-V00556-202607,ST006,V00556,P0026,2026-07-01,2,0,0,0,0,2,0,0
ST006-V00556-202608,ST006,V00556,P0026,2026-08-01,2,0,0,0,0,2,0,0
ST006-V00557-202501,ST006,V00557,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00557-202502,ST006,V00557,P0026,2025-02-01,2,0,0,0,-1,1,0,0
ST006-V00557-202503,ST006,V00557,P0026,2025-03-01,1,2,0,0,0,3,0,0
ST006-V00557-202504,ST006,V00557,P0026,2025-04-01,3,0,0,0,0,3,0,0
ST006-V00557-202505,ST006,V00557,P0026,2025-05-01,3,0,0,0,0,3,0,0
ST006-V00557-202506,ST006,V00557,P0026,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00557-202507,ST006,V00557,P0026,2025-07-01,3,0,0,0,0,3,0,0
ST006-V00557-202508,ST006,V00557,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00557-202509,ST006,V00557,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00557-202510,ST006,V00557,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00557-202511,ST006,V00557,P0026,2025-11-01,3,0,0,0,0,3,0,0
ST006-V00557-202512,ST006,V00557,P0026,2025-12-01,3,0,0,0,0,3,0,0
ST006-V00557-202601,ST006,V00557,P0026,2026-01-01,3,0,0,0,0,3,0,0
ST006-V00557-202602,ST006,V00557,P0026,2026-02-01,3,0,0,0,0,3,0,0
ST006-V00557-202603,ST006,V00557,P0026,2026-03-01,3,0,0,0,0,3,0,0
ST006-V00557-202604,ST006,V00557,P0026,2026-04-01,3,0,3,0,0,0,1,1
ST006-V00557-202605,ST006,V00557,P0026,2026-05-01,0,2,0,0,0,2,10,10
ST006-V00557-202606,ST006,V00557,P0026,2026-06-01,2,2,0,0,-1,3,0,0
ST006-V00557-202607,ST006,V00557,P0026,2026-07-01,3,0,0,0,0,3,0,0
ST006-V00557-202608,ST006,V00557,P0026,2026-08-01,3,1,0,0,0,4,0,0
ST006-V00558-202501,ST006,V00558,P0026,2025-01-01,2,0,1,0,0,1,0,0
ST006-V00558-202502,ST006,V00558,P0026,2025-02-01,1,1,0,0,0,2,0,0
ST006-V00558-202503,ST006,V00558,P0026,2025-03-01,2,1,1,0,0,2,0,0
ST006-V00558-202504,ST006,V00558,P0026,2025-04-01,2,1,0,0,0,3,0,0
ST006-V00558-202505,ST006,V00558,P0026,2025-05-01,3,0,0,0,0,3,0,0
ST006-V00558-202506,ST006,V00558,P0026,2025-06-01,3,0,1,0,0,2,0,0
ST006-V00558-202507,ST006,V00558,P0026,2025-07-01,2,1,0,0,0,3,0,0
ST006-V00558-202508,ST006,V00558,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00558-202509,ST006,V00558,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00558-202510,ST006,V00558,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00558-202511,ST006,V00558,P0026,2025-11-01,3,0,0,0,0,3,0,0
ST006-V00558-202512,ST006,V00558,P0026,2025-12-01,3,0,0,0,0,3,0,0
ST006-V00558-202601,ST006,V00558,P0026,2026-01-01,3,0,0,0,0,3,0,0
ST006-V00558-202602,ST006,V00558,P0026,2026-02-01,3,0,0,0,0,3,0,0
ST006-V00558-202603,ST006,V00558,P0026,2026-03-01,3,0,0,0,0,3,0,0
ST006-V00558-202604,ST006,V00558,P0026,2026-04-01,3,0,0,0,0,3,0,0
ST006-V00558-202605,ST006,V00558,P0026,2026-05-01,3,0,0,0,0,3,0,0
ST006-V00558-202606,ST006,V00558,P0026,2026-06-01,3,0,0,0,0,3,0,0
ST006-V00558-202607,ST006,V00558,P0026,2026-07-01,3,0,0,0,0,3,0,0
ST006-V00558-202608,ST006,V00558,P0026,2026-08-01,3,0,0,0,0,3,0,0
ST006-V00559-202501,ST006,V00559,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00559-202502,ST006,V00559,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00559-202503,ST006,V00559,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00559-202504,ST006,V00559,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00559-202505,ST006,V00559,P0026,2025-05-01,2,0,0,0,0,2,0,0
ST006-V00559-202506,ST006,V00559,P0026,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00559-202507,ST006,V00559,P0026,2025-07-01,2,0,0,0,0,2,0,0
ST006-V00559-202508,ST006,V00559,P0026,2025-08-01,2,0,0,0,0,2,0,0
ST006-V00559-202509,ST006,V00559,P0026,2025-09-01,2,0,0,0,0,2,0,0
ST006-V00559-202510,ST006,V00559,P0026,2025-10-01,2,0,0,0,0,2,0,0
ST006-V00559-202511,ST006,V00559,P0026,2025-11-01,2,0,0,0,0,2,0,0
ST006-V00559-202512,ST006,V00559,P0026,2025-12-01,2,0,0,0,0,2,0,0
ST006-V00559-202601,ST006,V00559,P0026,2026-01-01,2,0,0,0,0,2,0,0
ST006-V00559-202602,ST006,V00559,P0026,2026-02-01,2,0,0,0,0,2,0,0
ST006-V00559-202603,ST006,V00559,P0026,2026-03-01,2,0,0,0,0,2,0,0
ST006-V00559-202604,ST006,V00559,P0026,2026-04-01,2,0,0,0,0,2,0,0
ST006-V00559-202605,ST006,V00559,P0026,2026-05-01,2,0,0,0,0,2,0,0
ST006-V00559-202606,ST006,V00559,P0026,2026-06-01,2,0,0,0,0,2,0,0
ST006-V00559-202607,ST006,V00559,P0026,2026-07-01,2,0,0,0,0,2,0,0
ST006-V00559-202608,ST006,V00559,P0026,2026-08-01,2,0,0,0,0,2,0,0
ST006-V00560-202501,ST006,V00560,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00560-202502,ST006,V00560,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00560-202503,ST006,V00560,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00560-202504,ST006,V00560,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00560-202505,ST006,V00560,P0026,2025-05-01,2,0,0,0,0,2,0,0
ST006-V00560-202506,ST006,V00560,P0026,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00560-202507,ST006,V00560,P0026,2025-07-01,2,0,0,0,0,2,0,0
ST006-V00560-202508,ST006,V00560,P0026,2025-08-01,2,0,0,0,0,2,0,0
ST006-V00560-202509,ST006,V00560,P0026,2025-09-01,2,0,0,0,0,2,0,0
ST006-V00560-202510,ST006,V00560,P0026,2025-10-01,2,0,0,0,0,2,0,0
ST006-V00560-202511,ST006,V00560,P0026,2025-11-01,2,0,0,0,0,2,0,0
ST006-V00560-202512,ST006,V00560,P0026,2025-12-01,2,0,0,0,0,2,0,0
ST006-V00560-202601,ST006,V00560,P0026,2026-01-01,2,0,1,0,0,1,0,0
ST006-V00560-202602,ST006,V00560,P0026,2026-02-01,1,1,0,0,0,2,0,0
ST006-V00560-202603,ST006,V00560,P0026,2026-03-01,2,1,0,0,0,3,0,0
ST006-V00560-202604,ST006,V00560,P0026,2026-04-01,3,0,0,0,-1,2,0,0
ST006-V00560-202605,ST006,V00560,P0026,2026-05-01,2,0,0,0,0,2,0,0
ST006-V00560-202606,ST006,V00560,P0026,2026-06-01,2,1,0,0,0,3,0,0
ST006-V00560-202607,ST006,V00560,P0026,2026-07-01,3,0,0,0,0,3,0,0
ST006-V00560-202608,ST006,V00560,P0026,2026-08-01,3,0,0,0,0,3,0,0
ST006-V00561-202501,ST006,V00561,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00561-202502,ST006,V00561,P0026,2025-02-01,2,0,1,0,0,1,0,0
ST006-V00561-202503,ST006,V00561,P0026,2025-03-01,1,2,0,0,0,3,0,0
ST006-V00561-202504,ST006,V00561,P0026,2025-04-01,3,0,0,0,0,3,0,0
ST006-V00561-202505,ST006,V00561,P0026,2025-05-01,3,0,0,0,0,3,0,0
ST006-V00561-202506,ST006,V00561,P0026,2025-06-01,3,0,1,0,0,2,0,0
ST006-V00561-202507,ST006,V00561,P0026,2025-07-01,2,1,0,0,0,3,0,0
ST006-V00561-202508,ST006,V00561,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00561-202509,ST006,V00561,P0026,2025-09-01,3,0,0,0,-1,2,0,0
ST006-V00561-202510,ST006,V00561,P0026,2025-10-01,2,0,0,0,0,2,0,0
ST006-V00561-202511,ST006,V00561,P0026,2025-11-01,2,1,2,1,0,2,0,0
ST006-V00561-202512,ST006,V00561,P0026,2025-12-01,2,1,1,0,0,2,0,0
ST006-V00561-202601,ST006,V00561,P0026,2026-01-01,2,1,0,0,0,3,0,0
ST006-V00561-202602,ST006,V00561,P0026,2026-02-01,3,0,1,0,0,2,0,0
ST006-V00561-202603,ST006,V00561,P0026,2026-03-01,2,1,0,0,0,3,0,0
ST006-V00561-202604,ST006,V00561,P0026,2026-04-01,3,0,0,0,0,3,0,0
ST006-V00561-202605,ST006,V00561,P0026,2026-05-01,3,0,0,0,0,3,0,0
ST006-V00561-202606,ST006,V00561,P0026,2026-06-01,3,0,0,0,-2,1,0,0
ST006-V00561-202607,ST006,V00561,P0026,2026-07-01,1,1,0,0,0,2,0,0
ST006-V00561-202608,ST006,V00561,P0026,2026-08-01,2,2,0,0,0,4,0,0
ST006-V00562-202501,ST006,V00562,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00562-202502,ST006,V00562,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00562-202503,ST006,V00562,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00562-202504,ST006,V00562,P0026,2025-04-01,2,1,1,0,0,2,0,0
ST006-V00562-202505,ST006,V00562,P0026,2025-05-01,2,1,0,0,0,3,0,0
ST006-V00562-202506,ST006,V00562,P0026,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00562-202507,ST006,V00562,P0026,2025-07-01,3,0,0,0,0,3,0,0
ST006-V00562-202508,ST006,V00562,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00562-202509,ST006,V00562,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00562-202510,ST006,V00562,P0026,2025-10-01,3,0,0,0,-2,1,0,0
ST006-V00562-202511,ST006,V00562,P0026,2025-11-01,1,1,0,0,0,2,0,0
ST006-V00562-202512,ST006,V00562,P0026,2025-12-01,2,2,0,0,0,4,0,0
ST006-V00562-202601,ST006,V00562,P0026,2026-01-01,4,0,0,0,0,4,0,0
ST006-V00562-202602,ST006,V00562,P0026,2026-02-01,4,0,0,0,0,4,0,0
ST006-V00562-202603,ST006,V00562,P0026,2026-03-01,4,0,0,0,0,4,0,0
ST006-V00562-202604,ST006,V00562,P0026,2026-04-01,4,0,0,0,0,4,0,0
ST006-V00562-202605,ST006,V00562,P0026,2026-05-01,4,0,0,0,0,4,0,0
ST006-V00562-202606,ST006,V00562,P0026,2026-06-01,4,0,1,0,-2,1,0,0
ST006-V00562-202607,ST006,V00562,P0026,2026-07-01,1,1,0,0,0,2,0,0
ST006-V00562-202608,ST006,V00562,P0026,2026-08-01,2,2,0,0,0,4,0,0
ST006-V00563-202501,ST006,V00563,P0026,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00563-202502,ST006,V00563,P0026,2025-02-01,2,0,0,0,0,2,0,0
ST006-V00563-202503,ST006,V00563,P0026,2025-03-01,2,0,0,0,0,2,0,0
ST006-V00563-202504,ST006,V00563,P0026,2025-04-01,2,0,0,0,0,2,0,0
ST006-V00563-202505,ST006,V00563,P0026,2025-05-01,2,0,0,0,0,2,0,0
ST006-V00563-202506,ST006,V00563,P0026,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00563-202507,ST006,V00563,P0026,2025-07-01,2,0,0,0,0,2,0,0
ST006-V00563-202508,ST006,V00563,P0026,2025-08-01,2,0,0,0,0,2,0,0
ST006-V00563-202509,ST006,V00563,P0026,2025-09-01,2,0,0,0,0,2,0,0
ST006-V00563-202510,ST006,V00563,P0026,2025-10-01,2,0,0,0,0,2,0,0
ST006-V00563-202511,ST006,V00563,P0026,2025-11-01,2,0,1,0,0,1,0,0
ST006-V00563-202512,ST006,V00563,P0026,2025-12-01,1,1,0,0,0,2,0,0
ST006-V00563-202601,ST006,V00563,P0026,2026-01-01,2,1,0,0,0,3,0,0
ST006-V00563-202602,ST006,V00563,P0026,2026-02-01,3,0,0,0,0,3,0,0
ST006-V00563-202603,ST006,V00563,P0026,2026-03-01,3,0,0,0,0,3,0,0
ST006-V00563-202604,ST006,V00563,P0026,2026-04-01,3,0,0,0,0,3,0,0
ST006-V00563-202605,ST006,V00563,P0026,2026-05-01,3,0,0,0,0,3,0,0
ST006-V00563-202606,ST006,V00563,P0026,2026-06-01,3,0,0,0,0,3,0,0
ST006-V00563-202607,ST006,V00563,P0026,2026-07-01,3,0,0,0,0,3,0,0
ST006-V00563-202608,ST006,V00563,P0026,2026-08-01,3,0,0,0,0,3,0,0
ST006-V00564-202501,ST006,V00564,P0026,2025-01-01,2,1,1,0,0,2,0,0
ST006-V00564-202502,ST006,V00564,P0026,2025-02-01,2,1,0,0,0,3,0,0
ST006-V00564-202503,ST006,V00564,P0026,2025-03-01,3,0,0,0,0,3,0,0
ST006-V00564-202504,ST006,V00564,P0026,2025-04-01,3,0,0,0,0,3,0,0
ST006-V00564-202505,ST006,V00564,P0026,2025-05-01,3,0,0,0,0,3,0,0
ST006-V00564-202506,ST006,V00564,P0026,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00564-202507,ST006,V00564,P0026,2025-07-01,3,0,0,0,0,3,0,0
ST006-V00564-202508,ST006,V00564,P0026,2025-08-01,3,0,0,0,0,3,0,0
ST006-V00564-202509,ST006,V00564,P0026,2025-09-01,3,0,0,0,0,3,0,0
ST006-V00564-202510,ST006,V00564,P0026,2025-10-01,3,0,0,0,0,3,0,0
ST006-V00564-202511,ST006,V00564,P0026,2025-11-01,3,0,0,0,0,3,0,0
ST006-V00564-202512,ST006,V00564,P0026,2025-12-01,3,0,0,0,-2,1,0,0
ST006-V00564-202601,ST006,V00564,P0026,2026-01-01,1,1,0,0,0,2,0,0
ST006-V00564-202602,ST006,V00564,P0026,2026-02-01,2,2,0,0,0,4,0,0
ST006-V00564-202603,ST006,V00564,P0026,2026-03-01,4,0,0,0,-1,3,0,0
ST006-V00564-202604,ST006,V00564,P0026,2026-04-01,3,0,0,0,-1,2,0,0
ST006-V00564-202605,ST006,V00564,P0026,2026-05-01,2,1,0,0,0,3,0,0
ST006-V00564-202606,ST006,V00564,P0026,2026-06-01,3,1,0,0,0,4,0,0
ST006-V00564-202607,ST006,V00564,P0026,2026-07-01,4,0,0,0,0,4,0,0
ST006-V00564-202608,ST006,V00564,P0026,2026-08-01,4,0,0,0,0,4,0,0
ST006-V00566-202501,ST006,V00566,P0027,2025-01-01,2,0,0,0,-1,1,0,0
ST006-V00566-202502,ST006,V00566,P0027,2025-02-01,1,1,0,0,0,2,0,0
ST006-V00566-202503,ST006,V00566,P0027,2025-03-01,2,1,0,0,0,3,0,0
ST006-V00566-202504,ST006,V00566,P0027,2025-04-01,3,0,1,0,0,2,0,0
ST006-V00566-202505,ST006,V00566,P0027,2025-05-01,2,1,0,0,0,3,0,0
ST006-V00566-202506,ST006,V00566,P0027,2025-06-01,3,0,0,0,0,3,0,0
ST006-V00566-202507,ST006,V00566,P0027,2025-07-01,3,0,0,0,-1,2,0,0
ST006-V00566-202508,ST006,V00566,P0027,2025-08-01,2,1,1,0,0,2,0,0
ST006-V00566-202509,ST006,V00566,P0027,2025-09-01,2,2,0,0,0,4,0,0
ST006-V00566-202510,ST006,V00566,P0027,2025-10-01,4,0,0,0,0,4,0,0
ST006-V00566-202511,ST006,V00566,P0027,2025-11-01,4,0,0,0,0,4,0,0
ST006-V00566-202512,ST006,V00566,P0027,2025-12-01,4,0,0,0,0,4,0,0
ST006-V00566-202601,ST006,V00566,P0027,2026-01-01,4,0,1,0,0,3,0,0
ST006-V00566-202602,ST006,V00566,P0027,2026-02-01,3,1,0,0,0,4,0,0
ST006-V00566-202603,ST006,V00566,P0027,2026-03-01,4,0,0,0,0,4,0,0
ST006-V00566-202604,ST006,V00566,P0027,2026-04-01,4,0,0,0,0,4,0,0
ST006-V00566-202605,ST006,V00566,P0027,2026-05-01,4,0,1,0,0,3,0,0
ST006-V00566-202606,ST006,V00566,P0027,2026-06-01,3,1,0,0,0,4,0,0
ST006-V00566-202607,ST006,V00566,P0027,2026-07-01,4,0,0,0,0,4,0,0
ST006-V00566-202608,ST006,V00566,P0027,2026-08-01,4,0,0,0,0,4,0,0
ST006-V00567-202501,ST006,V00567,P0027,2025-01-01,2,0,0,0,0,2,0,0
ST006-V00567-202502,ST006,V00567,P0027,2025-02-01,2,1,1,0,0,2,0,0
ST006-V00567-202503,ST006,V00567,P0027,2025-03-01,2,1,0,0,0,3,0,0
ST006-V00567-202504,ST006,V00567,P0027,2025-04-01,3,0,0,0,0,3,0,0
ST006-V00567-202505,ST006,V00567,P0027,2025-05-01,3,0,1,0,0,2,0,0
ST006-V00567-202506,ST006,V00567,P0027,2025-06-01,2,0,0,0,0,2,0,0
ST006-V00567-202507,ST006,V00567,P0027,2025-07-01,2,1,0,1,0,4,0,0
ST006-V00567-202508,ST006,V00567,P0027,2025-08-01,4,0,0,0,0,4,0,0
ST006-V00567-202509,ST006,V00567,P0027,2025-09-01,4,0,0,0,0,4,0,0
ST006-V00567-202510,ST006,V00567,P0027,2025-10-01,4,0,2,0,0,2,0,0
ST006-V00567-202511,ST006,V00567,P0027,2025-11-01,2,0,0,0,0,2,0,0
ST006-V00567-202512,ST006,V00567,P0027,2025-12-01,2,1,0,0,0,3,0,0
ST006-V00567-202601,ST006,V00567,P0027,2026-01-01,3,0,0,0,0,3,0,0
ST006-V00567-202602,ST006,V00567,P0027,2026-02-01,3,0,2,0,0,1,0,0
ST006-V00567-202603,ST006,V00567,P0027,2026-03-01,1,1,0,0,0,2,0,0
ST006-V00567-202604,ST006,V00567,P0027,2026-04-01,2,2,0,0,0,4,0,0
ST006-V00567-202605,ST006,V00567,P0027,2026-05-01,4,0,0,0,0,4,0,0
ST006-V00567-202606,ST006,V00567,P0027,2026-06-01,4,0,0,0,0,4,0,0
ST006-V00567-202607,ST006,V00567,P0027,2026-07-01,4,0,0,0,-2,2,0,0
ST006-V00567-202608,ST006,V00567,P0027,2026-08-01,2,0,0,0,0,2,0,0
ST006-V00568-202501,ST006,V00568,P0027,2025-01-01,3,0,0,0,0,3,0,0
ST006-V00568-202502,ST006,V00568,P0027,2025-02-01,3,0,0,0,0,3,0,0
ST006-V00568-202503,ST006,V00568,P0027,2025-03-01,3,1,1,0,0,3,0,0
ST006-V00568-202504,ST006,V00568,P0027,2025-04-01,3,2,2,0,0,3,0,0
ST006-V00568-202505,ST006,V00568,P0027,2025-05-01,3,5,2,0,0,6,0,0
ST006-V00568-202506,ST006,V00568,P0027,2025-06-01,6,2,0,0,0,8,0,0
ST006-V00568-202507,ST006,V00568,P0027,2025-07-01,8,0,0,0,0,8,0,0
ST006-V00568-202508,ST006,V00568,P0027,2025-08-01,8,0,1,0,0,7,0,0
ST006-V00568-202509,ST006,V00568,P0027,2025-09-01,7,0,0,0,0,7,0,0
ST006-V00568-202510,ST006,V00568,P0027,2025-10-01,7,0,1,0,0,6,0,0
ST006-V00568-202511,ST006,V00568,P0027,2025-11-01,6,0,0,0,0,6,0,0
ST006-V00568-202512,ST006,V00568,P0027,2025-12-01,6,2,1,0,0,7,0,0
ST006-V00568-202601,ST006,V00568,P0027,2026-01-01,7,0,1,0,0,6,0,0
ST006-V00568-202602,ST006,V00568,P0027,2026-02-01,6,0,0,0,0,6,0,0
ST006-V00568-202603,ST006,V00568,P0027,2026-03-01,6,2,1,0,0,7,0,0
ST006-V00568-202604,ST006,V00568,P0027,2026-04-01,7,0,1,0,0,6,0,0
ST006-V00568-202605,ST006,V00568,P0027,2026-05-01,6,2,1,1,0,8,0,0
ST006-V00568-202606,ST006,V00568,P0027,2026-06-01,8,0,3,0,0,5,0,0
ST006-V00568-202607,ST006,V00568,P0027,2026-07-01,5,0,2,0,0,3,0,0
