InventoryID,StoreID,VariantID,ProductID,SnapshotDate,FloorQty,BackroomQty,OnHandQty,FloorMinQty,ReorderPoint
ST003-V00292,ST003,V00292,P0013,2026-08-31,5,7,12,2,6
ST003-V00293,ST003,V00293,P0013,2026-08-31,8,3,11,3,9
ST003-V00294,ST003,V00294,P0013,2026-08-31,9,4,13,3,9
ST003-V00296,ST003,V00296,P0013,2026-08-31,10,11,21,4,12
ST003-V00297,ST003,V00297,P0013,2026-08-31,9,5,14,3,9
ST003-V00298,ST003,V00298,P0013,2026-08-31,22,8,30,6,18
ST003-V00299,ST003,V00299,P0013,2026-08-31,7,7,14,4,12
ST003-V00303,ST003,V00303,P0013,2026-08-31,14,20,34,6,18
ST003-V00305,ST003,V00305,P0013,2026-08-31,3,2,5,3,9
ST003-V00309,ST003,V00309,P0013,2026-08-31,7,10,17,6,18
ST003-V00310,ST003,V00310,P0013,2026-08-31,4,1,5,2,6
ST003-V00313,ST003,V00313,P0014,2026-08-31,6,3,9,2,6
ST003-V00315,ST003,V00315,P0014,2026-08-31,9,11,20,3,9
ST003-V00316,ST003,V00316,P0014,2026-08-31,8,4,12,4,12
ST003-V00317,ST003,V00317,P0014,2026-08-31,6,5,11,3,9
ST003-V00318,ST003,V00318,P0014,2026-08-31,3,9,12,3,9
ST003-V00319,ST003,V00319,P0014,2026-08-31,5,12,17,4,12
ST003-V00322,ST003,V00322,P0014,2026-08-31,8,4,12,3,9
ST003-V00323,ST003,V00323,P0014,2026-08-31,8,11,19,4,12
ST003-V00326,ST003,V00326,P0014,2026-08-31,5,1,6,4,12
ST003-V00327,ST003,V00327,P0014,2026-08-31,7,2,9,3,9
ST003-V00328,ST003,V00328,P0014,2026-08-31,3,0,3,2,6
ST003-V00330,ST003,V00330,P0014,2026-08-31,2,3,5,2,6
ST003-V00332,ST003,V00332,P0014,2026-08-31,4,4,8,2,6
ST003-V00333,ST003,V00333,P0014,2026-08-31,4,0,4,6,18
ST003-V00334,ST003,V00334,P0014,2026-08-31,8,3,11,3,9
ST003-V00335,ST003,V00335,P0014,2026-08-31,14,3,17,6,18
ST003-V00336,ST003,V00336,P0014,2026-08-31,11,9,20,6,18
ST003-V00337,ST003,V00337,P0015,2026-08-31,7,13,20,4,12
ST003-V00339,ST003,V00339,P0015,2026-08-31,6,3,9,3,9
ST003-V00340,ST003,V00340,P0015,2026-08-31,6,3,9,2,6
ST003-V00341,ST003,V00341,P0015,2026-08-31,11,8,19,3,9
ST003-V00344,ST003,V00344,P0015,2026-08-31,6,8,14,3,9
ST003-V00346,ST003,V00346,P0015,2026-08-31,4,14,18,4,12
ST003-V00347,ST003,V00347,P0015,2026-08-31,3,2,5,3,9
ST003-V00349,ST003,V00349,P0015,2026-08-31,19,7,26,6,18
ST003-V00350,ST003,V00350,P0015,2026-08-31,6,5,11,3,9
ST003-V00351,ST003,V00351,P0015,2026-08-31,8,1,9,4,12
ST003-V00355,ST003,V00355,P0015,2026-08-31,9,0,9,6,18
ST003-V00358,ST003,V00358,P0015,2026-08-31,11,0,11,3,9
ST003-V00361,ST003,V00361,P0016,2026-08-31,0,21,21,6,18
ST003-V00362,ST003,V00362,P0016,2026-08-31,9,13,22,4,12
ST003-V00363,ST003,V00363,P0016,2026-08-31,12,7,19,3,9
ST003-V00364,ST003,V00364,P0016,2026-08-31,10,6,16,3,9
ST003-V00365,ST003,V00365,P0016,2026-08-31,5,3,8,2,6
ST003-V00366,ST003,V00366,P0016,2026-08-31,0,5,5,2,6
ST003-V00367,ST003,V00367,P0016,2026-08-31,6,3,9,2,6
ST003-V00373,ST003,V00373,P0016,2026-08-31,9,3,12,4,12
ST003-V00374,ST003,V00374,P0016,2026-08-31,6,6,12,3,9
ST003-V00375,ST003,V00375,P0016,2026-08-31,7,3,10,3,9
ST003-V00377,ST003,V00377,P0016,2026-08-31,6,3,9,2,6
ST003-V00378,ST003,V00378,P0016,2026-08-31,8,6,14,4,12
ST003-V00380,ST003,V00380,P0016,2026-08-31,7,5,12,3,9
ST003-V00381,ST003,V00381,P0016,2026-08-31,2,4,6,2,6
ST003-V00382,ST003,V00382,P0016,2026-08-31,3,2,5,2,6
ST003-V00385,ST003,V00385,P0017,2026-08-31,5,6,11,4,12
ST003-V00386,ST003,V00386,P0017,2026-08-31,5,6,11,3,9
ST003-V00387,ST003,V00387,P0017,2026-08-31,9,9,18,4,12
ST003-V00388,ST003,V00388,P0017,2026-08-31,4,0,4,2,6
ST003-V00389,ST003,V00389,P0017,2026-08-31,5,3,8,2,6
ST003-V00391,ST003,V00391,P0017,2026-08-31,1,7,8,2,6
ST003-V00392,ST003,V00392,P0017,2026-08-31,4,1,5,2,6
ST003-V00395,ST003,V00395,P0017,2026-08-31,11,0,11,3,9
ST003-V00396,ST003,V00396,P0017,2026-08-31,6,7,13,2,6
ST003-V00398,ST003,V00398,P0017,2026-08-31,3,2,5,2,6
ST003-V00403,ST003,V00403,P0018,2026-08-31,2,0,2,2,6
ST003-V00404,ST003,V00404,P0018,2026-08-31,12,7,19,4,12
ST003-V00407,ST003,V00407,P0018,2026-08-31,9,3,12,4,12
ST003-V00408,ST003,V00408,P0018,2026-08-31,5,2,7,2,6
ST003-V00409,ST003,V00409,P0018,2026-08-31,1,23,24,6,18
ST003-V00410,ST003,V00410,P0018,2026-08-31,2,8,10,4,12
ST003-V00413,ST003,V00413,P0018,2026-08-31,4,3,7,2,6
ST003-V00416,ST003,V00416,P0018,2026-08-31,5,5,10,3,9
ST003-V00419,ST003,V00419,P0018,2026-08-31,3,4,7,2,6
ST003-V00422,ST003,V00422,P0019,2026-08-31,5,12,17,4,12
ST003-V00424,ST003,V00424,P0019,2026-08-31,22,0,22,6,18
ST003-V00426,ST003,V00426,P0019,2026-08-31,7,0,7,3,9
ST003-V00429,ST003,V00429,P0019,2026-08-31,4,8,12,3,9
ST003-V00431,ST003,V00431,P0019,2026-08-31,2,8,10,2,6
ST003-V00432,ST003,V00432,P0019,2026-08-31,2,3,5,2,6
ST003-V00434,ST003,V00434,P0019,2026-08-31,6,2,8,2,6
ST003-V00436,ST003,V00436,P0019,2026-08-31,2,3,5,2,6
ST003-V00437,ST003,V00437,P0019,2026-08-31,0,4,4,3,9
ST003-V00438,ST003,V00438,P0019,2026-08-31,8,1,9,2,6
ST003-V00441,ST003,V00441,P0020,2026-08-31,4,4,8,2,6
ST003-V00442,ST003,V00442,P0020,2026-08-31,4,1,5,2,6
ST003-V00445,ST003,V00445,P0020,2026-08-31,12,14,26,4,12
ST003-V00446,ST003,V00446,P0020,2026-08-31,5,0,5,4,12
ST003-V00449,ST003,V00449,P0020,2026-08-31,4,4,8,3,9
ST003-V00450,ST003,V00450,P0020,2026-08-31,13,2,15,4,12
ST003-V00451,ST003,V00451,P0020,2026-08-31,9,4,13,3,9
ST003-V00453,ST003,V00453,P0020,2026-08-31,6,6,12,2,6
ST003-V00456,ST003,V00456,P0020,2026-08-31,11,10,21,4,12
ST003-V00458,ST003,V00458,P0021,2026-08-31,8,8,16,6,18
ST003-V00459,ST003,V00459,P0021,2026-08-31,10,3,13,3,9
ST003-V00460,ST003,V00460,P0021,2026-08-31,4,5,9,3,9
ST003-V00464,ST003,V00464,P0021,2026-08-31,6,3,9,2,6
ST003-V00465,ST003,V00465,P0021,2026-08-31,3,3,6,2,6
ST003-V00469,ST003,V00469,P0021,2026-08-31,4,3,7,2,6
ST003-V00470,ST003,V00470,P0021,2026-08-31,4,9,13,4,12
ST003-V00471,ST003,V00471,P0021,2026-08-31,4,0,4,2,6
ST003-V00472,ST003,V00472,P0021,2026-08-31,6,2,8,3,9
ST003-V00473,ST003,V00473,P0021,2026-08-31,9,3,12,3,9
ST003-V00475,ST003,V00475,P0022,2026-08-31,4,0,4,2,6
ST003-V00476,ST003,V00476,P0022,2026-08-31,5,2,7,3,9
ST003-V00477,ST003,V00477,P0022,2026-08-31,6,5,11,3,9
ST003-V00480,ST003,V00480,P0022,2026-08-31,2,3,5,2,6
ST003-V00483,ST003,V00483,P0022,2026-08-31,5,2,7,2,6
ST003-V00486,ST003,V00486,P0022,2026-08-31,7,5,12,3,9
ST003-V00488,ST003,V00488,P0022,2026-08-31,2,6,8,3,9
ST003-V00492,ST003,V00492,P0022,2026-08-31,11,2,13,3,9
ST003-V00495,ST003,V00495,P0023,2026-08-31,18,6,24,6,18
ST003-V00496,ST003,V00496,P0023,2026-08-31,8,2,10,3,9
ST003-V00497,ST003,V00497,P0023,2026-08-31,5,0,5,3,9
ST003-V00498,ST003,V00498,P0023,2026-08-31,2,2,4,2,6
ST003-V00499,ST003,V00499,P0023,2026-08-31,6,5,11,3,9
ST003-V00501,ST003,V00501,P0023,2026-08-31,8,11,19,4,12
ST003-V00503,ST003,V00503,P0023,2026-08-31,5,2,7,3,9
ST003-V00504,ST003,V00504,P0023,2026-08-31,1,1,2,3,9
ST003-V00506,ST003,V00506,P0023,2026-08-31,7,6,13,3,9
ST003-V00507,ST003,V00507,P0023,2026-08-31,6,3,9,3,9
ST003-V00508,ST003,V00508,P0023,2026-08-31,3,3,6,2,6
ST003-V00509,ST003,V00509,P0023,2026-08-31,7,13,20,4,12
ST003-V00513,ST003,V00513,P0024,2026-08-31,3,3,6,2,6
ST003-V00515,ST003,V00515,P0024,2026-08-31,7,2,9,4,12
ST003-V00518,ST003,V00518,P0024,2026-08-31,12,10,22,6,18
ST003-V00520,ST003,V00520,P0024,2026-08-31,11,3,14,3,9
ST003-V00522,ST003,V00522,P0024,2026-08-31,3,6,9,2,6
ST003-V00523,ST003,V00523,P0024,2026-08-31,4,3,7,2,6
ST003-V00524,ST003,V00524,P0024,2026-08-31,3,0,3,2,6
ST003-V00525,ST003,V00525,P0024,2026-08-31,5,2,7,3,9
ST003-V00526,ST003,V00526,P0024,2026-08-31,28,9,37,6,18
ST003-V00527,ST003,V00527,P0024,2026-08-31,4,2,6,2,6
ST003-V00530,ST003,V00530,P0025,2026-08-31,12,15,27,6,18
ST003-V00532,ST003,V00532,P0025,2026-08-31,4,3,7,2,6
ST003-V00533,ST003,V00533,P0025,2026-08-31,12,5,17,4,12
ST003-V00534,ST003,V00534,P0025,2026-08-31,10,7,17,6,18
ST003-V00535,ST003,V00535,P0025,2026-08-31,7,5,12,4,12
ST003-V00541,ST003,V00541,P0025,2026-08-31,8,11,19,3,9
ST003-V00542,ST003,V00542,P0025,2026-08-31,2,6,8,2,6
ST003-V00543,ST003,V00543,P0025,2026-08-31,2,0,2,2,6
ST003-V00544,ST003,V00544,P0025,2026-08-31,4,2,6,2,6
ST003-V00547,ST003,V00547,P0026,2026-08-31,10,6,16,3,9
ST003-V00548,ST003,V00548,P0026,2026-08-31,4,5,9,2,6
ST003-V00549,ST003,V00549,P0026,2026-08-31,3,4,7,2,6
ST003-V00552,ST003,V00552,P0026,2026-08-31,12,15,27,4,12
ST003-V00553,ST003,V00553,P0026,2026-08-31,15,5,20,4,12
ST003-V00555,ST003,V00555,P0026,2026-08-31,5,7,12,4,12
ST003-V00557,ST003,V00557,P0026,2026-08-31,8,8,16,4,12
ST003-V00558,ST003,V00558,P0026,2026-08-31,3,4,7,2,6
ST003-V00559,ST003,V00559,P0026,2026-08-31,5,6,11,2,6
ST003-V00561,ST003,V00561,P0026,2026-08-31,10,6,16,4,12
ST003-V00562,ST003,V00562,P0026,2026-08-31,7,4,11,2,6
ST003-V00563,ST003,V00563,P0026,2026-08-31,9,2,11,3,9
ST003-V00565,ST003,V00565,P0027,2026-08-31,5,1,6,3,9
ST003-V00567,ST003,V00567,P0027,2026-08-31,3,3,6,2,6
ST003-V00568,ST003,V00568,P0027,2026-08-31,10,6,16,3,9
ST003-V00570,ST003,V00570,P0027,2026-08-31,8,17,25,6,18
ST003-V00572,ST003,V00572,P0027,2026-08-31,3,4,7,3,9
ST003-V00573,ST003,V00573,P0027,2026-08-31,4,2,6,2,6
ST003-V00575,ST003,V00575,P0027,2026-08-31,15,0,15,6,18
ST003-V00581,ST003,V00581,P0027,2026-08-31,1,5,6,2,6
ST003-V00582,ST003,V00582,P0027,2026-08-31,2,1,3,3,9
ST003-V00583,ST003,V00583,P0028,2026-08-31,6,7,13,3,9
ST003-V00585,ST003,V00585,P0028,2026-08-31,1,4,5,3,9
ST003-V00587,ST003,V00587,P0028,2026-08-31,1,3,4,4,12
ST003-V00589,ST003,V00589,P0028,2026-08-31,4,10,14,2,6
ST003-V00590,ST003,V00590,P0028,2026-08-31,15,14,29,6,18
ST003-V00592,ST003,V00592,P0028,2026-08-31,5,0,5,2,6
ST003-V00593,ST003,V00593,P0028,2026-08-31,5,1,6,4,12
ST003-V00595,ST003,V00595,P0028,2026-08-31,3,7,10,2,6
ST003-V00598,ST003,V00598,P0028,2026-08-31,13,7,20,6,18
ST003-V00600,ST003,V00600,P0028,2026-08-31,4,0,4,2,6
ST003-V00603,ST003,V00603,P0029,2026-08-31,6,15,21,6,18
ST003-V00606,ST003,V00606,P0029,2026-08-31,6,4,10,2,6
ST003-V00607,ST003,V00607,P0029,2026-08-31,6,12,18,3,9
ST003-V00610,ST003,V00610,P0029,2026-08-31,8,1,9,4,12
ST003-V00611,ST003,V00611,P0029,2026-08-31,2,0,2,2,6
ST003-V00612,ST003,V00612,P0029,2026-08-31,3,0,3,2,6
ST003-V00621,ST003,V00621,P0030,2026-08-31,4,5,9,2,6
ST003-V00625,ST003,V00625,P0030,2026-08-31,2,2,4,2,6
ST003-V00626,ST003,V00626,P0030,2026-08-31,3,6,9,3,9
ST003-V00629,ST003,V00629,P0030,2026-08-31,4,4,8,2,6
ST003-V00632,ST003,V00632,P0030,2026-08-31,2,2,4,3,9
ST003-V00634,ST003,V00634,P0030,2026-08-31,8,4,12,2,6
ST003-V00635,ST003,V00635,P0030,2026-08-31,9,4,13,4,12
ST003-V00637,ST003,V00637,P0031,2026-08-31,3,6,9,2,6
ST003-V00639,ST003,V00639,P0031,2026-08-31,7,3,10,3,9
ST003-V00642,ST003,V00642,P0031,2026-08-31,11,12,23,6,18
ST003-V00645,ST003,V00645,P0031,2026-08-31,8,0,8,3,9
ST003-V00647,ST003,V00647,P0031,2026-08-31,0,4,4,2,6
ST003-V00649,ST003,V00649,P0031,2026-08-31,10,14,24,4,12
ST003-V00652,ST003,V00652,P0031,2026-08-31,6,0,6,2,6
ST003-V00653,ST003,V00653,P0031,2026-08-31,2,2,4,2,6
ST003-V00655,ST003,V00655,P0032,2026-08-31,5,3,8,2,6
ST003-V00657,ST003,V00657,P0032,2026-08-31,3,3,6,2,6
ST003-V00661,ST003,V00661,P0032,2026-08-31,2,3,5,2,6
ST003-V00663,ST003,V00663,P0032,2026-08-31,6,9,15,3,9
ST003-V00664,ST003,V00664,P0032,2026-08-31,4,3,7,2,6
ST003-V00665,ST003,V00665,P0032,2026-08-31,5,0,5,2,6
ST003-V00666,ST003,V00666,P0032,2026-08-31,9,4,13,3,9
ST003-V00667,ST003,V00667,P0032,2026-08-31,9,7,16,4,12
ST003-V00668,ST003,V00668,P0032,2026-08-31,4,5,9,2,6
ST003-V00669,ST003,V00669,P0032,2026-08-31,5,1,6,2,6
ST003-V00671,ST003,V00671,P0032,2026-08-31,4,4,8,2,6
ST003-V00672,ST003,V00672,P0032,2026-08-31,1,3,4,4,12
ST003-V00673,ST003,V00673,P0033,2026-08-31,6,3,9,4,12
ST003-V00675,ST003,V00675,P0033,2026-08-31,3,2,5,2,6
ST003-V00676,ST003,V00676,P0033,2026-08-31,3,2,5,3,9
ST003-V00678,ST003,V00678,P0033,2026-08-31,5,7,12,4,12
ST003-V00682,ST003,V00682,P0033,2026-08-31,5,5,10,3,9
ST003-V00683,ST003,V00683,P0033,2026-08-31,3,0,3,2,6
ST003-V00684,ST003,V00684,P0033,2026-08-31,3,5,8,3,9
ST003-V00685,ST003,V00685,P0033,2026-08-31,4,7,11,2,6
ST003-V00686,ST003,V00686,P0033,2026-08-31,3,4,7,2,6
ST003-V00687,ST003,V00687,P0033,2026-08-31,5,6,11,3,9
ST003-V00690,ST003,V00690,P0033,2026-08-31,3,3,6,2,6
ST003-V00691,ST003,V00691,P0034,2026-08-31,12,15,27,4,12
ST003-V00692,ST003,V00692,P0034,2026-08-31,8,8,16,4,12
ST003-V00693,ST003,V00693,P0034,2026-08-31,5,6,11,2,6
ST003-V00695,ST003,V00695,P0034,2026-08-31,6,2,8,3,9
ST003-V00696,ST003,V00696,P0034,2026-08-31,3,3,6,2,6
ST003-V00697,ST003,V00697,P0034,2026-08-31,7,2,9,3,9
ST003-V00698,ST003,V00698,P0034,2026-08-31,14,0,14,4,12
ST003-V00699,ST003,V00699,P0034,2026-08-31,11,6,17,3,9
ST003-V00702,ST003,V00702,P0034,2026-08-31,6,7,13,3,9
ST003-V00703,ST003,V00703,P0034,2026-08-31,10,3,13,3,9
ST003-V00704,ST003,V00704,P0034,2026-08-31,1,2,3,3,9
ST003-V00705,ST003,V00705,P0034,2026-08-31,2,4,6,3,9
ST003-V00707,ST003,V00707,P0034,2026-08-31,5,4,9,2,6
ST003-V00708,ST003,V00708,P0034,2026-08-31,5,4,9,3,9
ST004-V00002,ST004,V00002,P0001,2026-08-31,8,3,11,3,9
ST004-V00003,ST004,V00003,P0001,2026-08-31,10,5,15,3,9
ST004-V00007,ST004,V00007,P0001,2026-08-31,8,0,8,4,12
ST004-V00008,ST004,V00008,P0001,2026-08-31,6,4,10,4,12
ST004-V00009,ST004,V00009,P0001,2026-08-31,0,0,0,4,12
ST004-V00011,ST004,V00011,P0001,2026-08-31,6,8,14,4,12
ST004-V00012,ST004,V00012,P0001,2026-08-31,14,10,24,4,12
ST004-V00017,ST004,V00017,P0001,2026-08-31,0,0,0,2,6
ST004-V00020,ST004,V00020,P0001,2026-08-31,9,6,15,3,9
ST004-V00021,ST004,V00021,P0001,2026-08-31,6,2,8,6,18
ST004-V00024,ST004,V00024,P0001,2026-08-31,5,2,7,3,9
ST004-V00025,ST004,V00025,P0002,2026-08-31,4,0,4,2,6
ST004-V00026,ST004,V00026,P0002,2026-08-31,8,12,20,4,12
ST004-V00028,ST004,V00028,P0002,2026-08-31,3,1,4,2,6
ST004-V00029,ST004,V00029,P0002,2026-08-31,3,6,9,3,9
ST004-V00030,ST004,V00030,P0002,2026-08-31,7,4,11,4,12
ST004-V00031,ST004,V00031,P0002,2026-08-31,6,1,7,2,6
ST004-V00033,ST004,V00033,P0002,2026-08-31,9,8,17,4,12
ST004-V00034,ST004,V00034,P0002,2026-08-31,7,14,21,4,12
ST004-V00037,ST004,V00037,P0002,2026-08-31,13,8,21,4,12
ST004-V00039,ST004,V00039,P0002,2026-08-31,5,9,14,4,12
ST004-V00040,ST004,V00040,P0002,2026-08-31,7,6,13,3,9
ST004-V00041,ST004,V00041,P0002,2026-08-31,7,3,10,3,9
ST004-V00042,ST004,V00042,P0002,2026-08-31,6,2,8,2,6
ST004-V00047,ST004,V00047,P0002,2026-08-31,1,4,5,2,6
ST004-V00049,ST004,V00049,P0003,2026-08-31,4,2,6,2,6
ST004-V00052,ST004,V00052,P0003,2026-08-31,4,5,9,4,12
ST004-V00053,ST004,V00053,P0003,2026-08-31,15,0,15,6,18
ST004-V00054,ST004,V00054,P0003,2026-08-31,9,2,11,3,9
ST004-V00056,ST004,V00056,P0003,2026-08-31,3,8,11,4,12
ST004-V00057,ST004,V00057,P0003,2026-08-31,5,8,13,2,6
ST004-V00058,ST004,V00058,P0003,2026-08-31,3,5,8,2,6
ST004-V00059,ST004,V00059,P0003,2026-08-31,3,2,5,2,6
ST004-V00061,ST004,V00061,P0003,2026-08-31,3,2,5,2,6
ST004-V00063,ST004,V00063,P0003,2026-08-31,3,1,4,2,6
ST004-V00064,ST004,V00064,P0003,2026-08-31,6,3,9,2,6
ST004-V00066,ST004,V00066,P0003,2026-08-31,6,6,12,2,6
ST004-V00068,ST004,V00068,P0003,2026-08-31,6,0,6,2,6
ST004-V00071,ST004,V00071,P0003,2026-08-31,2,0,2,2,6
ST004-V00072,ST004,V00072,P0003,2026-08-31,4,1,5,2,6
ST004-V00073,ST004,V00073,P0004,2026-08-31,8,8,16,3,9
ST004-V00074,ST004,V00074,P0004,2026-08-31,8,17,25,4,12
ST004-V00076,ST004,V00076,P0004,2026-08-31,7,10,17,4,12
ST004-V00077,ST004,V00077,P0004,2026-08-31,14,7,21,6,18
ST004-V00078,ST004,V00078,P0004,2026-08-31,4,3,7,2,6
ST004-V00079,ST004,V00079,P0004,2026-08-31,6,6,12,4,12
ST004-V00082,ST004,V00082,P0004,2026-08-31,11,6,17,4,12
ST004-V00083,ST004,V00083,P0004,2026-08-31,2,9,11,4,12
ST004-V00084,ST004,V00084,P0004,2026-08-31,7,9,16,3,9
ST004-V00085,ST004,V00085,P0004,2026-08-31,3,3,6,2,6
ST004-V00086,ST004,V00086,P0004,2026-08-31,4,0,4,4,12
ST004-V00087,ST004,V00087,P0004,2026-08-31,9,8,17,6,18
ST004-V00089,ST004,V00089,P0004,2026-08-31,6,4,10,3,9
ST004-V00094,ST004,V00094,P0004,2026-08-31,3,7,10,2,6
ST004-V00097,ST004,V00097,P0005,2026-08-31,6,7,13,6,18
ST004-V00099,ST004,V00099,P0005,2026-08-31,1,2,3,3,9
ST004-V00100,ST004,V00100,P0005,2026-08-31,4,3,7,2,6
ST004-V00101,ST004,V00101,P0005,2026-08-31,10,0,10,6,18
ST004-V00102,ST004,V00102,P0005,2026-08-31,3,5,8,3,9
ST004-V00104,ST004,V00104,P0005,2026-08-31,26,4,30,6,18
ST004-V00107,ST004,V00107,P0005,2026-08-31,5,3,8,2,6
ST004-V00109,ST004,V00109,P0005,2026-08-31,4,1,5,2,6
ST004-V00111,ST004,V00111,P0005,2026-08-31,8,1,9,4,12
ST004-V00112,ST004,V00112,P0005,2026-08-31,6,4,10,2,6
ST004-V00114,ST004,V00114,P0005,2026-08-31,3,7,10,2,6
ST004-V00115,ST004,V00115,P0005,2026-08-31,5,1,6,2,6
ST004-V00119,ST004,V00119,P0005,2026-08-31,5,4,9,2,6
ST004-V00120,ST004,V00120,P0005,2026-08-31,0,0,0,2,6
ST004-V00121,ST004,V00121,P0006,2026-08-31,3,6,9,3,9
ST004-V00122,ST004,V00122,P0006,2026-08-31,6,4,10,4,12
ST004-V00125,ST004,V00125,P0006,2026-08-31,5,4,9,2,6
ST004-V00126,ST004,V00126,P0006,2026-08-31,17,5,22,6,18
ST004-V00127,ST004,V00127,P0006,2026-08-31,9,8,17,4,12
ST004-V00128,ST004,V00128,P0006,2026-08-31,5,8,13,3,9
ST004-V00129,ST004,V00129,P0006,2026-08-31,12,3,15,6,18
ST004-V00130,ST004,V00130,P0006,2026-08-31,2,16,18,4,12
ST004-V00131,ST004,V00131,P0006,2026-08-31,6,0,6,6,18
ST004-V00133,ST004,V00133,P0006,2026-08-31,5,8,13,3,9
ST004-V00136,ST004,V00136,P0006,2026-08-31,0,2,2,2,6
ST004-V00138,ST004,V00138,P0006,2026-08-31,9,4,13,3,9
ST004-V00139,ST004,V00139,P0006,2026-08-31,6,9,15,3,9
ST004-V00141,ST004,V00141,P0006,2026-08-31,6,4,10,2,6
ST004-V00144,ST004,V00144,P0006,2026-08-31,9,10,19,4,12
ST004-V00146,ST004,V00146,P0007,2026-08-31,4,6,10,2,6
ST004-V00147,ST004,V00147,P0007,2026-08-31,3,0,3,2,6
ST004-V00148,ST004,V00148,P0007,2026-08-31,6,8,14,4,12
ST004-V00150,ST004,V00150,P0007,2026-08-31,4,1,5,2,6
ST004-V00151,ST004,V00151,P0007,2026-08-31,4,2,6,3,9
ST004-V00152,ST004,V00152,P0007,2026-08-31,19,2,21,6,18
ST004-V00153,ST004,V00153,P0007,2026-08-31,2,17,19,6,18
ST004-V00154,ST004,V00154,P0007,2026-08-31,1,12,13,4,12
ST004-V00156,ST004,V00156,P0007,2026-08-31,5,1,6,2,6
ST004-V00157,ST004,V00157,P0007,2026-08-31,3,3,6,2,6
ST004-V00159,ST004,V00159,P0007,2026-08-31,6,8,14,3,9
ST004-V00160,ST004,V00160,P0007,2026-08-31,9,2,11,3,9
ST004-V00161,ST004,V00161,P0007,2026-08-31,5,3,8,2,6
ST004-V00163,ST004,V00163,P0007,2026-08-31,1,3,4,4,12
ST004-V00168,ST004,V00168,P0007,2026-08-31,3,9,12,3,9
ST004-V00169,ST004,V00169,P0008,2026-08-31,4,4,8,3,9
ST004-V00172,ST004,V00172,P0008,2026-08-31,5,7,12,2,6
ST004-V00174,ST004,V00174,P0008,2026-08-31,4,1,5,2,6
ST004-V00178,ST004,V00178,P0008,2026-08-31,13,4,17,6,18
ST004-V00179,ST004,V00179,P0008,2026-08-31,4,7,11,6,18
ST004-V00180,ST004,V00180,P0008,2026-08-31,1,0,1,2,6
ST004-V00182,ST004,V00182,P0008,2026-08-31,3,1,4,2,6
ST004-V00183,ST004,V00183,P0008,2026-08-31,4,6,10,2,6
ST004-V00185,ST004,V00185,P0008,2026-08-31,4,8,12,4,12
ST004-V00186,ST004,V00186,P0008,2026-08-31,3,3,6,2,6
ST004-V00188,ST004,V00188,P0008,2026-08-31,11,7,18,4,12
ST004-V00189,ST004,V00189,P0008,2026-08-31,0,5,5,3,9
ST004-V00190,ST004,V00190,P0008,2026-08-31,9,5,14,6,18
ST004-V00191,ST004,V00191,P0008,2026-08-31,8,3,11,3,9
ST004-V00192,ST004,V00192,P0008,2026-08-31,9,6,15,4,12
ST004-V00193,ST004,V00193,P0009,2026-08-31,16,9,25,6,18
ST004-V00196,ST004,V00196,P0009,2026-08-31,11,7,18,4,12
ST004-V00203,ST004,V00203,P0009,2026-08-31,6,0,6,3,9
ST004-V00204,ST004,V00204,P0009,2026-08-31,14,5,19,4,12
ST004-V00206,ST004,V00206,P0009,2026-08-31,7,4,11,3,9
ST004-V00208,ST004,V00208,P0009,2026-08-31,7,0,7,3,9
ST004-V00209,ST004,V00209,P0009,2026-08-31,7,1,8,2,6
ST004-V00213,ST004,V00213,P0009,2026-08-31,4,1,5,2,6
ST004-V00214,ST004,V00214,P0009,2026-08-31,15,9,24,6,18
ST004-V00215,ST004,V00215,P0009,2026-08-31,3,4,7,2,6
ST004-V00217,ST004,V00217,P0010,2026-08-31,0,6,6,2,6
ST004-V00220,ST004,V00220,P0010,2026-08-31,5,2,7,2,6
ST004-V00221,ST004,V00221,P0010,2026-08-31,13,13,26,6,18
ST004-V00227,ST004,V00227,P0010,2026-08-31,5,4,9,4,12
ST004-V00228,ST004,V00228,P0010,2026-08-31,5,0,5,2,6
ST004-V00229,ST004,V00229,P0010,2026-08-31,4,9,13,2,6
ST004-V00230,ST004,V00230,P0010,2026-08-31,4,2,6,2,6
ST004-V00234,ST004,V00234,P0010,2026-08-31,8,4,12,2,6
ST004-V00239,ST004,V00239,P0010,2026-08-31,11,17,28,6,18
ST004-V00241,ST004,V00241,P0011,2026-08-31,2,1,3,2,6
ST004-V00242,ST004,V00242,P0011,2026-08-31,6,3,9,3,9
ST004-V00243,ST004,V00243,P0011,2026-08-31,5,3,8,2,6
ST004-V00245,ST004,V00245,P0011,2026-08-31,10,0,10,4,12
ST004-V00246,ST004,V00246,P0011,2026-08-31,4,3,7,2,6
ST004-V00247,ST004,V00247,P0011,2026-08-31,5,15,20,4,12
ST004-V00248,ST004,V00248,P0011,2026-08-31,0,12,12,6,18
ST004-V00256,ST004,V00256,P0011,2026-08-31,15,4,19,4,12
ST004-V00257,ST004,V00257,P0011,2026-08-31,5,3,8,4,12
ST004-V00259,ST004,V00259,P0011,2026-08-31,6,1,7,3,9
ST004-V00260,ST004,V00260,P0011,2026-08-31,4,0,4,2,6
ST004-V00261,ST004,V00261,P0011,2026-08-31,5,5,10,2,6
ST004-V00262,ST004,V00262,P0011,2026-08-31,1,2,3,2,6
