PurchaseOrderID,SupplierID,StoreID,PurchaseOrderDate,ExpectedDeliveryDate,DeliveredDate,POStatus,POTotalCost
PO001382,SUP07,ST002,2025-04-22,2025-05-31,2025-05-31,Received,595.64
PO001383,SUP07,ST003,2025-04-22,2025-05-31,2025-06-06,Received,1695.55
PO001384,SUP01,ST005,2025-04-22,2025-06-03,2025-06-03,Received,1187.32
PO001385,SUP04,ST007,2025-04-22,2025-06-16,2025-06-16,Partially received,768.60
PO001386,SUP02,ST009,2025-04-22,2025-05-20,2025-05-20,Received,595.07
PO001387,SUP04,ST012,2025-04-22,2025-06-16,2025-06-16,Partially received,1298.97
PO001388,SUP01,ST014,2025-04-22,2025-06-03,2025-06-03,Received,1317.10
PO001389,SUP06,ST014,2025-04-22,2025-06-09,2025-06-09,Received,1849.20
PO001390,SUP07,ST015,2025-04-22,2025-05-31,2025-05-31,Partially received,2111.86
PO001391,SUP02,ST002,2025-04-23,2025-05-21,2025-05-25,Received,981.33
PO001392,SUP03,ST002,2025-04-23,2025-05-09,2025-05-09,Received,1369.47
PO001393,SUP06,ST004,2025-04-23,2025-06-10,2025-06-10,Partially received,1370.39
PO001394,SUP03,ST005,2025-04-23,2025-05-09,2025-05-09,Received,539.61
PO001395,SUP01,ST006,2025-04-23,2025-06-04,2025-06-04,Received,1171.29
PO001396,SUP04,ST008,2025-04-23,2025-06-17,2025-06-27,Partially received,3113.18
PO001397,SUP04,ST010,2025-04-23,2025-06-17,2025-06-17,Received,1010.62
PO001398,SUP01,ST011,2025-04-23,2025-06-04,2025-06-04,Received,2482.53
PO001399,SUP04,ST011,2025-04-23,2025-06-17,2025-06-17,Partially received,4828.48
PO001400,SUP02,ST014,2025-04-23,2025-05-21,2025-05-21,Received,1354.01
PO001401,SUP06,ST015,2025-04-23,2025-06-10,2025-06-10,Partially received,1211.89
PO001402,SUP03,ST016,2025-04-23,2025-05-09,2025-05-09,Partially received,1424.81
PO001403,SUP04,ST018,2025-04-23,2025-06-17,2025-07-03,Partially received,1750.20
PO001404,SUP06,ST900,2025-04-23,2025-06-10,2025-06-10,Partially received,2256.41
PO001405,SUP01,ST001,2025-04-24,2025-06-05,2025-06-05,Received,2444.35
PO001406,SUP02,ST003,2025-04-24,2025-05-22,2025-05-22,Received,929.28
PO001407,SUP03,ST003,2025-04-24,2025-05-10,2025-05-10,Received,1793.24
PO001408,SUP01,ST004,2025-04-24,2025-06-05,2025-06-05,Partially received,3176.92
PO001409,SUP04,ST004,2025-04-24,2025-06-18,2025-06-18,Partially received,3486.03
PO001410,SUP05,ST005,2025-04-24,2025-05-28,2025-05-28,Received,1573.28
PO001411,SUP02,ST010,2025-04-24,2025-05-22,2025-05-22,Received,1025.03
PO001412,SUP05,ST013,2025-04-24,2025-05-28,2025-05-28,Received,1481.39
PO001413,SUP05,ST014,2025-04-24,2025-05-28,2025-05-28,Received,2175.21
PO001414,SUP06,ST018,2025-04-24,2025-06-11,2025-06-11,Received,1137.48
PO001415,SUP02,ST001,2025-04-25,2025-05-23,2025-05-28,Received,2634.70
PO001416,SUP05,ST002,2025-04-25,2025-05-29,2025-05-29,Received,1251.02
PO001417,SUP07,ST004,2025-04-25,2025-06-03,2025-06-03,Partially received,2858.58
PO001418,SUP05,ST006,2025-04-25,2025-05-29,2025-05-29,Received,1145.47
PO001419,SUP01,ST008,2025-04-25,2025-06-06,2025-06-09,Received,1886.32
PO001420,SUP07,ST008,2025-04-25,2025-06-03,2025-06-03,Received,982.83
PO001421,SUP01,ST010,2025-04-25,2025-06-06,2025-06-06,Received,2215.35
PO001422,SUP02,ST012,2025-04-25,2025-05-23,2025-05-23,Received,533.70
PO001423,SUP03,ST013,2025-04-25,2025-05-11,2025-05-11,Received,2767.31
PO001424,SUP04,ST014,2025-04-25,2025-06-19,2025-06-19,Partially received,1329.46
PO001425,SUP01,ST015,2025-04-25,2025-06-06,2025-06-06,Received,1590.42
PO001426,SUP03,ST015,2025-04-25,2025-05-11,2025-05-11,Partially received,2307.69
PO001427,SUP07,ST016,2025-04-25,2025-06-03,2025-06-03,Received,1016.03
PO001428,SUP05,ST017,2025-04-25,2025-05-29,2025-05-29,Partially received,909.50
PO001429,SUP07,ST018,2025-04-25,2025-06-03,2025-06-03,Partially received,944.69
PO001430,SUP04,ST900,2025-04-25,2025-06-19,2025-06-19,Partially received,3586.82
PO001431,SUP05,ST001,2025-04-26,2025-05-30,2025-05-30,Received,2371.95
PO001432,SUP06,ST002,2025-04-26,2025-06-13,2025-06-13,Received,1260.53
PO001433,SUP07,ST006,2025-04-26,2025-06-04,2025-06-04,Received,2846.80
PO001434,SUP02,ST007,2025-04-26,2025-05-24,2025-05-24,Received,1086.67
PO001435,SUP06,ST008,2025-04-26,2025-06-13,2025-06-13,Partially received,1719.30
PO001436,SUP03,ST014,2025-04-26,2025-05-12,2025-05-12,Partially received,1852.89
PO001437,SUP01,ST900,2025-04-26,2025-06-07,2025-06-07,Partially received,3777.32
PO001438,SUP01,ST003,2025-04-27,2025-06-08,2025-06-08,Partially received,1459.46
PO001439,SUP06,ST010,2025-04-27,2025-06-14,2025-06-14,Received,1220.06
PO001440,SUP06,ST012,2025-04-27,2025-06-14,2025-06-14,Received,1861.85
PO001441,SUP04,ST013,2025-04-27,2025-06-21,2025-06-21,Partially received,1727.92
PO001442,SUP06,ST013,2025-04-27,2025-06-14,2025-06-25,Received,2010.29
PO001443,SUP02,ST016,2025-04-27,2025-05-25,2025-05-25,Received,1220.66
PO001444,SUP05,ST016,2025-04-27,2025-05-31,2025-05-31,Received,800.21
PO001445,SUP02,ST900,2025-04-27,2025-05-25,2025-05-25,Received,2380.25
PO001446,SUP04,ST001,2025-04-28,2025-06-22,2025-06-22,Partially received,3547.12
PO001447,SUP02,ST004,2025-04-28,2025-05-26,2025-05-26,Received,2357.91
PO001448,SUP02,ST005,2025-04-28,2025-05-26,2025-05-26,Received,552.27
PO001449,SUP02,ST006,2025-04-28,2025-05-26,2025-05-26,Received,1590.31
PO001450,SUP05,ST008,2025-04-28,2025-06-01,2025-06-01,Received,850.45
PO001451,SUP03,ST011,2025-04-28,2025-05-14,2025-05-14,Received,1808.72
PO001452,SUP06,ST016,2025-04-28,2025-06-15,2025-06-15,Received,1009.03
PO001453,SUP03,ST017,2025-04-28,2025-05-14,2025-05-14,Received,1531.54
PO001454,SUP03,ST900,2025-04-28,2025-05-14,2025-05-14,Received,2555.26
PO001455,SUP07,ST900,2025-04-28,2025-06-06,2025-06-06,Partially received,3104.24
PO001456,SUP04,ST002,2025-04-29,2025-06-23,2025-06-23,Partially received,1750.47
PO001457,SUP06,ST003,2025-04-29,2025-06-16,2025-06-16,Received,437.54
PO001458,SUP06,ST005,2025-04-29,2025-06-16,2025-06-16,Received,1778.60
PO001459,SUP01,ST009,2025-04-29,2025-06-10,2025-06-10,Received,1728.41
PO001460,SUP05,ST012,2025-04-29,2025-06-02,2025-06-02,Received,1082.61
PO001461,SUP04,ST015,2025-04-29,2025-06-23,2025-07-11,Partially received,1747.16
PO001462,SUP04,ST016,2025-04-29,2025-06-23,2025-07-13,Partially received,3571.88
PO001463,SUP01,ST017,2025-04-29,2025-06-10,2025-06-10,Received,1408.73
PO001464,SUP07,ST017,2025-04-29,2025-06-07,2025-06-11,Received,2183.27
PO001465,SUP01,ST018,2025-04-29,2025-06-10,2025-06-10,Partially received,1480.38
PO001466,SUP03,ST001,2025-04-30,2025-05-16,2025-05-16,Received,2429.03
PO001467,SUP05,ST003,2025-04-30,2025-06-03,2025-06-03,Received,1466.05
PO001468,SUP04,ST005,2025-04-30,2025-06-24,2025-06-24,Partially received,919.37
PO001469,SUP04,ST006,2025-04-30,2025-06-24,2025-07-11,Partially received,909.01
PO001470,SUP01,ST007,2025-04-30,2025-06-11,2025-06-18,Received,2558.45
PO001471,SUP03,ST007,2025-04-30,2025-05-16,2025-05-16,Received,1637.01
PO001472,SUP02,ST008,2025-04-30,2025-05-28,2025-05-28,Received,945.82
PO001473,SUP06,ST009,2025-04-30,2025-06-17,2025-06-17,Partially received,749.04
PO001474,SUP05,ST011,2025-04-30,2025-06-03,2025-06-03,Received,2563.26
PO001475,SUP07,ST012,2025-04-30,2025-06-08,2025-06-08,Received,1302.46
PO001476,SUP02,ST013,2025-04-30,2025-05-28,2025-05-28,Received,901.22
PO001477,SUP01,ST016,2025-04-30,2025-06-11,2025-06-14,Received,1094.34
PO001478,SUP05,ST018,2025-04-30,2025-06-03,2025-06-03,Received,1549.93
PO001479,SUP03,ST006,2025-05-01,2025-05-17,2025-05-17,Received,1801.32
PO001480,SUP07,ST007,2025-05-01,2025-06-09,2025-06-09,Received,1519.72
PO001481,SUP02,ST015,2025-05-01,2025-05-29,2025-05-29,Received,997.51
PO001482,SUP04,ST017,2025-05-01,2025-06-25,2025-06-25,Partially received,3841.27
PO001483,SUP07,ST001,2025-05-02,2025-06-10,2025-06-10,Partially received,4785.80
PO001484,SUP04,ST003,2025-05-02,2025-06-26,2025-06-26,Partially received,1435.33
PO001485,SUP03,ST004,2025-05-02,2025-05-18,2025-05-18,Received,2580.52
PO001486,SUP05,ST004,2025-05-02,2025-06-05,2025-06-05,Partially received,4618.22
PO001487,SUP06,ST011,2025-05-02,2025-06-19,2025-06-19,Received,2176.00
PO001488,SUP03,ST012,2025-05-02,2025-05-18,2025-05-18,Partially received,2164.52
PO001489,SUP05,ST015,2025-05-02,2025-06-05,2025-06-05,Partially received,1859.14
PO001490,SUP02,ST018,2025-05-02,2025-05-30,2025-05-30,Partially received,819.17
PO001491,SUP01,ST002,2025-05-03,2025-06-14,2025-06-14,Partially received,1406.70
PO001492,SUP07,ST005,2025-05-03,2025-06-11,2025-06-11,Partially received,1264.90
PO001493,SUP06,ST007,2025-05-03,2025-06-20,2025-06-24,Partially received,1596.36
PO001494,SUP03,ST008,2025-05-03,2025-05-19,2025-05-19,Received,2507.74
PO001495,SUP03,ST010,2025-05-03,2025-05-19,2025-05-19,Received,1126.92
PO001496,SUP07,ST010,2025-05-03,2025-06-11,2025-06-11,Received,2075.58
PO001497,SUP02,ST011,2025-05-03,2025-05-31,2025-05-31,Received,1906.67
PO001498,SUP01,ST012,2025-05-03,2025-06-14,2025-06-14,Received,1953.52
PO001499,SUP07,ST013,2025-05-03,2025-06-11,2025-06-11,Partially received,2052.46
PO001500,SUP07,ST014,2025-05-03,2025-06-11,2025-06-17,Received,1984.99
PO001501,SUP06,ST017,2025-05-03,2025-06-20,2025-06-26,Partially received,1867.33
PO001502,SUP03,ST018,2025-05-03,2025-05-19,2025-05-19,Received,1107.42
PO001503,SUP05,ST900,2025-05-03,2025-06-06,2025-06-06,Partially received,2537.56
PO001504,SUP05,ST009,2025-05-04,2025-06-07,2025-06-07,Received,920.21
PO001505,SUP07,ST009,2025-05-04,2025-06-12,2025-06-12,Received,1435.03
PO001506,SUP07,ST011,2025-05-04,2025-06-12,2025-06-12,Partially received,4134.29
PO001507,SUP06,ST001,2025-05-05,2025-06-22,2025-06-22,Partially received,1854.08
PO001508,SUP06,ST006,2025-05-05,2025-06-22,2025-06-22,Partially received,2637.77
PO001509,SUP05,ST007,2025-05-05,2025-06-08,2025-06-08,Partially received,2479.80
PO001510,SUP03,ST009,2025-05-05,2025-05-21,2025-05-21,Received,2020.61
PO001511,SUP04,ST009,2025-05-05,2025-06-29,2025-07-14,Partially received,1765.41
PO001512,SUP05,ST010,2025-05-05,2025-06-08,2025-06-08,Received,2179.44
PO001513,SUP01,ST013,2025-05-05,2025-06-16,2025-06-16,Received,1134.37
PO001514,SUP02,ST017,2025-05-05,2025-06-02,2025-06-02,Received,1579.71
PO001515,SUP07,ST002,2025-05-06,2025-06-14,2025-06-14,Received,1265.38
PO001516,SUP07,ST003,2025-05-06,2025-06-14,2025-06-14,Partially received,1873.54
PO001517,SUP01,ST005,2025-05-06,2025-06-17,2025-06-17,Received,1654.88
PO001518,SUP04,ST007,2025-05-06,2025-06-30,2025-07-12,Partially received,3539.18
PO001519,SUP02,ST009,2025-05-06,2025-06-03,2025-06-03,Received,860.79
PO001520,SUP04,ST012,2025-05-06,2025-06-30,2025-06-30,Partially received,2156.74
PO001521,SUP01,ST014,2025-05-06,2025-06-17,2025-06-17,Received,1244.58
PO001522,SUP06,ST014,2025-05-06,2025-06-23,2025-06-23,Partially received,1746.57
PO001523,SUP07,ST015,2025-05-06,2025-06-14,2025-06-21,Partially received,3996.78
PO001524,SUP02,ST002,2025-05-07,2025-06-04,2025-06-04,Received,958.35
PO001525,SUP03,ST002,2025-05-07,2025-05-23,2025-05-23,Partially received,2242.43
PO001526,SUP06,ST004,2025-05-07,2025-06-24,2025-06-24,Received,1527.90
PO001527,SUP03,ST005,2025-05-07,2025-05-23,2025-05-23,Received,1828.08
PO001528,SUP01,ST006,2025-05-07,2025-06-18,2025-06-18,Received,2679.78
PO001529,SUP04,ST008,2025-05-07,2025-07-01,2025-07-21,Partially received,2988.32
PO001530,SUP04,ST010,2025-05-07,2025-07-01,2025-07-13,Partially received,4175.56
PO001531,SUP01,ST011,2025-05-07,2025-06-18,2025-06-24,Received,4303.15
PO001532,SUP04,ST011,2025-05-07,2025-07-01,2025-07-01,Partially received,4866.75
PO001533,SUP02,ST014,2025-05-07,2025-06-04,2025-06-04,Partially received,1263.78
PO001534,SUP06,ST015,2025-05-07,2025-06-24,2025-07-01,Partially received,2763.06
PO001535,SUP03,ST016,2025-05-07,2025-05-23,2025-05-23,Received,2229.29
PO001536,SUP04,ST018,2025-05-07,2025-07-01,2025-07-01,Partially received,3824.28
PO001537,SUP06,ST900,2025-05-07,2025-06-24,2025-07-02,Partially received,2474.95
PO001538,SUP01,ST001,2025-05-08,2025-06-19,2025-06-19,Received,2366.67
PO001539,SUP02,ST003,2025-05-08,2025-06-05,2025-06-05,Partially received,1908.70
PO001540,SUP03,ST003,2025-05-08,2025-05-24,2025-05-24,Received,1692.73
PO001541,SUP01,ST004,2025-05-08,2025-06-19,2025-06-19,Partially received,2523.45
PO001542,SUP04,ST004,2025-05-08,2025-07-02,2025-07-02,Partially received,5057.19
PO001543,SUP05,ST005,2025-05-08,2025-06-11,2025-06-11,Partially received,1861.81
PO001544,SUP02,ST010,2025-05-08,2025-06-05,2025-06-05,Received,1851.56
PO001545,SUP05,ST013,2025-05-08,2025-06-11,2025-06-11,Partially received,2613.05
PO001546,SUP05,ST014,2025-05-08,2025-06-11,2025-06-11,Partially received,1355.53
PO001547,SUP06,ST018,2025-05-08,2025-06-25,2025-07-04,Received,1538.75
PO001548,SUP02,ST001,2025-05-09,2025-06-06,2025-06-06,Received,2324.14
PO001549,SUP05,ST002,2025-05-09,2025-06-12,2025-06-12,Received,2244.44
PO001550,SUP07,ST004,2025-05-09,2025-06-17,2025-06-17,Partially received,1763.97
PO001551,SUP05,ST006,2025-05-09,2025-06-12,2025-06-12,Partially received,2997.27
PO001552,SUP01,ST008,2025-05-09,2025-06-20,2025-06-20,Received,1421.82
PO001553,SUP07,ST008,2025-05-09,2025-06-17,2025-06-17,Partially received,1686.98
PO001554,SUP01,ST010,2025-05-09,2025-06-20,2025-06-20,Partially received,1554.28
PO001555,SUP02,ST012,2025-05-09,2025-06-06,2025-06-06,Received,2430.93
PO001556,SUP03,ST013,2025-05-09,2025-05-25,2025-05-25,Received,1642.64
PO001557,SUP04,ST014,2025-05-09,2025-07-03,2025-07-03,Partially received,3582.78
PO001558,SUP01,ST015,2025-05-09,2025-06-20,2025-06-20,Received,1852.31
PO001559,SUP03,ST015,2025-05-09,2025-05-25,2025-05-25,Received,2907.17
PO001560,SUP07,ST016,2025-05-09,2025-06-17,2025-06-17,Partially received,1640.05
PO001561,SUP05,ST017,2025-05-09,2025-06-12,2025-06-12,Received,1784.15
PO001562,SUP07,ST018,2025-05-09,2025-06-17,2025-06-17,Partially received,1325.06
PO001563,SUP04,ST900,2025-05-09,2025-07-03,2025-07-13,Partially received,3750.43
PO001564,SUP05,ST001,2025-05-10,2025-06-13,2025-06-13,Partially received,2839.26
PO001565,SUP06,ST002,2025-05-10,2025-06-27,2025-06-27,Partially received,1485.43
PO001566,SUP07,ST006,2025-05-10,2025-06-18,2025-06-18,Partially received,2732.10
PO001567,SUP02,ST007,2025-05-10,2025-06-07,2025-06-07,Received,1141.50
PO001568,SUP06,ST008,2025-05-10,2025-06-27,2025-07-06,Partially received,1766.88
PO001569,SUP03,ST014,2025-05-10,2025-05-26,2025-05-26,Received,1091.62
PO001570,SUP01,ST900,2025-05-10,2025-06-21,2025-06-21,Partially received,2997.26
PO001571,SUP01,ST003,2025-05-11,2025-06-22,2025-06-22,Partially received,1633.39
PO001572,SUP06,ST010,2025-05-11,2025-06-28,2025-06-28,Partially received,1780.36
PO001573,SUP06,ST012,2025-05-11,2025-06-28,2025-06-28,Partially received,1710.74
PO001574,SUP04,ST013,2025-05-11,2025-07-05,2025-07-18,Partially received,3829.15
PO001575,SUP06,ST013,2025-05-11,2025-06-28,2025-06-28,Received,1485.68
PO001576,SUP02,ST016,2025-05-11,2025-06-08,2025-06-08,Partially received,1243.90
PO001577,SUP05,ST016,2025-05-11,2025-06-14,2025-06-14,Received,2852.83
PO001578,SUP02,ST900,2025-05-11,2025-06-08,2025-06-08,Partially received,3398.42
PO001579,SUP04,ST001,2025-05-12,2025-07-06,2025-07-15,Partially received,5530.86
PO001580,SUP02,ST004,2025-05-12,2025-06-09,2025-06-09,Received,3063.80
PO001581,SUP02,ST005,2025-05-12,2025-06-09,2025-06-09,Received,1868.34
PO001582,SUP02,ST006,2025-05-12,2025-06-09,2025-06-09,Received,1423.99
PO001583,SUP05,ST008,2025-05-12,2025-06-15,2025-06-15,Received,1335.86
PO001584,SUP03,ST011,2025-05-12,2025-05-28,2025-05-28,Partially received,3286.69
PO001585,SUP06,ST016,2025-05-12,2025-06-29,2025-06-29,Received,2270.17
PO001586,SUP03,ST017,2025-05-12,2025-05-28,2025-05-28,Received,1802.86
PO001587,SUP03,ST900,2025-05-12,2025-05-28,2025-05-28,Partially received,4351.36
PO001588,SUP07,ST900,2025-05-12,2025-06-20,2025-06-20,Partially received,2857.42
PO001589,SUP04,ST002,2025-05-13,2025-07-07,2025-07-07,Partially received,2410.62
PO001590,SUP06,ST003,2025-05-13,2025-06-30,2025-06-30,Partially received,1000.50
PO001591,SUP06,ST005,2025-05-13,2025-06-30,2025-06-30,Partially received,1504.51
PO001592,SUP01,ST009,2025-05-13,2025-06-24,2025-06-24,Received,1494.64
PO001593,SUP05,ST012,2025-05-13,2025-06-16,2025-06-16,Received,2260.25
PO001594,SUP04,ST015,2025-05-13,2025-07-07,2025-07-07,Partially received,5135.42
PO001595,SUP04,ST016,2025-05-13,2025-07-07,2025-07-18,Partially received,2723.24
PO001596,SUP01,ST017,2025-05-13,2025-06-24,2025-06-24,Received,1419.22
PO001597,SUP07,ST017,2025-05-13,2025-06-21,2025-06-21,Received,1685.34
PO001598,SUP01,ST018,2025-05-13,2025-06-24,2025-06-28,Received,1145.08
PO001599,SUP03,ST001,2025-05-14,2025-05-30,2025-05-30,Partially received,3913.06
PO001600,SUP05,ST003,2025-05-14,2025-06-17,2025-06-17,Received,2506.15
PO001601,SUP04,ST005,2025-05-14,2025-07-08,2025-07-08,Partially received,3008.10
PO001602,SUP04,ST006,2025-05-14,2025-07-08,2025-07-08,Partially received,5432.85
PO001603,SUP01,ST007,2025-05-14,2025-06-25,2025-06-25,Received,1652.50
PO001604,SUP03,ST007,2025-05-14,2025-05-30,2025-05-30,Received,2013.18
PO001605,SUP02,ST008,2025-05-14,2025-06-11,2025-06-11,Received,1265.64
PO001606,SUP06,ST009,2025-05-14,2025-07-01,2025-07-09,Partially received,2192.76
PO001607,SUP05,ST011,2025-05-14,2025-06-17,2025-06-17,Received,3856.65
PO001608,SUP07,ST012,2025-05-14,2025-06-22,2025-06-22,Partially received,1327.00
PO001609,SUP02,ST013,2025-05-14,2025-06-11,2025-06-11,Received,2889.71
PO001610,SUP01,ST016,2025-05-14,2025-06-25,2025-06-25,Received,1971.99
PO001611,SUP05,ST018,2025-05-14,2025-06-17,2025-06-17,Received,1936.40
PO001612,SUP03,ST006,2025-05-15,2025-05-31,2025-05-31,Received,1627.11
PO001613,SUP07,ST007,2025-05-15,2025-06-23,2025-06-23,Partially received,830.28
PO001614,SUP02,ST015,2025-05-15,2025-06-12,2025-06-12,Partially received,2588.89
PO001615,SUP04,ST017,2025-05-15,2025-07-09,2025-07-09,Partially received,2887.08
PO001616,SUP07,ST001,2025-05-16,2025-06-24,2025-07-03,Partially received,3780.12
PO001617,SUP04,ST003,2025-05-16,2025-07-10,2025-07-10,Partially received,2178.54
PO001618,SUP03,ST004,2025-05-16,2025-06-01,2025-06-01,Partially received,3084.03
PO001619,SUP05,ST004,2025-05-16,2025-06-19,2025-06-19,Partially received,3270.79
PO001620,SUP06,ST011,2025-05-16,2025-07-03,2025-07-03,Partially received,2011.26
PO001621,SUP03,ST012,2025-05-16,2025-06-01,2025-06-01,Received,2147.69
PO001622,SUP05,ST015,2025-05-16,2025-06-19,2025-06-23,Received,1694.92
PO001623,SUP02,ST018,2025-05-16,2025-06-13,2025-06-13,Received,1773.62
PO001624,SUP01,ST002,2025-05-17,2025-06-28,2025-06-28,Received,774.37
PO001625,SUP07,ST005,2025-05-17,2025-06-25,2025-06-25,Received,1125.62
PO001626,SUP06,ST007,2025-05-17,2025-07-04,2025-07-04,Received,1212.28
PO001627,SUP03,ST008,2025-05-17,2025-06-02,2025-06-05,Partially received,819.72
PO001628,SUP03,ST010,2025-05-17,2025-06-02,2025-06-05,Received,2307.83
PO001629,SUP07,ST010,2025-05-17,2025-06-25,2025-06-28,Partially received,827.51
PO001630,SUP02,ST011,2025-05-17,2025-06-14,2025-06-14,Received,2505.69
PO001631,SUP01,ST012,2025-05-17,2025-06-28,2025-06-28,Partially received,1613.48
PO001632,SUP07,ST013,2025-05-17,2025-06-25,2025-06-25,Received,1446.01
PO001633,SUP07,ST014,2025-05-17,2025-06-25,2025-06-28,Received,1308.13
PO001634,SUP06,ST017,2025-05-17,2025-07-04,2025-07-15,Received,1159.68
PO001635,SUP03,ST018,2025-05-17,2025-06-02,2025-06-02,Received,1235.28
PO001636,SUP05,ST900,2025-05-17,2025-06-20,2025-06-20,Received,1552.71
PO001637,SUP05,ST009,2025-05-18,2025-06-21,2025-06-21,Received,1605.39
PO001638,SUP07,ST009,2025-05-18,2025-06-26,2025-06-26,Partially received,1163.93
PO001639,SUP07,ST011,2025-05-18,2025-06-26,2025-06-26,Received,3733.14
PO001640,SUP06,ST001,2025-05-19,2025-07-06,2025-07-06,Partially received,3180.55
PO001641,SUP06,ST006,2025-05-19,2025-07-06,2025-07-06,Partially received,1476.43
PO001642,SUP05,ST007,2025-05-19,2025-06-22,2025-06-22,Received,448.12
PO001643,SUP03,ST009,2025-05-19,2025-06-04,2025-06-04,Partially received,1078.46
PO001644,SUP04,ST009,2025-05-19,2025-07-13,2025-07-25,Partially received,2411.13
PO001645,SUP05,ST010,2025-05-19,2025-06-22,2025-06-22,Received,1067.60
PO001646,SUP01,ST013,2025-05-19,2025-06-30,2025-06-30,Received,1194.83
PO001647,SUP02,ST017,2025-05-19,2025-06-16,2025-06-16,Received,1300.12
PO001648,SUP07,ST002,2025-05-20,2025-06-28,2025-06-28,Received,942.41
PO001649,SUP07,ST003,2025-05-20,2025-06-28,2025-06-28,Received,1026.86
PO001650,SUP01,ST005,2025-05-20,2025-07-01,2025-07-01,Received,2568.00
PO001651,SUP04,ST007,2025-05-20,2025-07-14,2025-07-14,Partially received,2137.89
PO001652,SUP02,ST009,2025-05-20,2025-06-17,2025-06-17,Received,824.50
PO001653,SUP04,ST012,2025-05-20,2025-07-14,2025-08-02,Partially received,4003.90
PO001654,SUP01,ST014,2025-05-20,2025-07-01,2025-07-01,Partially received,1304.36
PO001655,SUP06,ST014,2025-05-20,2025-07-07,2025-07-07,Partially received,1445.68
PO001656,SUP07,ST015,2025-05-20,2025-06-28,2025-06-28,Received,1042.45
PO001657,SUP02,ST002,2025-05-21,2025-06-18,2025-06-18,Received,1458.44
PO001658,SUP03,ST002,2025-05-21,2025-06-06,2025-06-06,Partially received,1668.92
PO001659,SUP06,ST004,2025-05-21,2025-07-08,2025-07-08,Received,2443.55
PO001660,SUP03,ST005,2025-05-21,2025-06-06,2025-06-06,Received,1672.06
PO001661,SUP01,ST006,2025-05-21,2025-07-02,2025-07-02,Received,2263.32
PO001662,SUP04,ST008,2025-05-21,2025-07-15,2025-07-15,Partially received,2619.80
PO001663,SUP04,ST010,2025-05-21,2025-07-15,2025-07-15,Partially received,1419.84
PO001664,SUP01,ST011,2025-05-21,2025-07-02,2025-07-02,Received,2268.42
PO001665,SUP04,ST011,2025-05-21,2025-07-15,2025-08-05,Partially received,4691.09
PO001666,SUP02,ST014,2025-05-21,2025-06-18,2025-06-18,Received,976.44
PO001667,SUP06,ST015,2025-05-21,2025-07-08,2025-07-08,Partially received,1199.48
PO001668,SUP03,ST016,2025-05-21,2025-06-06,2025-06-06,Received,1752.94
PO001669,SUP04,ST018,2025-05-21,2025-07-15,2025-07-15,Partially received,1528.73
PO001670,SUP06,ST900,2025-05-21,2025-07-08,2025-07-19,Partially received,2904.25
PO001671,SUP01,ST001,2025-05-22,2025-07-03,2025-07-09,Received,3212.98
PO001672,SUP02,ST003,2025-05-22,2025-06-19,2025-06-19,Received,585.98
PO001673,SUP03,ST003,2025-05-22,2025-06-07,2025-06-07,Received,2156.82
PO001674,SUP01,ST004,2025-05-22,2025-07-03,2025-07-06,Received,2960.79
PO001675,SUP04,ST004,2025-05-22,2025-07-16,2025-07-16,Partially received,3981.68
PO001676,SUP05,ST005,2025-05-22,2025-06-25,2025-06-25,Partially received,1686.87
PO001677,SUP02,ST010,2025-05-22,2025-06-19,2025-06-19,Partially received,1099.22
PO001678,SUP05,ST013,2025-05-22,2025-06-25,2025-06-25,Received,1833.68
PO001679,SUP05,ST014,2025-05-22,2025-06-25,2025-06-25,Partially received,1701.12
PO001680,SUP06,ST018,2025-05-22,2025-07-09,2025-07-14,Received,1371.15
PO001681,SUP02,ST001,2025-05-23,2025-06-20,2025-06-20,Received,1624.10
PO001682,SUP05,ST002,2025-05-23,2025-06-26,2025-06-30,Received,1764.66
PO001683,SUP07,ST004,2025-05-23,2025-07-01,2025-07-01,Received,1946.49
PO001684,SUP05,ST006,2025-05-23,2025-06-26,2025-06-26,Partially received,1373.62
PO001685,SUP01,ST008,2025-05-23,2025-07-04,2025-07-04,Received,1049.69
PO001686,SUP07,ST008,2025-05-23,2025-07-01,2025-07-06,Partially received,1506.93
PO001687,SUP01,ST010,2025-05-23,2025-07-04,2025-07-04,Received,1922.89
PO001688,SUP02,ST012,2025-05-23,2025-06-20,2025-06-20,Received,702.83
PO001689,SUP03,ST013,2025-05-23,2025-06-08,2025-06-08,Received,708.06
PO001690,SUP04,ST014,2025-05-23,2025-07-17,2025-07-31,Partially received,2738.58
PO001691,SUP01,ST015,2025-05-23,2025-07-04,2025-07-04,Received,1766.05
PO001692,SUP03,ST015,2025-05-23,2025-06-08,2025-06-08,Received,887.12
PO001693,SUP07,ST016,2025-05-23,2025-07-01,2025-07-01,Received,1905.49
PO001694,SUP05,ST017,2025-05-23,2025-06-26,2025-06-26,Received,1229.41
PO001695,SUP07,ST018,2025-05-23,2025-07-01,2025-07-01,Received,1083.29
PO001696,SUP04,ST900,2025-05-23,2025-07-17,2025-08-02,Partially received,3656.09
PO001697,SUP05,ST001,2025-05-24,2025-06-27,2025-06-27,Received,2391.76
PO001698,SUP06,ST002,2025-05-24,2025-07-11,2025-07-11,Received,873.44
PO001699,SUP07,ST006,2025-05-24,2025-07-02,2025-07-08,Received,2641.62
