ReturnID,OrderID,OrderLineNumber,VariantID,ProductID,ReturnDate,ReturnStoreID,QuantityReturned,ReturnAmount,ReturnStatus,ReturnReasonID,RestockFlag
RT001220,SO006050,2,V00385,P0017,2025-06-30,ST008,1,159.95,Pending,RR6,false
RT001221,SO006061,3,V00243,P0011,2025-06-01,ST002,1,157.95,Accepted,RR2,true
RT001222,SO006062,1,V00016,P0001,2025-06-11,ST002,1,271.95,Accepted,RR1,true
RT001223,SO006063,1,V00538,P0025,2025-06-05,ST004,1,95.95,Accepted,RR1,true
RT001224,SO006067,1,V00470,P0021,2025-05-23,ST005,1,278.95,Accepted,RR3,true
RT001225,SO006071,1,V00725,P0043,2025-06-08,ST006,1,138.95,Accepted,RR8,true
RT001226,SO006074,1,V00368,P0016,2025-05-28,ST009,1,218.95,Accepted,RR3,true
RT001227,SO006080,1,V00082,P0004,2025-06-02,ST011,1,240.95,Accepted,RR7,true
RT001228,SO006082,1,V00350,P0015,2025-05-20,ST011,1,219.95,Accepted,RR2,true
RT001229,SO006092,3,V00742,P0051,2025-06-11,ST015,1,73.95,Accepted,RR4,false
RT001230,SO006097,3,V00708,P0034,2025-06-17,ST016,1,61.95,Accepted,RR7,true
RT001231,SO006098,1,V00148,P0007,2025-06-25,ST001,1,126.95,Accepted,RR4,false
RT001232,SO006103,1,V00053,P0003,2025-05-27,ST016,1,164.95,Accepted,RR1,true
RT001233,SO006104,4,V00189,P0008,2025-05-26,ST008,1,135.95,Accepted,RR4,false
RT001234,SO006120,1,V00404,P0018,2025-06-01,ST004,1,180.95,Accepted,RR6,true
RT001235,SO006121,4,V00209,P0009,2025-07-01,ST018,1,119.95,Accepted,RR7,true
RT001236,SO006124,1,V00731,P0046,2025-06-09,ST008,1,121.95,Accepted,RR7,true
RT001237,SO006126,3,V00379,P0016,2025-05-26,ST004,1,218.95,Pending,RR2,false
RT001238,SO006132,2,V00185,P0008,2025-05-29,ST006,1,135.95,Accepted,RR3,true
RT001239,SO006136,3,V00737,P0049,2025-06-17,ST007,1,51.95,Accepted,RR6,true
RT001240,SO006145,1,V00603,P0029,2025-06-02,ST008,1,135.95,Accepted,RR2,true
RT001241,SO006145,2,V00127,P0006,2025-05-22,ST008,1,162.95,Accepted,RR7,true
RT001242,SO006153,3,V00056,P0003,2025-05-22,ST010,1,164.95,Rejected,RR4,false
RT001243,SO006156,1,V00058,P0003,2025-06-11,ST011,1,164.95,Accepted,RR1,true
RT001244,SO006161,2,V00077,P0004,2025-06-07,ST011,1,240.95,Accepted,RR1,true
RT001245,SO006171,1,V00196,P0009,2025-06-02,ST014,1,119.95,Accepted,RR8,true
RT001246,SO006184,3,V00593,P0028,2025-06-15,ST006,1,93.95,Accepted,RR1,true
RT001247,SO006186,1,V00081,P0004,2025-05-29,ST018,1,240.95,Accepted,RR1,true
RT001248,SO006188,2,V00653,P0031,2025-05-31,ST018,1,75.95,Accepted,RR7,true
RT001249,SO006190,1,V00021,P0001,2025-06-02,ST017,1,271.95,Accepted,RR1,true
RT001250,SO006190,3,V00257,P0011,2025-05-29,ST018,1,157.95,Accepted,RR2,true
RT001251,SO006196,2,V00140,P0006,2025-05-24,ST014,1,162.95,Accepted,RR7,true
RT001252,SO006202,2,V00364,P0016,2025-05-28,ST001,1,218.95,Accepted,RR6,true
RT001253,SO006205,2,V00067,P0003,2025-05-28,ST001,1,164.95,Accepted,RR7,true
RT001254,SO006208,2,V00025,P0002,2025-06-02,ST001,1,190.95,Accepted,RR6,true
RT001255,SO006212,3,V00734,P0047,2025-05-31,ST002,1,89.95,Accepted,RR1,true
RT001256,SO006221,1,V00236,P0010,2025-05-25,ST015,1,108.95,Accepted,RR8,true
RT001257,SO006240,1,V00727,P0044,2025-06-12,ST009,1,115.95,Accepted,RR7,true
RT001258,SO006242,1,V00281,P0012,2025-06-10,ST010,1,116.95,Accepted,RR3,true
RT001259,SO006251,1,V00718,P0039,2025-06-03,ST011,1,220.95,Accepted,RR2,true
RT001260,SO006260,3,V00718,P0039,2025-05-27,ST013,1,220.95,Accepted,RR7,true
RT001261,SO006264,1,V00637,P0031,2025-06-17,ST014,1,75.95,Accepted,RR7,true
RT001262,SO006264,3,V00127,P0006,2025-06-05,ST014,2,325.90,Pending,RR3,false
RT001263,SO006286,2,V00136,P0006,2025-05-29,ST011,1,162.95,Pending,RR2,false
RT001264,SO006292,2,V00290,P0013,2025-06-20,ST001,1,175.95,Accepted,RR7,true
RT001265,SO006292,3,V00006,P0001,2025-06-02,ST001,1,271.95,Accepted,RR1,true
RT001266,SO006293,3,V00054,P0003,2025-05-30,ST001,1,164.95,Pending,RR3,false
RT001267,SO006301,1,V00722,P0041,2025-06-18,ST005,2,423.90,Accepted,RR6,true
RT001268,SO006303,2,V00231,P0010,2025-05-27,ST005,1,108.95,Accepted,RR7,true
RT001269,SO006312,2,V00091,P0004,2025-06-01,ST008,1,240.95,Rejected,RR2,false
RT001270,SO006317,1,V00019,P0001,2025-06-06,ST010,1,271.95,Accepted,RR1,true
RT001271,SO006328,1,V00729,P0045,2025-06-17,ST015,1,93.95,Accepted,RR4,false
RT001272,SO006338,2,V00075,P0004,2025-06-07,ST013,1,240.95,Accepted,RR7,true
RT001273,SO006340,3,V00645,P0031,2025-05-28,ST013,1,75.95,Accepted,RR2,true
RT001274,SO006355,2,V00139,P0006,2025-07-06,ST004,1,162.95,Rejected,RR5,false
RT001275,SO006356,3,V00021,P0001,2025-06-05,ST004,1,271.95,Accepted,RR4,false
RT001276,SO006362,1,V00709,P0035,2025-06-17,ST007,1,192.95,Accepted,RR2,true
RT001277,SO006363,2,V00641,P0031,2025-06-13,ST007,1,75.95,Accepted,RR5,true
RT001278,SO006366,2,V00709,P0035,2025-06-07,ST008,1,164.01,Accepted,RR4,false
RT001279,SO006375,1,V00371,P0016,2025-07-02,ST011,1,218.95,Accepted,RR7,true
RT001280,SO006376,1,V00258,P0011,2025-05-29,ST011,1,157.95,Pending,RR7,false
RT001281,SO006403,1,V00127,P0006,2025-05-22,ST008,1,162.95,Accepted,RR4,false
RT001282,SO006418,1,V00572,P0027,2025-06-08,ST005,1,82.95,Accepted,RR4,false
RT001283,SO006439,1,V00537,P0025,2025-05-23,ST013,2,191.90,Accepted,RR1,true
RT001284,SO006441,2,V00365,P0016,2025-05-28,ST015,1,218.95,Pending,RR4,false
RT001285,SO006446,2,V00128,P0006,2025-06-01,ST018,1,162.95,Accepted,RR4,false
RT001286,SO006446,3,V00380,P0016,2025-06-11,ST016,1,175.16,Accepted,RR3,true
RT001287,SO006451,1,V00091,P0004,2025-06-08,ST002,1,240.95,Accepted,RR7,true
RT001288,SO006451,2,V00639,P0031,2025-06-11,ST013,1,75.95,Accepted,RR8,true
RT001289,SO006454,1,V00353,P0015,2025-05-26,ST010,1,219.95,Pending,RR1,false
RT001290,SO006455,1,V00206,P0009,2025-06-16,ST011,1,119.95,Accepted,RR4,false
RT001291,SO006456,3,V00739,P0050,2025-06-08,ST014,1,215.95,Accepted,RR2,true
RT001292,SO006464,2,V00710,P0035,2025-06-13,ST003,1,192.95,Accepted,RR6,true
RT001293,SO006467,2,V00167,P0007,2025-06-13,ST004,1,126.95,Accepted,RR2,true
RT001294,SO006468,1,V00004,P0001,2025-05-29,ST004,2,543.90,Rejected,RR1,false
RT001295,SO006481,4,V00348,P0015,2025-06-10,ST010,1,219.95,Accepted,RR3,true
RT001296,SO006499,3,V00165,P0007,2025-05-30,ST014,1,126.95,Accepted,RR7,true
RT001297,SO006511,2,V00560,P0026,2025-05-29,ST018,1,47.65,Accepted,RR2,true
RT001298,SO006518,1,V00379,P0016,2025-06-01,ST011,2,437.90,Accepted,RR2,true
RT001299,SO006519,1,V00525,P0024,2025-05-31,ST005,1,122.95,Accepted,RR1,true
RT001300,SO006523,1,V00193,P0009,2025-05-25,ST001,1,119.95,Accepted,RR7,true
RT001301,SO006544,3,V00507,P0023,2025-05-28,ST009,1,132.95,Accepted,RR2,true
RT001302,SO006558,2,V00016,P0001,2025-06-03,ST014,1,244.75,Accepted,RR1,true
RT001303,SO006560,2,V00076,P0004,2025-06-04,ST015,1,240.95,Accepted,RR4,false
RT001304,SO006568,1,V00726,P0043,2025-06-18,ST018,1,138.95,Accepted,RR3,true
RT001305,SO006579,1,V00716,P0038,2025-05-29,ST003,1,476.95,Rejected,RR2,false
RT001306,SO006583,4,V00499,P0023,2025-05-31,ST001,1,106.36,Accepted,RR8,true
RT001307,SO006585,1,V00733,P0047,2025-06-18,ST001,1,89.95,Accepted,RR7,true
RT001308,SO006589,1,V00021,P0001,2025-06-13,ST003,1,271.95,Accepted,RR1,true
RT001309,SO006597,3,V00713,P0037,2025-06-04,ST004,1,228.95,Rejected,RR3,false
RT001310,SO006605,2,V00384,P0016,2025-06-11,ST006,1,218.95,Accepted,RR2,true
RT001311,SO006608,1,V00572,P0027,2025-06-12,ST007,1,82.95,Accepted,RR1,true
RT001312,SO006609,3,V00153,P0007,2025-05-28,ST007,1,126.95,Rejected,RR8,false
RT001313,SO006611,1,V00261,P0011,2025-05-27,ST008,1,157.95,Accepted,RR7,true
RT001314,SO006625,2,V00710,P0035,2025-07-08,ST012,1,192.95,Accepted,RR3,true
RT001315,SO006641,1,V00078,P0004,2025-05-31,ST016,1,240.95,Accepted,RR6,true
RT001316,SO006656,3,V00664,P0032,2025-06-10,ST009,1,39.95,Accepted,RR2,true
RT001317,SO006658,2,V00437,P0019,2025-06-12,ST005,1,225.85,Pending,RR3,false
RT001318,SO006664,4,V00268,P0012,2025-06-04,ST001,1,116.95,Accepted,RR2,true
RT001319,SO006666,2,V00488,P0022,2025-06-15,ST001,1,439.95,Accepted,RR7,true
RT001320,SO006668,1,V00019,P0001,2025-06-11,ST001,1,271.95,Rejected,RR1,false
RT001321,SO006671,2,V00331,P0014,2025-05-29,ST002,1,189.95,Pending,RR7,false
RT001322,SO006673,5,V00721,P0041,2025-06-11,ST003,1,211.95,Accepted,RR3,true
RT001323,SO006686,1,V00336,P0014,2025-06-14,ST006,1,189.95,Accepted,RR7,true
RT001324,SO006691,2,V00519,P0024,2025-07-08,ST007,1,122.95,Accepted,RR3,true
RT001325,SO006694,3,V00573,P0027,2025-06-02,ST007,3,223.97,Accepted,RR2,true
RT001326,SO006699,3,V00095,P0004,2025-07-09,ST002,2,385.52,Accepted,RR8,true
RT001327,SO006701,3,V00240,P0010,2025-06-24,ST010,1,108.95,Accepted,RR3,true
RT001328,SO006704,2,V00381,P0016,2025-06-03,ST011,1,218.95,Accepted,RR3,true
RT001329,SO006705,1,V00609,P0029,2025-06-12,ST011,1,135.95,Accepted,RR8,true
RT001330,SO006708,1,V00233,P0010,2025-05-29,ST012,1,108.95,Accepted,RR3,true
RT001331,SO006722,1,V00199,P0009,2025-05-30,ST015,1,119.95,Accepted,RR7,true
RT001332,SO006730,3,V00078,P0004,2025-06-10,ST017,1,240.95,Accepted,RR4,false
RT001333,SO006738,1,V00575,P0027,2025-05-31,ST006,1,82.95,Accepted,RR8,true
RT001334,SO006741,1,V00234,P0010,2025-06-03,ST006,1,108.95,Accepted,RR1,true
RT001335,SO006741,2,V00727,P0044,2025-06-24,ST005,1,115.95,Accepted,RR1,true
RT001336,SO006744,1,V00040,P0002,2025-06-11,ST001,1,190.95,Accepted,RR2,true
RT001337,SO006746,1,V00258,P0011,2025-06-20,ST001,1,157.95,Rejected,RR3,false
RT001338,SO006746,3,V00221,P0010,2025-06-15,ST001,1,108.95,Accepted,RR5,true
RT001339,SO006750,1,V00150,P0007,2025-06-09,ST002,1,126.95,Rejected,RR1,false
RT001340,SO006753,2,V00225,P0010,2025-06-04,ST004,1,108.95,Accepted,RR6,true
RT001341,SO006754,1,V00295,P0013,2025-06-11,ST008,1,175.95,Accepted,RR6,true
RT001342,SO006754,2,V00512,P0024,2025-06-14,ST004,2,245.90,Accepted,RR1,true
RT001343,SO006760,1,V00414,P0018,2025-06-20,ST006,1,180.95,Pending,RR7,false
RT001344,SO006770,5,V00216,P0009,2025-06-20,ST011,1,119.95,Pending,RR7,false
RT001345,SO006779,2,V00724,P0042,2025-06-15,ST015,1,358.95,Accepted,RR1,true
RT001346,SO006794,1,V00073,P0004,2025-06-12,ST017,1,240.95,Accepted,RR1,true
RT001347,SO006795,3,V00609,P0029,2025-06-13,ST012,1,108.76,Accepted,RR2,true
RT001348,SO006803,1,V00460,P0021,2025-06-06,ST002,1,251.05,Accepted,RR8,true
RT001349,SO006806,2,V00305,P0013,2025-06-16,ST004,2,351.90,Accepted,RR7,true
RT001350,SO006807,2,V00284,P0012,2025-06-02,ST015,1,105.25,Rejected,RR3,false
RT001351,SO006812,3,V00376,P0016,2025-06-22,ST006,1,218.95,Accepted,RR1,true
RT001352,SO006821,1,V00112,P0005,2025-07-01,ST011,1,113.86,Accepted,RR8,true
RT001353,SO006821,5,V00400,P0017,2025-06-09,ST011,1,135.96,Accepted,RR4,false
RT001354,SO006825,2,V00176,P0008,2025-06-03,ST011,1,135.95,Accepted,RR1,true
RT001355,SO006827,2,V00454,P0020,2025-06-14,ST008,1,425.95,Accepted,RR1,true
RT001356,SO006830,4,V00106,P0005,2025-06-10,ST014,1,133.95,Accepted,RR3,true
RT001357,SO006832,1,V00197,P0009,2025-06-22,ST015,1,101.96,Accepted,RR3,true
RT001358,SO006839,1,V00596,P0028,2025-06-18,ST006,1,75.16,Accepted,RR7,true
RT001359,SO006840,3,V00713,P0037,2025-06-16,ST018,1,228.95,Accepted,RR1,true
RT001360,SO006850,1,V00002,P0001,2025-06-11,ST004,1,271.95,Accepted,RR6,true
RT001361,SO006854,2,V00399,P0017,2025-06-07,ST007,1,159.95,Accepted,RR6,true
RT001362,SO006859,1,V00304,P0013,2025-06-05,ST015,1,175.95,Accepted,RR7,true
RT001363,SO006876,3,V00374,P0016,2025-06-22,ST016,1,218.95,Accepted,RR2,true
RT001364,SO006884,1,V00519,P0024,2025-06-06,ST004,1,122.95,Accepted,RR7,true
RT001365,SO006905,3,V00663,P0032,2025-05-31,ST005,1,39.95,Accepted,RR3,true
RT001366,SO006906,1,V00311,P0013,2025-07-09,ST005,1,175.95,Accepted,RR1,true
RT001367,SO006906,2,V00199,P0009,2025-06-05,ST005,1,119.95,Accepted,RR4,false
RT001368,SO006922,1,V00018,P0001,2025-06-08,ST012,1,271.95,Accepted,RR1,true
RT001369,SO006923,2,V00730,P0045,2025-07-09,ST013,1,84.56,Pending,RR7,false
RT001370,SO006924,1,V00187,P0008,2025-06-27,ST013,1,135.95,Pending,RR2,false
RT001371,SO006924,4,V00267,P0012,2025-06-11,ST013,1,116.95,Accepted,RR4,false
RT001372,SO006926,2,V00555,P0026,2025-06-07,ST014,1,52.95,Accepted,RR1,true
RT001373,SO006931,1,V00153,P0007,2025-06-23,ST016,1,126.95,Accepted,RR3,true
RT001374,SO006934,1,V00330,P0014,2025-06-20,ST018,1,189.95,Accepted,RR8,true
RT001375,SO006934,2,V00722,P0041,2025-06-18,ST018,1,211.95,Accepted,RR7,true
RT001376,SO006941,5,V00268,P0012,2025-06-06,ST006,1,116.95,Accepted,RR4,false
RT001377,SO006945,2,V00221,P0010,2025-06-09,ST002,1,108.95,Rejected,RR7,false
RT001378,SO006953,2,V00162,P0007,2025-06-26,ST001,1,126.95,Accepted,RR3,true
RT001379,SO006958,1,V00005,P0001,2025-06-06,ST003,1,271.95,Accepted,RR1,true
RT001380,SO006958,3,V00153,P0007,2025-06-19,ST003,1,126.95,Accepted,RR8,true
RT001381,SO006962,1,V00223,P0010,2025-06-14,ST004,1,108.95,Accepted,RR4,false
RT001382,SO006967,1,V00722,P0041,2025-06-08,ST006,1,211.95,Accepted,RR5,true
RT001383,SO006979,3,V00721,P0041,2025-06-15,ST011,1,211.95,Accepted,RR2,true
RT001384,SO006980,2,V00046,P0002,2025-06-13,ST011,1,190.95,Rejected,RR4,false
RT001385,SO006986,2,V00662,P0032,2025-07-16,ST013,1,39.95,Accepted,RR6,true
RT001386,SO006991,1,V00260,P0011,2025-06-14,ST016,1,157.95,Accepted,RR7,true
RT001387,SO006992,1,V00506,P0023,2025-06-16,ST017,1,132.95,Accepted,RR8,true
RT001388,SO006996,3,V00059,P0003,2025-06-08,ST018,1,164.95,Accepted,RR8,true
RT001389,SO006997,2,V00190,P0008,2025-07-04,ST005,1,135.95,Accepted,RR3,true
RT001390,SO007000,2,V00283,P0012,2025-06-10,ST002,1,116.95,Accepted,RR2,true
RT001391,SO007002,1,V00280,P0012,2025-06-06,ST005,1,116.95,Accepted,RR1,true
RT001392,SO007005,3,V00119,P0005,2025-06-01,ST012,1,133.95,Accepted,RR2,true
RT001393,SO007013,1,V00633,P0030,2025-06-02,ST001,1,133.95,Accepted,RR2,true
RT001394,SO007015,1,V00742,P0051,2025-07-04,ST001,1,73.95,Pending,RR4,false
RT001395,SO007015,4,V00371,P0016,2025-06-11,ST001,2,437.90,Accepted,RR7,true
RT001396,SO007020,1,V00418,P0018,2025-06-25,ST002,1,180.95,Accepted,RR4,false
RT001397,SO007058,1,V00090,P0004,2025-06-11,ST011,1,240.95,Rejected,RR3,false
RT001398,SO007059,1,V00031,P0002,2025-06-17,ST011,1,152.76,Accepted,RR3,true
RT001399,SO007068,2,V00220,P0010,2025-06-29,ST013,1,108.95,Accepted,RR3,true
RT001400,SO007072,1,V00321,P0014,2025-07-04,ST014,1,151.96,Accepted,RR3,true
RT001401,SO007082,1,V00152,P0007,2025-06-10,ST017,2,253.90,Accepted,RR7,true
RT001402,SO007084,1,V00617,P0029,2025-06-11,ST018,1,108.76,Accepted,RR3,true
RT001403,SO007084,2,V00650,P0031,2025-07-10,ST006,1,75.95,Accepted,RR2,true
RT001404,SO007084,3,V00538,P0025,2025-07-04,ST006,1,95.95,Rejected,RR6,false
RT001405,SO007097,1,V00219,P0010,2025-06-27,ST001,1,108.95,Pending,RR2,false
RT001406,SO007100,2,V00302,P0013,2025-07-13,ST001,1,175.95,Accepted,RR7,true
RT001407,SO007105,2,V00677,P0033,2025-06-08,ST002,1,48.95,Accepted,RR7,true
RT001408,SO007112,2,V00719,P0040,2025-06-10,ST004,1,339.95,Accepted,RR5,true
RT001409,SO007121,1,V00432,P0019,2025-06-15,ST005,1,250.95,Accepted,RR4,false
RT001410,SO007137,1,V00693,P0034,2025-06-03,ST008,1,49.56,Accepted,RR2,true
RT001411,SO007155,1,V00414,P0018,2025-06-18,ST012,1,180.95,Accepted,RR6,true
RT001412,SO007156,1,V00521,P0024,2025-06-15,ST013,1,122.95,Accepted,RR7,true
RT001413,SO007174,2,V00184,P0008,2025-07-21,ST018,1,135.95,Accepted,RR4,false
RT001414,SO007186,1,V00638,P0031,2025-06-26,ST018,1,75.95,Accepted,RR1,true
RT001415,SO007188,1,V00370,P0016,2025-06-04,ST002,1,218.95,Accepted,RR4,false
RT001416,SO007192,2,V00307,P0013,2025-07-05,ST004,1,175.95,Accepted,RR7,true
RT001417,SO007202,1,V00355,P0015,2025-06-14,ST008,1,219.95,Accepted,RR1,true
RT001418,SO007210,4,V00286,P0012,2025-06-21,ST014,1,116.95,Accepted,RR8,true
RT001419,SO007218,5,V00734,P0047,2025-07-13,ST015,1,89.95,Accepted,RR4,false
RT001420,SO007220,1,V00076,P0004,2025-06-13,ST015,1,240.95,Accepted,RR7,true
RT001421,SO007229,3,V00234,P0010,2025-06-20,ST018,1,108.95,Accepted,RR1,true
RT001422,SO007232,2,V00501,P0023,2025-06-12,ST006,1,132.95,Pending,RR5,false
RT001423,SO007233,1,V00724,P0042,2025-07-03,ST010,1,358.95,Accepted,RR5,true
RT001424,SO007239,2,V00736,P0048,2025-06-21,ST018,1,75.55,Rejected,RR7,false
RT001425,SO007239,3,V00724,P0042,2025-06-28,ST005,1,358.95,Accepted,RR7,true
RT001426,SO007241,1,V00042,P0002,2025-06-14,ST007,1,190.95,Accepted,RR2,true
RT001427,SO007245,2,V00272,P0012,2025-06-20,ST001,1,93.56,Accepted,RR2,true
RT001428,SO007248,5,V00187,P0008,2025-06-07,ST003,1,135.95,Accepted,RR7,true
RT001429,SO007249,2,V00492,P0022,2025-06-21,ST004,1,439.95,Accepted,RR1,true
RT001430,SO007250,2,V00019,P0001,2025-06-11,ST018,1,231.16,Pending,RR8,false
RT001431,SO007257,2,V00669,P0032,2025-06-19,ST005,1,39.95,Accepted,RR7,true
RT001432,SO007257,3,V00727,P0044,2025-07-02,ST005,1,115.95,Accepted,RR4,false
RT001433,SO007257,4,V00063,P0003,2025-06-24,ST005,1,164.95,Accepted,RR1,true
RT001434,SO007258,1,V00316,P0014,2025-07-19,ST006,1,189.95,Accepted,RR7,true
RT001435,SO007260,2,V00744,P0052,2025-06-23,ST015,1,131.95,Accepted,RR2,true
RT001436,SO007262,1,V00126,P0006,2025-06-07,ST009,1,162.95,Accepted,RR1,true
RT001437,SO007265,3,V00376,P0016,2025-06-29,ST010,1,218.95,Accepted,RR1,true
RT001438,SO007268,2,V00186,P0008,2025-06-05,ST011,1,135.95,Accepted,RR5,true
RT001439,SO007269,2,V00698,P0034,2025-06-14,ST011,1,61.95,Pending,RR7,false
RT001440,SO007276,3,V00675,P0033,2025-06-17,ST014,1,48.95,Accepted,RR1,true
RT001441,SO007287,2,V00652,P0031,2025-06-15,ST018,1,75.95,Accepted,RR7,true
RT001442,SO007299,1,V00465,P0021,2025-06-21,ST002,1,278.95,Accepted,RR4,false
RT001443,SO007302,2,V00318,P0014,2025-07-18,ST009,1,189.95,Accepted,RR2,true
RT001444,SO007305,1,V00717,P0039,2025-07-07,ST004,1,220.95,Accepted,RR7,true
RT001445,SO007332,1,V00282,P0012,2025-06-15,ST011,1,116.95,Rejected,RR7,false
RT001446,SO007334,1,V00092,P0004,2025-06-17,ST012,1,192.76,Pending,RR2,false
RT001447,SO007343,1,V00379,P0016,2025-06-27,ST016,1,218.95,Pending,RR1,false
RT001448,SO007345,1,V00307,P0013,2025-06-16,ST017,1,175.95,Pending,RR7,false
RT001449,SO007347,2,V00657,P0032,2025-06-16,ST017,1,39.95,Accepted,RR2,true
RT001450,SO007351,2,V00715,P0038,2025-07-22,ST012,1,476.95,Accepted,RR7,true
RT001451,SO007354,2,V00010,P0001,2025-06-29,ST014,1,271.95,Accepted,RR1,true
RT001452,SO007362,2,V00250,P0011,2025-06-09,ST018,1,157.95,Accepted,RR2,true
RT001453,SO007365,1,V00076,P0004,2025-06-28,ST012,1,216.85,Accepted,RR6,true
RT001454,SO007369,1,V00075,P0004,2025-06-16,ST007,1,240.95,Accepted,RR4,false
RT001455,SO007370,4,V00424,P0019,2025-06-26,ST008,1,225.85,Accepted,RR8,true
RT001456,SO007378,1,V00740,P0050,2025-06-17,ST003,1,215.95,Accepted,RR1,true
RT001457,SO007382,2,V00344,P0015,2025-07-04,ST004,1,219.95,Accepted,RR7,true
RT001458,SO007383,3,V00508,P0023,2025-06-08,ST005,1,132.95,Accepted,RR1,true
RT001459,SO007386,1,V00741,P0051,2025-06-17,ST006,1,73.95,Accepted,RR7,true
RT001460,SO007388,1,V00737,P0049,2025-06-21,ST001,1,51.95,Accepted,RR2,true
RT001461,SO007395,3,V00741,P0051,2025-06-11,ST009,1,73.95,Accepted,RR3,true
RT001462,SO007402,1,V00295,P0013,2025-06-25,ST011,1,175.95,Accepted,RR7,true
RT001463,SO007417,2,V00357,P0015,2025-06-13,ST004,1,219.95,Rejected,RR4,false
RT001464,SO007426,1,V00353,P0015,2025-06-24,ST014,1,219.95,Accepted,RR1,true
RT001465,SO007427,2,V00530,P0025,2025-06-10,ST016,1,95.95,Accepted,RR4,false
RT001466,SO007436,1,V00053,P0003,2025-07-04,ST003,1,164.95,Accepted,RR1,true
RT001467,SO007439,1,V00730,P0045,2025-06-17,ST004,1,93.95,Accepted,RR1,true
RT001468,SO007441,1,V00466,P0021,2025-06-10,ST005,1,278.95,Accepted,RR4,false
RT001469,SO007444,2,V00416,P0018,2025-07-01,ST006,1,180.95,Accepted,RR1,true
RT001470,SO007445,1,V00300,P0013,2025-07-21,ST007,1,175.95,Pending,RR1,false
RT001471,SO007446,1,V00428,P0019,2025-07-10,ST007,1,250.95,Accepted,RR8,true
RT001472,SO007446,3,V00404,P0018,2025-06-25,ST007,1,180.95,Accepted,RR1,true
RT001473,SO007458,2,V00052,P0003,2025-07-09,ST012,1,164.95,Rejected,RR3,false
RT001474,SO007467,1,V00200,P0009,2025-06-22,ST014,1,119.95,Accepted,RR4,false
RT001475,SO007476,2,V00532,P0025,2025-06-17,ST017,1,95.95,Accepted,RR8,true
RT001476,SO007482,2,V00029,P0002,2025-07-01,ST018,1,190.95,Accepted,RR8,true
RT001477,SO007483,1,V00328,P0014,2025-07-23,ST016,1,189.95,Accepted,RR7,true
RT001478,SO007485,1,V00151,P0007,2025-07-04,ST015,1,126.95,Accepted,RR2,true
RT001479,SO007486,1,V00500,P0023,2025-06-16,ST013,1,132.95,Accepted,RR7,true
RT001480,SO007488,2,V00319,P0014,2025-07-02,ST006,1,189.95,Accepted,RR7,true
RT001481,SO007498,1,V00579,P0027,2025-06-13,ST002,1,82.95,Accepted,RR4,false
RT001482,SO007499,3,V00704,P0034,2025-06-26,ST002,1,61.95,Accepted,RR7,true
RT001483,SO007506,1,V00280,P0012,2025-06-17,ST004,1,99.41,Pending,RR2,false
RT001484,SO007508,3,V00266,P0012,2025-06-21,ST004,1,116.95,Accepted,RR8,true
RT001485,SO007517,1,V00079,P0004,2025-06-29,ST006,1,240.95,Accepted,RR2,true
RT001486,SO007520,3,V00694,P0034,2025-06-17,ST006,1,61.95,Accepted,RR5,true
RT001487,SO007522,1,V00017,P0001,2025-06-25,ST007,1,271.95,Accepted,RR1,true
RT001488,SO007538,1,V00465,P0021,2025-06-24,ST010,1,278.95,Accepted,RR5,true
RT001489,SO007541,1,V00708,P0034,2025-07-26,ST012,1,61.95,Accepted,RR5,true
RT001490,SO007546,1,V00732,P0046,2025-07-03,ST013,1,97.56,Accepted,RR6,true
RT001491,SO007548,1,V00693,P0034,2025-07-20,ST001,1,61.95,Accepted,RR6,true
RT001492,SO007548,2,V00246,P0011,2025-06-18,ST006,1,157.95,Accepted,RR4,false
RT001493,SO007552,3,V00739,P0050,2025-06-19,ST015,1,215.95,Accepted,RR1,true
RT001494,SO007556,3,V00744,P0052,2025-07-08,ST016,1,131.95,Accepted,RR7,true
RT001495,SO007563,3,V00221,P0010,2025-06-14,ST017,1,108.95,Accepted,RR3,true
RT001496,SO007565,2,V00557,P0026,2025-06-15,ST018,1,52.95,Accepted,RR2,true
RT001497,SO007567,1,V00225,P0010,2025-06-24,ST012,1,108.95,Pending,RR4,false
RT001498,SO007567,2,V00075,P0004,2025-07-26,ST018,1,240.95,Accepted,RR1,true
RT001499,SO007570,4,V00245,P0011,2025-07-10,ST018,1,157.95,Accepted,RR7,true
RT001500,SO007574,1,V00512,P0024,2025-07-01,ST006,1,122.95,Rejected,RR1,false
RT001501,SO007575,2,V00228,P0010,2025-06-29,ST013,1,108.95,Accepted,RR8,true
RT001502,SO007575,4,V00736,P0048,2025-07-02,ST012,1,83.95,Accepted,RR6,true
RT001503,SO007579,2,V00060,P0003,2025-06-25,ST003,1,164.95,Accepted,RR7,true
RT001504,SO007579,3,V00091,P0004,2025-06-23,ST014,1,240.95,Pending,RR4,false
RT001505,SO007581,2,V00743,P0052,2025-06-16,ST010,1,131.95,Accepted,RR6,true
RT001506,SO007592,3,V00177,P0008,2025-06-25,ST004,1,135.95,Accepted,RR4,false
RT001507,SO007595,1,V00234,P0010,2025-07-08,ST010,1,108.95,Accepted,RR6,true
RT001508,SO007595,3,V00479,P0022,2025-07-09,ST004,1,439.95,Accepted,RR7,true
RT001509,SO007604,2,V00161,P0007,2025-06-21,ST006,1,126.95,Accepted,RR2,true
