OrderLineID,OrderID,OrderLineNumber,VariantID,ProductID,Quantity,UnitPrice,DiscountAmount,LineTotal
SO009967-2,SO009967,2,V00714,P0037,1,228.95,34.34,194.61
SO009967-3,SO009967,3,V00739,P0050,1,215.95,64.78,151.17
SO009967-4,SO009967,4,V00021,P0001,1,271.95,40.79,231.16
SO009968-1,SO009968,1,V00713,P0037,1,228.95,57.24,171.71
SO009968-2,SO009968,2,V00364,P0016,2,218.95,0.00,437.90
SO009969-1,SO009969,1,V00176,P0008,1,135.95,0.00,135.95
SO009970-1,SO009970,1,V00388,P0017,1,159.95,23.99,135.96
SO009970-2,SO009970,2,V00741,P0051,1,73.95,14.79,59.16
SO009970-3,SO009970,3,V00549,P0026,1,52.95,7.94,45.01
SO009971-1,SO009971,1,V00556,P0026,1,52.95,15.88,37.07
SO009972-1,SO009972,1,V00489,P0022,1,439.95,0.00,439.95
SO009973-1,SO009973,1,V00634,P0030,1,133.95,40.18,93.77
SO009973-2,SO009973,2,V00071,P0003,1,164.95,0.00,164.95
SO009973-3,SO009973,3,V00305,P0013,1,175.95,70.38,105.57
SO009974-1,SO009974,1,V00622,P0030,1,133.95,53.58,80.37
SO009974-2,SO009974,2,V00437,P0019,3,250.95,301.14,451.71
SO009974-3,SO009974,3,V00081,P0004,3,240.95,0.00,722.85
SO009974-4,SO009974,4,V00685,P0033,1,48.95,19.58,29.37
SO009975-1,SO009975,1,V00601,P0029,1,135.95,20.39,115.56
SO009975-2,SO009975,2,V00247,P0011,1,157.95,63.18,94.77
SO009975-3,SO009975,3,V00002,P0001,1,271.95,108.78,163.17
SO009975-4,SO009975,4,V00170,P0008,1,135.95,27.19,108.76
SO009976-1,SO009976,1,V00726,P0043,1,138.95,20.84,118.11
SO009976-2,SO009976,2,V00726,P0043,1,138.95,0.00,138.95
SO009976-3,SO009976,3,V00055,P0003,1,164.95,0.00,164.95
SO009976-4,SO009976,4,V00709,P0035,1,192.95,48.24,144.71
SO009977-1,SO009977,1,V00359,P0015,2,219.95,0.00,439.90
SO009977-2,SO009977,2,V00112,P0005,1,133.95,0.00,133.95
SO009977-3,SO009977,3,V00669,P0032,1,39.95,0.00,39.95
SO009978-1,SO009978,1,V00722,P0041,1,211.95,52.99,158.96
SO009978-2,SO009978,2,V00214,P0009,3,119.95,89.96,269.89
SO009979-1,SO009979,1,V00687,P0033,2,48.95,19.58,78.32
SO009980-1,SO009980,1,V00724,P0042,3,358.95,323.06,753.79
SO009980-2,SO009980,2,V00735,P0048,1,83.95,0.00,83.95
SO009980-3,SO009980,3,V00714,P0037,1,228.95,45.79,183.16
SO009981-1,SO009981,1,V00445,P0020,1,425.95,170.38,255.57
SO009982-1,SO009982,1,V00723,P0042,1,358.95,107.68,251.27
SO009982-2,SO009982,2,V00732,P0046,1,121.95,24.39,97.56
SO009982-3,SO009982,3,V00244,P0011,1,157.95,39.49,118.46
SO009983-1,SO009983,1,V00735,P0048,1,83.95,16.79,67.16
SO009984-1,SO009984,1,V00580,P0027,1,82.95,12.44,70.51
SO009985-1,SO009985,1,V00708,P0034,1,61.95,18.58,43.37
SO009986-1,SO009986,1,V00117,P0005,1,133.95,0.00,133.95
SO009987-1,SO009987,1,V00211,P0009,1,119.95,29.99,89.96
SO009987-2,SO009987,2,V00709,P0035,1,192.95,0.00,192.95
SO009988-1,SO009988,1,V00735,P0048,1,83.95,0.00,83.95
SO009988-2,SO009988,2,V00725,P0043,1,138.95,27.79,111.16
SO009988-3,SO009988,3,V00726,P0043,1,138.95,0.00,138.95
SO009988-4,SO009988,4,V00441,P0020,1,425.95,127.78,298.17
SO009989-1,SO009989,1,V00714,P0037,1,228.95,34.34,194.61
SO009990-1,SO009990,1,V00725,P0043,1,138.95,0.00,138.95
SO009991-1,SO009991,1,V00724,P0042,1,358.95,71.79,287.16
SO009991-2,SO009991,2,V00163,P0007,2,126.95,0.00,253.90
SO009991-3,SO009991,3,V00713,P0037,1,228.95,34.34,194.61
SO009992-1,SO009992,1,V00732,P0046,1,121.95,48.78,73.17
SO009993-1,SO009993,1,V00198,P0009,2,119.95,59.98,179.92
SO009994-1,SO009994,1,V00729,P0045,1,93.95,0.00,93.95
SO009994-2,SO009994,2,V00183,P0008,1,135.95,0.00,135.95
SO009994-3,SO009994,3,V00018,P0001,1,271.95,40.79,231.16
SO009995-1,SO009995,1,V00460,P0021,1,278.95,0.00,278.95
SO009996-1,SO009996,1,V00018,P0001,1,271.95,0.00,271.95
SO009997-1,SO009997,1,V00409,P0018,1,180.95,0.00,180.95
SO009997-2,SO009997,2,V00466,P0021,1,278.95,0.00,278.95
SO009998-1,SO009998,1,V00299,P0013,1,175.95,0.00,175.95
SO009998-2,SO009998,2,V00385,P0017,1,159.95,23.99,135.96
SO009999-1,SO009999,1,V00727,P0044,1,115.95,23.19,92.76
SO009999-2,SO009999,2,V00471,P0021,1,278.95,83.68,195.27
SO010000-1,SO010000,1,V00042,P0002,1,190.95,76.38,114.57
SO010000-2,SO010000,2,V00199,P0009,1,119.95,23.99,95.96
SO010000-3,SO010000,3,V00723,P0042,1,358.95,71.79,287.16
SO010000-4,SO010000,4,V00574,P0027,1,82.95,0.00,82.95
SO010001-1,SO010001,1,V00713,P0037,1,228.95,45.79,183.16
SO010001-2,SO010001,2,V00369,P0016,1,218.95,65.68,153.27
SO010001-3,SO010001,3,V00390,P0017,1,159.95,31.99,127.96
SO010001-4,SO010001,4,V00198,P0009,1,119.95,0.00,119.95
SO010002-1,SO010002,1,V00691,P0034,1,61.95,15.49,46.46
SO010003-1,SO010003,1,V00257,P0011,1,157.95,23.69,134.26
SO010003-2,SO010003,2,V00737,P0049,1,51.95,0.00,51.95
SO010004-1,SO010004,1,V00124,P0006,1,162.95,40.74,122.21
SO010004-2,SO010004,2,V00140,P0006,3,162.95,0.00,488.85
SO010004-3,SO010004,3,V00125,P0006,1,162.95,40.74,122.21
SO010004-4,SO010004,4,V00713,P0037,1,228.95,0.00,228.95
SO010005-1,SO010005,1,V00383,P0016,1,218.95,0.00,218.95
SO010005-2,SO010005,2,V00554,P0026,1,52.95,10.59,42.36
SO010006-1,SO010006,1,V00287,P0012,2,116.95,0.00,233.90
SO010006-2,SO010006,2,V00472,P0021,1,278.95,41.84,237.11
SO010007-1,SO010007,1,V00728,P0044,1,115.95,28.99,86.96
SO010007-2,SO010007,2,V00710,P0035,1,192.95,38.59,154.36
SO010007-3,SO010007,3,V00660,P0032,1,39.95,0.00,39.95
SO010008-1,SO010008,1,V00304,P0013,1,175.95,26.39,149.56
SO010008-2,SO010008,2,V00388,P0017,1,159.95,31.99,127.96
SO010009-1,SO010009,1,V00257,P0011,1,157.95,23.69,134.26
SO010010-1,SO010010,1,V00728,P0044,1,115.95,0.00,115.95
SO010010-2,SO010010,2,V00005,P0001,1,271.95,54.39,217.56
SO010010-3,SO010010,3,V00742,P0051,1,73.95,11.09,62.86
SO010011-1,SO010011,1,V00088,P0004,1,240.95,36.14,204.81
SO010012-1,SO010012,1,V00182,P0008,1,135.95,27.19,108.76
SO010013-1,SO010013,1,V00287,P0012,1,116.95,0.00,116.95
SO010013-2,SO010013,2,V00733,P0047,1,89.95,0.00,89.95
SO010013-3,SO010013,3,V00512,P0024,1,122.95,0.00,122.95
SO010013-4,SO010013,4,V00150,P0007,1,126.95,38.08,88.87
SO010013-5,SO010013,5,V00092,P0004,1,240.95,36.14,204.81
SO010014-1,SO010014,1,V00737,P0049,1,51.95,0.00,51.95
SO010014-2,SO010014,2,V00734,P0047,2,89.95,44.98,134.92
SO010014-3,SO010014,3,V00744,P0052,1,131.95,0.00,131.95
SO010014-4,SO010014,4,V00732,P0046,1,121.95,0.00,121.95
SO010014-5,SO010014,5,V00593,P0028,1,93.95,23.49,70.46
SO010015-1,SO010015,1,V00724,P0042,1,358.95,0.00,358.95
SO010016-1,SO010016,1,V00722,P0041,1,211.95,63.58,148.37
SO010016-2,SO010016,2,V00095,P0004,1,240.95,0.00,240.95
SO010017-1,SO010017,1,V00630,P0030,1,133.95,33.49,100.46
SO010018-1,SO010018,1,V00042,P0002,1,190.95,0.00,190.95
SO010019-1,SO010019,1,V00123,P0006,1,162.95,0.00,162.95
SO010020-1,SO010020,1,V00566,P0027,1,82.95,0.00,82.95
SO010020-2,SO010020,2,V00718,P0039,1,220.95,44.19,176.76
SO010020-3,SO010020,3,V00377,P0016,1,218.95,0.00,218.95
SO010021-1,SO010021,1,V00270,P0012,1,116.95,0.00,116.95
SO010021-2,SO010021,2,V00741,P0051,1,73.95,0.00,73.95
SO010022-1,SO010022,1,V00067,P0003,1,164.95,32.99,131.96
SO010023-1,SO010023,1,V00711,P0036,3,177.95,213.54,320.31
SO010023-2,SO010023,2,V00288,P0012,1,116.95,0.00,116.95
SO010023-3,SO010023,3,V00714,P0037,1,228.95,34.34,194.61
SO010023-4,SO010023,4,V00268,P0012,1,116.95,0.00,116.95
SO010024-1,SO010024,1,V00716,P0038,1,476.95,0.00,476.95
SO010024-2,SO010024,2,V00711,P0036,2,177.95,0.00,355.90
SO010025-1,SO010025,1,V00742,P0051,1,73.95,0.00,73.95
SO010026-1,SO010026,1,V00331,P0014,1,189.95,0.00,189.95
SO010026-2,SO010026,2,V00139,P0006,1,162.95,0.00,162.95
SO010027-1,SO010027,1,V00609,P0029,1,135.95,0.00,135.95
SO010027-2,SO010027,2,V00730,P0045,1,93.95,0.00,93.95
SO010027-3,SO010027,3,V00239,P0010,1,108.95,0.00,108.95
SO010028-1,SO010028,1,V00731,P0046,1,121.95,0.00,121.95
SO010028-2,SO010028,2,V00726,P0043,1,138.95,0.00,138.95
SO010028-3,SO010028,3,V00727,P0044,1,115.95,17.39,98.56
SO010028-4,SO010028,4,V00716,P0038,1,476.95,0.00,476.95
SO010028-5,SO010028,5,V00461,P0021,1,278.95,0.00,278.95
SO010029-1,SO010029,1,V00647,P0031,1,75.95,22.78,53.17
SO010029-2,SO010029,2,V00257,P0011,1,157.95,0.00,157.95
SO010029-3,SO010029,3,V00320,P0014,1,189.95,56.98,132.97
SO010030-1,SO010030,1,V00077,P0004,1,240.95,0.00,240.95
SO010030-2,SO010030,2,V00574,P0027,1,82.95,16.59,66.36
SO010031-1,SO010031,1,V00709,P0035,1,192.95,0.00,192.95
SO010032-1,SO010032,1,V00573,P0027,1,82.95,24.88,58.07
SO010032-2,SO010032,2,V00199,P0009,1,119.95,12.00,107.95
SO010032-3,SO010032,3,V00041,P0002,1,190.95,38.19,152.76
SO010033-1,SO010033,1,V00730,P0045,1,93.95,0.00,93.95
SO010034-1,SO010034,1,V00733,P0047,2,89.95,35.98,143.92
SO010035-1,SO010035,1,V00194,P0009,1,119.95,0.00,119.95
SO010036-1,SO010036,1,V00319,P0014,1,189.95,37.99,151.96
SO010037-1,SO010037,1,V00710,P0035,1,192.95,48.24,144.71
SO010037-2,SO010037,2,V00716,P0038,1,476.95,71.54,405.41
SO010038-1,SO010038,1,V00740,P0050,1,215.95,43.19,172.76
SO010039-1,SO010039,1,V00551,P0026,1,52.95,15.88,37.07
SO010039-2,SO010039,2,V00717,P0039,1,220.95,88.38,132.57
SO010039-3,SO010039,3,V00739,P0050,1,215.95,0.00,215.95
SO010040-1,SO010040,1,V00700,P0034,2,61.95,37.17,86.73
SO010041-1,SO010041,1,V00601,P0029,2,135.95,67.98,203.92
SO010041-2,SO010041,2,V00178,P0008,1,135.95,0.00,135.95
SO010041-3,SO010041,3,V00125,P0006,1,162.95,32.59,130.36
SO010041-4,SO010041,4,V00330,P0014,1,189.95,47.49,142.46
SO010042-1,SO010042,1,V00187,P0008,1,135.95,0.00,135.95
SO010042-2,SO010042,2,V00403,P0018,1,180.95,54.28,126.67
SO010043-1,SO010043,1,V00270,P0012,2,116.95,93.56,140.34
SO010044-1,SO010044,1,V00710,P0035,2,192.95,0.00,385.90
SO010045-1,SO010045,1,V00357,P0015,1,219.95,43.99,175.96
SO010045-2,SO010045,2,V00731,P0046,1,121.95,30.49,91.46
SO010046-1,SO010046,1,V00734,P0047,1,89.95,13.49,76.46
SO010047-1,SO010047,1,V00730,P0045,1,93.95,18.79,75.16
SO010047-2,SO010047,2,V00103,P0005,1,133.95,0.00,133.95
SO010047-3,SO010047,3,V00474,P0021,2,278.95,111.58,446.32
SO010047-4,SO010047,4,V00612,P0029,1,135.95,0.00,135.95
SO010047-5,SO010047,5,V00743,P0052,1,131.95,32.99,98.96
SO010048-1,SO010048,1,V00258,P0011,1,157.95,0.00,157.95
SO010048-2,SO010048,2,V00718,P0039,1,220.95,44.19,176.76
SO010049-1,SO010049,1,V00727,P0044,1,115.95,0.00,115.95
SO010050-1,SO010050,1,V00551,P0026,1,52.95,7.94,45.01
SO010051-1,SO010051,1,V00721,P0041,2,211.95,0.00,423.90
SO010052-1,SO010052,1,V00437,P0019,1,250.95,0.00,250.95
SO010053-1,SO010053,1,V00348,P0015,1,219.95,0.00,219.95
SO010054-1,SO010054,1,V00200,P0009,2,119.95,0.00,239.90
SO010054-2,SO010054,2,V00716,P0038,1,476.95,95.39,381.56
SO010055-1,SO010055,1,V00716,P0038,1,476.95,0.00,476.95
SO010055-2,SO010055,2,V00257,P0011,3,157.95,0.00,473.85
SO010056-1,SO010056,1,V00118,P0005,1,133.95,0.00,133.95
SO010056-2,SO010056,2,V00709,P0035,2,192.95,0.00,385.90
SO010057-1,SO010057,1,V00738,P0049,1,51.95,0.00,51.95
SO010058-1,SO010058,1,V00525,P0024,1,122.95,24.59,98.36
SO010058-2,SO010058,2,V00674,P0033,1,48.95,0.00,48.95
SO010059-1,SO010059,1,V00283,P0012,1,116.95,35.08,81.87
SO010059-2,SO010059,2,V00283,P0012,1,116.95,0.00,116.95
SO010060-1,SO010060,1,V00208,P0009,1,119.95,17.99,101.96
SO010060-2,SO010060,2,V00739,P0050,1,215.95,64.78,151.17
SO010060-3,SO010060,3,V00339,P0015,1,219.95,0.00,219.95
SO010060-4,SO010060,4,V00744,P0052,1,131.95,39.58,92.37
SO010060-5,SO010060,5,V00044,P0002,1,190.95,0.00,190.95
SO010061-1,SO010061,1,V00723,P0042,1,358.95,71.79,287.16
SO010061-2,SO010061,2,V00077,P0004,1,240.95,0.00,240.95
SO010061-3,SO010061,3,V00716,P0038,3,476.95,0.00,1430.85
SO010061-4,SO010061,4,V00725,P0043,1,138.95,41.68,97.27
SO010062-1,SO010062,1,V00128,P0006,1,162.95,65.18,97.77
SO010062-2,SO010062,2,V00005,P0001,1,271.95,0.00,271.95
SO010062-3,SO010062,3,V00724,P0042,2,358.95,0.00,717.90
SO010062-4,SO010062,4,V00273,P0012,1,116.95,46.78,70.17
SO010063-1,SO010063,1,V00716,P0038,2,476.95,0.00,953.90
SO010064-1,SO010064,1,V00355,P0015,1,219.95,0.00,219.95
SO010064-2,SO010064,2,V00714,P0037,3,228.95,103.03,583.82
SO010064-3,SO010064,3,V00744,P0052,1,131.95,39.58,92.37
SO010064-4,SO010064,4,V00717,P0039,1,220.95,0.00,220.95
SO010064-5,SO010064,5,V00150,P0007,1,126.95,0.00,126.95
SO010065-1,SO010065,1,V00735,P0048,1,83.95,12.59,71.36
SO010065-2,SO010065,2,V00730,P0045,2,93.95,46.98,140.92
SO010066-1,SO010066,1,V00013,P0001,1,271.95,0.00,271.95
SO010066-2,SO010066,2,V00721,P0041,1,211.95,52.99,158.96
SO010067-1,SO010067,1,V00447,P0020,1,425.95,63.89,362.06
SO010067-2,SO010067,2,V00040,P0002,1,190.95,28.64,162.31
SO010068-1,SO010068,1,V00722,P0041,1,211.95,42.39,169.56
SO010069-1,SO010069,1,V00740,P0050,2,215.95,0.00,431.90
SO010070-1,SO010070,1,V00349,P0015,1,219.95,0.00,219.95
SO010070-2,SO010070,2,V00737,P0049,2,51.95,15.58,88.32
SO010070-3,SO010070,3,V00068,P0003,1,164.95,0.00,164.95
SO010071-1,SO010071,1,V00732,P0046,1,121.95,0.00,121.95
SO010071-2,SO010071,2,V00019,P0001,2,271.95,217.56,326.34
SO010072-1,SO010072,1,V00124,P0006,1,162.95,0.00,162.95
SO010072-2,SO010072,2,V00167,P0007,1,126.95,0.00,126.95
SO010072-3,SO010072,3,V00528,P0024,2,122.95,49.18,196.72
SO010072-4,SO010072,4,V00270,P0012,2,116.95,0.00,233.90
SO010073-1,SO010073,1,V00246,P0011,1,157.95,0.00,157.95
SO010073-2,SO010073,2,V00737,P0049,1,51.95,0.00,51.95
SO010074-1,SO010074,1,V00727,P0044,1,115.95,28.99,86.96
SO010074-2,SO010074,2,V00201,P0009,2,119.95,59.98,179.92
SO010075-1,SO010075,1,V00069,P0003,1,164.95,32.99,131.96
SO010075-2,SO010075,2,V00734,P0047,1,89.95,13.49,76.46
SO010075-3,SO010075,3,V00308,P0013,1,175.95,52.78,123.17
SO010075-4,SO010075,4,V00398,P0017,1,159.95,0.00,159.95
SO010076-1,SO010076,1,V00732,P0046,1,121.95,30.49,91.46
SO010076-2,SO010076,2,V00224,P0010,1,108.95,21.79,87.16
SO010076-3,SO010076,3,V00365,P0016,1,218.95,65.68,153.27
SO010077-1,SO010077,1,V00286,P0012,3,116.95,0.00,350.85
SO010078-1,SO010078,1,V00102,P0005,1,133.95,26.79,107.16
SO010079-1,SO010079,1,V00424,P0019,1,250.95,62.74,188.21
SO010079-2,SO010079,2,V00626,P0030,1,133.95,40.18,93.77
SO010079-3,SO010079,3,V00729,P0045,1,93.95,0.00,93.95
SO010079-4,SO010079,4,V00725,P0043,1,138.95,0.00,138.95
SO010080-1,SO010080,1,V00008,P0001,1,271.95,0.00,271.95
SO010080-2,SO010080,2,V00174,P0008,1,135.95,20.39,115.56
SO010080-3,SO010080,3,V00729,P0045,1,93.95,0.00,93.95
SO010081-1,SO010081,1,V00729,P0045,1,93.95,0.00,93.95
SO010082-1,SO010082,1,V00710,P0035,1,192.95,0.00,192.95
SO010082-2,SO010082,2,V00029,P0002,1,190.95,0.00,190.95
SO010083-1,SO010083,1,V00114,P0005,2,133.95,0.00,267.90
SO010084-1,SO010084,1,V00714,P0037,1,228.95,0.00,228.95
SO010085-1,SO010085,1,V00317,P0014,1,189.95,37.99,151.96
SO010085-2,SO010085,2,V00737,P0049,1,51.95,0.00,51.95
SO010086-1,SO010086,1,V00214,P0009,3,119.95,0.00,359.85
SO010086-2,SO010086,2,V00716,P0038,1,476.95,0.00,476.95
SO010086-3,SO010086,3,V00187,P0008,1,135.95,27.19,108.76
SO010086-4,SO010086,4,V00315,P0014,1,189.95,0.00,189.95
SO010087-1,SO010087,1,V00466,P0021,3,278.95,0.00,836.85
SO010087-2,SO010087,2,V00363,P0016,1,218.95,0.00,218.95
SO010087-3,SO010087,3,V00082,P0004,2,240.95,0.00,481.90
SO010088-1,SO010088,1,V00742,P0051,2,73.95,0.00,147.90
SO010089-1,SO010089,1,V00006,P0001,1,271.95,54.39,217.56
SO010090-1,SO010090,1,V00736,P0048,1,83.95,0.00,83.95
SO010091-1,SO010091,1,V00709,P0035,1,192.95,0.00,192.95
SO010091-2,SO010091,2,V00741,P0051,1,73.95,18.49,55.46
SO010091-3,SO010091,3,V00724,P0042,1,358.95,0.00,358.95
SO010092-1,SO010092,1,V00731,P0046,1,121.95,0.00,121.95
SO010092-2,SO010092,2,V00306,P0013,1,175.95,35.19,140.76
SO010092-3,SO010092,3,V00119,P0005,2,133.95,0.00,267.90
SO010092-4,SO010092,4,V00712,P0036,1,177.95,0.00,177.95
SO010093-1,SO010093,1,V00287,P0012,1,116.95,23.39,93.56
SO010094-1,SO010094,1,V00443,P0020,1,425.95,0.00,425.95
SO010094-2,SO010094,2,V00737,P0049,1,51.95,0.00,51.95
SO010094-3,SO010094,3,V00734,P0047,1,89.95,0.00,89.95
SO010095-1,SO010095,1,V00726,P0043,1,138.95,55.58,83.37
SO010095-2,SO010095,2,V00731,P0046,1,121.95,48.78,73.17
SO010096-1,SO010096,1,V00184,P0008,3,135.95,163.14,244.71
SO010097-1,SO010097,1,V00394,P0017,3,159.95,0.00,479.85
SO010097-2,SO010097,2,V00730,P0045,1,93.95,18.79,75.16
SO010098-1,SO010098,1,V00719,P0040,2,339.95,0.00,679.90
SO010098-2,SO010098,2,V00742,P0051,1,73.95,0.00,73.95
SO010099-1,SO010099,1,V00479,P0022,1,439.95,0.00,439.95
SO010100-1,SO010100,1,V00728,P0044,1,115.95,0.00,115.95
SO010101-1,SO010101,1,V00482,P0022,1,439.95,0.00,439.95
SO010102-1,SO010102,1,V00715,P0038,1,476.95,0.00,476.95
SO010102-2,SO010102,2,V00161,P0007,1,126.95,0.00,126.95
SO010103-1,SO010103,1,V00544,P0025,1,95.95,0.00,95.95
SO010103-2,SO010103,2,V00217,P0010,2,108.95,43.58,174.32
SO010104-1,SO010104,1,V00407,P0018,1,180.95,0.00,180.95
SO010104-2,SO010104,2,V00664,P0032,1,39.95,11.98,27.97
SO010104-3,SO010104,3,V00593,P0028,1,93.95,14.09,79.86
SO010105-1,SO010105,1,V00717,P0039,1,220.95,0.00,220.95
SO010105-2,SO010105,2,V00725,P0043,2,138.95,0.00,277.90
SO010106-1,SO010106,1,V00221,P0010,1,108.95,0.00,108.95
SO010106-2,SO010106,2,V00719,P0040,1,339.95,0.00,339.95
SO010106-3,SO010106,3,V00623,P0030,1,133.95,0.00,133.95
SO010107-1,SO010107,1,V00553,P0026,1,52.95,13.24,39.71
SO010107-2,SO010107,2,V00733,P0047,1,89.95,26.98,62.97
SO010107-3,SO010107,3,V00722,P0041,1,211.95,0.00,211.95
SO010107-4,SO010107,4,V00400,P0017,1,159.95,23.99,135.96
SO010108-1,SO010108,1,V00153,P0007,1,126.95,25.39,101.56
SO010109-1,SO010109,1,V00732,P0046,1,121.95,0.00,121.95
SO010109-2,SO010109,2,V00052,P0003,1,164.95,24.74,140.21
SO010110-1,SO010110,1,V00743,P0052,1,131.95,0.00,131.95
SO010111-1,SO010111,1,V00032,P0002,1,190.95,0.00,190.95
SO010111-2,SO010111,2,V00700,P0034,1,61.95,12.39,49.56
SO010111-3,SO010111,3,V00216,P0009,1,119.95,0.00,119.95
SO010112-1,SO010112,1,V00017,P0001,2,271.95,81.58,462.32
SO010112-2,SO010112,2,V00744,P0052,1,131.95,0.00,131.95
SO010113-1,SO010113,1,V00042,P0002,1,190.95,38.19,152.76
SO010113-2,SO010113,2,V00209,P0009,3,119.95,107.96,251.89
SO010113-3,SO010113,3,V00659,P0032,1,39.95,0.00,39.95
SO010114-1,SO010114,1,V00740,P0050,1,215.95,32.39,183.56
SO010114-2,SO010114,2,V00735,P0048,1,83.95,0.00,83.95
SO010114-3,SO010114,3,V00736,P0048,1,83.95,12.59,71.36
SO010114-4,SO010114,4,V00716,P0038,1,476.95,0.00,476.95
SO010115-1,SO010115,1,V00733,P0047,1,89.95,13.49,76.46
SO010115-2,SO010115,2,V00700,P0034,1,61.95,0.00,61.95
SO010116-1,SO010116,1,V00363,P0016,2,218.95,109.48,328.42
SO010117-1,SO010117,1,V00710,P0035,1,192.95,38.59,154.36
SO010117-2,SO010117,2,V00620,P0030,1,133.95,40.18,93.77
SO010118-1,SO010118,1,V00715,P0038,1,476.95,119.24,357.71
SO010119-1,SO010119,1,V00196,P0009,1,119.95,0.00,119.95
SO010119-2,SO010119,2,V00715,P0038,1,476.95,71.54,405.41
SO010119-3,SO010119,3,V00473,P0021,1,278.95,69.74,209.21
SO010120-1,SO010120,1,V00551,P0026,1,52.95,7.94,45.01
SO010121-1,SO010121,1,V00733,P0047,2,89.95,0.00,179.90
SO010121-2,SO010121,2,V00582,P0027,1,82.95,0.00,82.95
SO010121-3,SO010121,3,V00519,P0024,1,122.95,0.00,122.95
SO010122-1,SO010122,1,V00364,P0016,1,218.95,0.00,218.95
SO010122-2,SO010122,2,V00544,P0025,1,95.95,9.60,86.35
SO010123-1,SO010123,1,V00713,P0037,1,228.95,0.00,228.95
SO010123-2,SO010123,2,V00740,P0050,1,215.95,0.00,215.95
SO010123-3,SO010123,3,V00081,P0004,1,240.95,48.19,192.76
SO010123-4,SO010123,4,V00076,P0004,1,240.95,0.00,240.95
SO010124-1,SO010124,1,V00737,P0049,2,51.95,0.00,103.90
SO010125-1,SO010125,1,V00726,P0043,1,138.95,0.00,138.95
SO010125-2,SO010125,2,V00006,P0001,1,271.95,0.00,271.95
SO010125-3,SO010125,3,V00721,P0041,1,211.95,0.00,211.95
SO010126-1,SO010126,1,V00544,P0025,1,95.95,28.78,67.17
SO010126-2,SO010126,2,V00046,P0002,1,190.95,76.38,114.57
SO010127-1,SO010127,1,V00632,P0030,1,133.95,0.00,133.95
SO010127-2,SO010127,2,V00028,P0002,2,190.95,0.00,381.90
SO010127-3,SO010127,3,V00477,P0022,1,439.95,131.98,307.97
SO010128-1,SO010128,1,V00007,P0001,1,271.95,0.00,271.95
SO010129-1,SO010129,1,V00294,P0013,1,175.95,43.99,131.96
SO010130-1,SO010130,1,V00034,P0002,1,190.95,0.00,190.95
SO010131-1,SO010131,1,V00129,P0006,1,162.95,65.18,97.77
SO010131-2,SO010131,2,V00709,P0035,2,192.95,154.36,231.54
SO010132-1,SO010132,1,V00716,P0038,1,476.95,95.39,381.56
SO010132-2,SO010132,2,V00744,P0052,1,131.95,39.58,92.37
SO010132-3,SO010132,3,V00302,P0013,1,175.95,0.00,175.95
SO010133-1,SO010133,1,V00635,P0030,3,133.95,160.74,241.11
SO010133-2,SO010133,2,V00718,P0039,1,220.95,0.00,220.95
SO010133-3,SO010133,3,V00697,P0034,1,61.95,15.49,46.46
SO010134-1,SO010134,1,V00496,P0023,1,132.95,0.00,132.95
SO010135-1,SO010135,1,V00386,P0017,1,159.95,0.00,159.95
SO010136-1,SO010136,1,V00737,P0049,1,51.95,0.00,51.95
SO010137-1,SO010137,1,V00722,P0041,2,211.95,105.98,317.92
SO010138-1,SO010138,1,V00188,P0008,1,135.95,40.78,95.17
SO010139-1,SO010139,1,V00737,P0049,1,51.95,0.00,51.95
SO010139-2,SO010139,2,V00465,P0021,3,278.95,209.21,627.64
SO010139-3,SO010139,3,V00737,P0049,1,51.95,20.78,31.17
SO010139-4,SO010139,4,V00725,P0043,1,138.95,0.00,138.95
SO010139-5,SO010139,5,V00127,P0006,1,162.95,24.44,138.51
SO010140-1,SO010140,1,V00719,P0040,2,339.95,135.98,543.92
SO010140-2,SO010140,2,V00176,P0008,1,135.95,0.00,135.95
SO010141-1,SO010141,1,V00282,P0012,1,116.95,29.24,87.71
SO010141-2,SO010141,2,V00354,P0015,1,219.95,0.00,219.95
SO010142-1,SO010142,1,V00720,P0040,1,339.95,0.00,339.95
SO010142-2,SO010142,2,V00415,P0018,1,180.95,72.38,108.57
SO010142-3,SO010142,3,V00177,P0008,1,135.95,33.99,101.96
SO010142-4,SO010142,4,V00133,P0006,1,162.95,0.00,162.95
SO010143-1,SO010143,1,V00076,P0004,1,240.95,0.00,240.95
SO010143-2,SO010143,2,V00092,P0004,1,240.95,96.38,144.57
SO010144-1,SO010144,1,V00734,P0047,1,89.95,17.99,71.96
SO010145-1,SO010145,1,V00509,P0023,2,132.95,0.00,265.90
SO010145-2,SO010145,2,V00627,P0030,1,133.95,0.00,133.95
SO010145-3,SO010145,3,V00687,P0033,1,48.95,12.24,36.71
SO010145-4,SO010145,4,V00739,P0050,1,215.95,32.39,183.56
SO010146-1,SO010146,1,V00272,P0012,1,116.95,0.00,116.95
SO010146-2,SO010146,2,V00727,P0044,1,115.95,0.00,115.95
SO010147-1,SO010147,1,V00369,P0016,1,218.95,65.68,153.27
SO010148-1,SO010148,1,V00508,P0023,1,132.95,0.00,132.95
SO010149-1,SO010149,1,V00520,P0024,1,122.95,24.59,98.36
SO010150-1,SO010150,1,V00059,P0003,2,164.95,98.97,230.93
SO010151-1,SO010151,1,V00484,P0022,1,439.95,0.00,439.95
